Io X	Io Y
1.1922822977671178E11	-6.976619100649937E11
1.6186287640634094E11	-6.785704583418433E11
2.0367498781513492E11	-6.560385239153923E11
2.4440350955324582E11	-6.300232293499945E11
2.837667089543154E11	-6.004947567298857E11
3.2146062890410095E11	-5.674398420256749E11
3.5715776149786725E11	-5.3086602872507166E11
3.9050611160926764E11	-4.9080678542329254E11
4.211288907299609E11	-4.473275900250804E11
4.486251541538935E11	-4.005330588324361E11
4.725717787597486E11	-3.505751266601107E11
4.9252728823972864E11	-2.976621797228612E11
5.0803812429279034E11	-2.420688909851379E11
5.1864801294848096E11	-1.8414626448709695E11
5.2391105991564246E11	-1.24331073829278E11
5.2340906187541736E11	-6.315349333384891E10
5.167731764796551E11	-1.2413067683400884E9
5.0370949692876025E11	6.068125624956526E10
4.8402717366411707E11	1.2180210800487653E11
4.5766663659935657E11	1.8123908830080392E11
4.247244692464086E11	2.3806782141069925E11
3.854707917793831E11	2.9135896347989435E11
3.403551076100258E11	3.4022219834935535E11
2.899977668848618E11	3.8385241234316895E11
2.3516641718272958E11	4.215722501429339E11
1.7673954579288907E11	4.528652985463106E11
1.1566166618952853E11	4.7739562780563513E11
5.289606833534692E10	4.9501191859496515E11
-1.0619053651278286E10	5.0573718251602893E11
-7.400662314100876E10	5.0974730935811237E11
-1.3647642469973529E11	5.0734277354255945E11
-1.9734019282338092E11	4.9891782474985785E11
-2.5601723061316617E11	4.849306866474546E11
-3.120326071951597E11	4.65877148886254E11
-3.6501020944517303E11	4.4226877542697235E11
-4.146627355804567E11	4.14616026142052E11
-4.6078029900041205E11	3.834159737813878E11
-5.0321885201723553E11	3.4914396714281915E11
-5.418892161361863E11	3.1224848950967334E11
-5.767471548332384E11	2.7314847014208673E11
-6.077846826708407E11	2.3223238969584738E11
-6.350226457083582E11	1.8985863915719687E11
-6.585045113834651E11	1.4635671032865707E11
-6.782912518455533E11	1.0202890165011984E11
-6.94457180239446E11	5.7152307318052925E10
-7.07086599816689E11	1.1980924347046022E10
-7.162711401156467E11	-3.32522331609868E10
-7.221076649449246E11	-7.83330812802398E10
-7.246966482290967E11	-1.230645186371225E11
-7.241409308172751E11	-1.6726460884697925E11
-7.205447868579933E11	-2.1076490418981625E11
-7.140132417764532E11	-2.5340891295431122E11
-7.046515958453958E11	-2.950507070635223E11
-6.925651151811991E11	-3.355536614294684E11
-6.77858857216176E11	-3.747893158872131E11
-6.6063760717089E11	-4.1263635057642944E11
-6.410059059699492E11	-4.489796645929502E11
-6.190681553109148E11	-4.8370954955481335E11
-5.949287895252634E11	-5.167209489726092E11
-5.686925053858293E11	-5.479127952413776E11
-5.4046454410164166E11	-5.771874183688992E11
-5.103510231334313E11	-6.044500209889048E11
-4.7845931479444354E11	-6.296082127918972E11
-4.4489846905576746E11	-6.525716019361943E11
-4.097796833912613E11	-6.732514439674843E11
-3.73216822977322E11	-6.91560347420358E11
-3.3532699447111914E11	-7.074120358655752E11
-2.962311761879696E11	-7.207211667726407E11
-2.5605490765509894E11	-7.314032124836912E11
-2.1492904537375082E11	-7.393744131853958E11
-1.7299059334796582E11	-7.445518111548656E11
-1.3038361428715329E11	-7.468533750525819E11
-8.726022595883447E10	-7.461982307737351E11
-4.378169040185557E10	-7.42507021483471E11
-1.196023917088006E8	-7.357024212844327E11
4.354281962777045E10	-7.257098329589476E11
8.700934006760197E10	-7.124583088364294E11
1.3006921474570338E11	-6.958817434628304E11
1.7249561228778766E11	-6.759203971197467E11
2.140439682321312E11	-6.525228167984386E11
2.5445031024325543E11	-6.256482295142814E11
2.9342961794900397E11	-5.952695025246136E11
3.3067430548667584E11	-5.613767786037385E11
3.658529536602161E11	-5.239818946056571E11
3.986094736669547E11	-4.8312369072340137E11
4.2856295163230634E11	-4.3887430644697754E11
4.5530850477341364E11	-3.9134652527371814E11
4.784195751784649E11	-3.407021632240229E11
4.974521870933063E11	-2.871613839543165E11
5.11951775121603E11	-2.3101264423904272E11
5.214632417715044E11	-1.7262271304437436E11
5.2554487217783417E11	-1.1244588388486685E11
5.237865353626863E11	-5.103109634852903E10
5.1583221515499866E11	1.0974734627038677E10
5.014062572172114E11	7.282918141865709E10
4.803417775015606E11	1.3370460538983646E11
4.526085810746085E11	1.927079361041879E11
4.1833692996502704E11	2.489105388763714E11
3.778329518293091E11	3.0138713369613544E11
3.315817977269262E11	3.4926070292149695E11
2.8023605512172156E11	3.9174847672542773E11
2.2458932257684528E11	4.282030951245902E11
1.6553760990664557E11	4.5814336544448755E11
1.0403349622929204E11	4.8127077161446655E11
4.1039070932886406E10	4.974705469821677E11
-2.2516686092388203E10	5.067988409273039E11
-8.577199316833182E10	5.0945950200400665E11
-1.4795584865529022E11	5.0577490186634686E11
-2.08401095908626E11	4.9615504934304596E11
-2.6654837533273056E11	4.8106831540853253E11
-3.219430955645478E11	4.6101588563026465E11
-3.74227702098701E11	4.365109425231286E11
-4.231312648276312E11	4.080627391644919E11
-4.684579613774937E11	3.761651637426034E11
-5.1007557049702344E11	3.412891106209337E11
-5.47904680436318E11	3.0387789165001263E11
-5.81908996431406E11	2.6434495767694263E11
-6.120869053032524E11	2.2307329589590997E11
-6.384643092473694E11	1.804159884425648E11
-6.610886492938424E11	1.3669753418768573E11
-6.800239891579786E11	9.221563177481479E10
-6.953470233034962E11	4.724320259051831E10
-7.071438783077869E11	2.0305059438369489E9
-7.155075776126449E11	-4.319275224500855E10
-7.205360533382291E11	-8.821538354106564E10
-7.223306068257443E11	-1.3284279361385266E11
-7.20994734923758E11	-1.7689519249361313E11
-7.166332536902719E11	-2.2020594744282315E11
-7.093516641978651E11	-2.626200793370956E11
-6.992557159964348E11	-3.039928975761498E11
-6.864511302865765E11	-3.441887646024539E11
-6.71043452569958E11	-3.830799818002801E11
-6.531380130214608E11	-4.2054578667344006E11
-6.328399751074172E11	-4.56471451032954E11
-6.102544590808638E11	-4.907474724077782E11
-5.854867309953396E11	-5.232688499066231E11
-5.586424491806642E11	-5.539344364460286E11
-5.298279625588674E11	-5.826463611349489E11
-4.991506579114108E11	-6.093095172298158E11
-4.6671935550046204E11	-6.338311114490577E11
-4.326447521181938E11	-6.56120269921124E11
-3.970399111834845E11	-6.760876999496643E11
-3.6002080369322046E11	-6.936454096187257E11
-3.217069046751284E11	-7.08706486887223E11
-2.8222184994590826E11	-7.211849405592815E11
-2.4169415764181012E11	-7.309956063573195E11
-2.0025801871938773E11	-7.380541257197668E11
-1.5805416321749207E11	-7.422770099404502E11
-1.1523081018127798E11	-7.435818045233306E11
-7.194470901618057E10	-7.418873714628247E11
-2.83622787916526E10	-7.371143093380266E11
1.533915151939308E10	-7.291855383055804E11
5.896999911382387E10	-7.180270873083657E11
1.0232697942143146E11	-7.035691265028937E11
1.4519156083949472E11	-6.857472957047079E11
1.873283381329927E11	-6.645043907951333E11
2.2848335321202795E11	-6.397924828493312E11
2.6838240876883142E11	-6.115755573704833E11
3.067294446706964E11	-5.798327701094689E11
3.432050846945944E11	-5.445624265056727E11
3.774655048212768E11	-5.057868005657334E11
4.091418317936313E11	-4.635578990262121E11
4.378403601970455E11	-4.179642585032985E11
4.631439624723567E11	-3.691388186831022E11
4.846151644137996E11	-3.1726782422247974E11
5.0180145891608E11	-2.6260056663735666E11
5.142435080181713E11	-2.054595661198777E11
5.214869023860626E11	-1.4625049896067963E11
5.230980554722507E11	-8.547080204850789E10
5.186845399125277E11	-2.371546245390193E10
5.079196628796401E11	3.832189325256761E10
4.9057027527742474E11	9.985471360900967E10
4.66525740214098E11	1.600180169507461E11
4.3582486853698663E11	2.1789297736204956E11
3.9867676787052985E11	2.7254156305137955E11
