Charon X	Charon Y
4.910160453868062E12	-3.118110342922673E12
4.921560062291913E12	-3.1064454132756455E12
4.932980007141801E12	-3.094636955571583E12
4.944545366992874E12	-3.08267666089893E12
4.956082334387061E12	-3.070809502872349E12
4.967490417297398E12	-3.0590260707591616E12
4.978790547910264E12	-3.0472674817841543E12
4.990001344046005E12	-3.035503939487095E12
5.001136087897319E12	-3.0237147623959824E12
5.0122096939707295E12	-3.011875701197544E12
5.023256606925031E12	-2.9999406078658765E12
5.034388649125582E12	-2.98782857558275E12
5.045623553320168E12	-2.9756781484094272E12
5.056753874163412E12	-2.963644686782637E12
5.067764387510271E12	-2.9516645321021562E12
5.078677084058787E12	-2.93969551951377E12
5.08950704253816E12	-2.9277145825582646E12
5.100266276189453E12	-2.915702520519338E12
5.110971579662094E12	-2.9036325581817383E12
5.121669392692872E12	-2.891448957336396E12
5.132486706351721E12	-2.879090659549801E12
5.143349093790429E12	-2.866764458378192E12
5.154091286426669E12	-2.854543242115187E12
5.164720877740463E12	-2.8423627633281797E12
5.17525776106275E12	-2.8301884780051895E12
5.185715263121412E12	-2.8180001685035747E12
5.196104670884461E12	-2.8057795593708936E12
5.206443117194857E12	-2.7934995841663433E12
5.216780040199411E12	-2.7811029152602915E12
5.227240999638348E12	-2.7685383484298545E12
5.237732747118798E12	-2.75601942754949E12
5.248104408480165E12	-2.7436016280241226E12
5.258365937466819E12	-2.731223136912879E12
5.268536345909153E12	-2.718851349490862E12
5.278628306454991E12	-2.706467140612519E12
5.288652340121339E12	-2.694053508554777E12
5.298623553130081E12	-2.6815861298296016E12
5.308583012568653E12	-2.66901461469869E12
5.318648928980082E12	-2.6562737252218643E12
5.328778182437393E12	-2.6435440672296997E12
5.338795722952856E12	-2.6309232134266416E12
5.348701205381521E12	-2.6183496442455225E12
5.358514077057454E12	-2.6057879701921562E12
5.368247351782531E12	-2.593218608081958E12
5.377910954576088E12	-2.5806258645146865E12
5.387516847301446E12	-2.5679898818126094E12
5.397092261312716E12	-2.555272966269409E12
5.406726437226246E12	-2.5424016249666987E12
5.416481219051466E12	-2.5294532996709326E12
5.42616151836954E12	-2.5166167396776655E12
5.435724526385158E12	-2.5038475559114487E12
5.445189907493387E12	-2.4911012520233726E12
5.454572351632624E12	-2.478355124292313E12
5.463881977533819E12	-2.4655938045006953E12
5.47312830625017E12	-2.4528014872074507E12
5.482327175207657E12	-2.4399531702867217E12
5.491524893428232E12	-2.4269955803955317E12
5.500838845517976E12	-2.413879323875449E12
5.510190069649291E12	-2.400801511804387E12
5.519428362373208E12	-2.3878261454681694E12
5.528559335706701E12	-2.3748951247963022E12
5.537600900151935E12	-2.3619767700491904E12
5.546564922167097E12	-2.349053416266235E12
5.555460248445235E12	-2.336111216102168E12
5.564296678479153E12	-2.3231336454691055E12
5.573093800635437E12	-2.3100915036047827E12
5.581913914545778E12	-2.2969224542666494E12
5.590863456343605E12	-2.2836229833446074E12
5.599795455911031E12	-2.270407363329317E12
5.608611503059413E12	-2.257279073505904E12
5.617326281716704E12	-2.2441863132016743E12
5.625955775502801E12	-2.231102765899309E12
5.634510504796772E12	-2.218012890124502E12
5.642998648168449E12	-2.2049036892240596E12
5.651429843166532E12	-2.1917588303554448E12
5.659824315033686E12	-2.178548633335857E12
5.668246853142839E12	-2.1652103927043154E12
5.676797248622157E12	-2.151751314317534E12
5.685322454587556E12	-2.1383809399737812E12
5.693733290747274E12	-2.1250955940983662E12
5.702044676781352E12	-2.111845554461957E12
5.710272013213394E12	-2.0986056160459102E12
5.718425416279941E12	-2.0853609159778179E12
5.726512627061342E12	-2.0720992410066738E12
5.73454234176988E12	-2.058805752920143E12
5.742531572857023E12	-2.0454545342480479E12
5.750532844142351E12	-2.0319900213038591E12
5.758655257033329E12	-2.01838643856119E12
5.766787827231676E12	-2.0048456883790012E12
5.774809612348875E12	-1.991400275752111E12
5.782729891608653E12	-1.977997524063072E12
5.790564750322023E12	-1.9646096296811697E12
5.798324774272338E12	-1.9512210634594922E12
5.806017590238345E12	-1.9378201546641729E12
5.813650670987595E12	-1.9243942234964058E12
5.821236177864911E12	-1.9109233948517124E12
5.828807095276807E12	-1.8973664908337666E12
5.836461364450639E12	-1.8836609636328887E12
5.844200492961679E12	-1.869936191578514E12
5.851850666570631E12	-1.856321435205458E12
5.859393762249843E12	-1.842767098185325E12
5.866846951473119E12	-1.8292373815963408E12
