1000	4.4569619147345575E28
2000	5.942647366004123E28
3000	1.9817955732370903E28
4000	4.893387663575155E26
5000	3.965825797497889E28
6000	3.468047182298563E28
7000	3.968443870618728E28
8000	5.907131715835656E27
9000	7.933939061592123E28
10000	6.466488443247848E28
11000	5.464307388307177E28
12000	9.909916488703305E28
13000	7.436923015129106E28
14000	6.940870871864265E28
15000	3.990393748296526E28
16000	2.5280664552693574E28
17000	2.5377888749058624E28
18000	4.000415495660458E28
19000	1.6035507059803085E28
20000	2.0309180042263276E28
21000	2.9905065045527937E28
22000	5.457613710625293E28
23000	1.1392348776321877E29
24000	1.733257666238657E29
25000	1.2384699189616013E29
26000	8.427899628741204E28
27000	9.9181744981964E28
28000	9.429445818132823E28
29000	1.734169227505814E29
30000	1.585497625571307E29
31000	1.6354013902843625E29
32000	1.3888439383646616E29
33000	1.2409408850576093E29
34000	1.2415808058323478E29
35000	1.586424658315449E29
36000	2.4273491546037635E29
37000	1.9818063342733342E29
38000	1.6853285062999353E29
39000	1.1912520482259204E29
40000	5.031739037516249E28
41000	8.332061285382271E27
42000	8.9236428433481E27
43000	7.014224660695333E28
44000	8.975185342856025E28
45000	7.499546649406585E28
46000	1.1437863848620288E29
47000	1.8353260627731977E29
48000	1.7363081336284124E29
49000	2.726463256643193E29
50000	2.528695657132088E29
51000	2.2814926373637664E29
52000	2.5289301323978173E29
53000	3.024267579271786E29
54000	3.321457753416529E29
55000	3.371143359250746E29
56000	3.321360719904638E29
57000	3.667723894442736E29
58000	3.915276977312647E29
59000	3.816546645540826E29
60000	4.0148492538363E29
61000	3.4208963219000995E29
62000	3.370623024093082E29
63000	3.568638643195786E29
64000	2.925665826277266E29
65000	2.3319012641515428E29
66000	2.5299273563167348E29
67000	2.134083726047864E29
68000	1.2959349891446068E29
69000	1.790865735610114E29
70000	2.383658488076711E29
71000	1.9874881568254957E29
72000	1.2957876828878736E29
73000	9.502223829678626E28
74000	1.2453659586632697E29
75000	1.3916587719005401E29
76000	1.687745694507746E29
77000	2.331215737728769E29
78000	1.885865237457386E29
79000	1.1931733387602879E29
80000	9.956162859404123E28
81000	5.041074063836735E28
82000	2.6696585999929263E28
83000	3.1110267695665903E28
84000	1.141938877946456E29
85000	1.2897295792151858E29
86000	1.4873212122910857E29
87000	1.4376886733058969E29
88000	1.734137166981533E29
89000	1.6849156672905653E29
90000	1.6352353345329772E29
91000	1.783596549396339E29
92000	1.7342738623743062E29
93000	1.2403966174220949E29
94000	1.0924048887749124E29
95000	1.3876749825247133E29
96000	1.5372772246044477E29
97000	1.586236398636895E29
98000	1.28920939155486E29
99000	8.940422313206986E28
100000	8.94617213988347E28
101000	9.932510991066697E28
102000	6.481739443319894E28
103000	5.979112275261463E28
104000	9.930202387043726E28
105000	8.959598550962007E28
106000	1.7353390959535522E29
107000	2.031897877888612E29
108000	1.8336191882194956E29
109000	1.6855103152178423E29
110000	1.240283137937141E29
111000	1.2412134116731893E29
112000	1.2909857181270139E29
113000	1.4887588135063938E29
114000	1.884400997165057E29
115000	1.8352273524659162E29
116000	1.934375547273367E29
117000	2.1815934266402272E29
118000	2.5772502396930684E29
119000	2.0335741447698757E29
120000	1.8846855746615936E29
121000	2.3789741497206608E29
122000	2.032927302525128E29
123000	2.6758345140909662E29
124000	1.637156368168859E29
125000	2.2798628695717567E29
126000	2.2797492053299524E29
127000	2.428024920641022E29
128000	2.7248411075340743E29
129000	2.724634230377303E29
130000	2.2794952701666023E29
131000	2.328942847587283E29
132000	2.774110651323576E29
133000	3.071253206250458E29
134000	2.67524417028439E29
135000	1.9340513890416386E29
136000	2.577113919635452E29
137000	2.280082928181373E29
138000	1.9340474813249437E29
139000	1.2924260386905391E29
140000	1.0954808311949526E29
141000	1.1440948083835877E29
142000	1.24310257055132E29
143000	1.3415332387155346E29
144000	1.342212617718231E29
145000	1.5396049127671746E29
146000	1.3429608582132607E29
147000	1.344121102173776E29
148000	1.4917984572568647E29
149000	1.1979518719772859E29
150000	1.1479224141511764E29
151000	1.392189000089491E29
152000	1.6393230279737207E29
153000	1.83688364544869E29
154000	1.7392377786791773E29
155000	2.2332646103594165E29
156000	2.431208760399596E29
157000	2.3819830805901164E29
158000	1.987081759071635E29
159000	1.9866518501784236E29
160000	1.2483503324258038E29
161000	1.4458499597127954E29
162000	1.691156165893458E29
163000	1.8884245298147935E29
164000	1.839397060764785E29
165000	1.8400504475502467E29
166000	2.037765499246352E29
