Jupiter X	Jupiter Y
5.456307968642657E11	-5.253089182417279E11
5.765327882247218E11	-4.8817813066158344E11
6.051375667179098E11	-4.4910587573095026E11
6.313138767449122E11	-4.082337310756141E11
6.549389405656011E11	-3.657149861651712E11
6.758998931595656E11	-3.217110541579198E11
6.940948028703292E11	-2.763938491205049E11
7.094333170739028E11	-2.2994126626359445E11
7.218368138473087E11	-1.8254023162771356E11
7.312399535814227E11	-1.3438265238297296E11
7.375911735269381E11	-8.566718266071559E10
7.408528689217081E11	-3.6594652780016754E10
7.410014880463762E11	1.2628959730800373E10
7.380289558720948E11	6.179732564484554E10
7.319420431519503E11	1.1070229170708058E11
7.22762292802252E11	1.591379093902667E11
7.105262895234349E11	2.0689792625684177E11
6.952860709361974E11	2.5378130952293878E11
6.771073974902219E11	2.99589905696377E11
6.560703699898326E11	3.441321751188456E11
6.322689426728821E11	3.872218033777923E11
6.058097516858701E11	4.286823340720011E11
5.768111075916891E11	4.6834372082398376E11
5.4540357738883484E11	5.060473652589612E11
5.117273670475758E11	5.416439736333282E11
4.759321553325848E11	5.749963990899485E11
4.381764413613865E11	6.059777249904766E11
3.986258196589321E11	6.344754863319902E11
3.574517029157938E11	6.603873842961642E11
3.148317180116595E11	6.836260416388408E11
2.70946525029712E11	7.041158201762306E11
2.259803341213198E11	7.21795045816458E11
1.8011954090355936E11	7.366141468442115E11
1.3355098244456224E11	7.485380955651119E11
8.646188654088368E10	7.575423513627393E11
3.903888026463074E10	7.636174461054358E11
-8.534066169340461E9	7.667636491553552E11
-5.607421100472669E10	7.669947728718618E11
-1.0340322393651515E11	7.643347758080416E11
-1.5034604261716803E11	7.588191495522144E11
-1.9673212667051663E11	7.50492964865994E11
-2.4239652073787903E11	7.394121331941327E11
-2.871791016949713E11	7.256400906291301E11
-3.3092628146023816E11	7.092511638160381E11
-3.734906843655325E11	6.903250948703933E11
-4.147311686491891E11	6.689518921335227E11
-4.5451445016229144E11	6.452259011825477E11
-4.927130824211367E11	6.192500784117188E11
-5.292083875377289E11	5.911314729859734E11
-5.638877448986172E11	5.609837345592917E11
-5.96647257481437E11	5.289244340213665E11
-6.273898227249288E11	4.9507609277960815E11
-6.560264611573589E11	4.595645792181023E11
-6.824758083256189E11	4.225196676247773E11
-7.066639443666827E11	3.8407349967102094E11
-7.285251418076233E11	3.4436154807190283E11
-7.480006051691E11	3.03520486522578E11
-7.65039988337176E11	2.6168996489412897E11
-7.795995637992921E11	2.1900970166171884E11
-7.916440685146014E11	1.7562207438260425E11
-8.01144666010593E11	1.3166855318988309E11
-8.080808716637339E11	8.729289280487291E10
-8.124384761760072E11	4.26371539884575E10
-8.142114799279996E11	-2.154779908757306E9
-8.133999979184884E11	-4.6941319782506004E10
-8.10012227455063E11	-9.157961423288553E10
-8.040622970552787E11	-1.359295342780111E11
-7.955723037926218E11	-1.798503656058904E11
-7.845701150628738E11	-2.2320438157513428E11
-7.710914091072974E11	-2.6585406785967377E11
-7.551775718364716E11	-3.0766502977327454E11
-7.368775006944247E11	-3.485039762622091E11
-7.162459426045011E11	-3.882408231048613E11
-6.933446162574845E11	-4.2674746290625726E11
-6.682415023371238E11	-4.638992227186976E11
-6.410107544217385E11	-4.995740374657785E11
-6.117333659857441E11	-5.3365391766618835E11
-5.804956676848507E11	-5.660236398974584E11
-5.4739120221748315E11	-5.965732759734008E11
-5.1251843682647186E11	-6.251953628040626E11
-4.759826992086412E11	-6.517892834681094E11
-4.37894630031928E11	-6.76256664875534E11
-3.983705271980714E11	-6.985071048949031E11
-3.575328629235737E11	-7.18453148589404E11
-3.155084997625817E11	-7.360153567463658E11
-2.724306125456863E11	-7.511190056178673E11
-2.284366085673078E11	-7.636969485248145E11
-1.8366889117376343E11	-7.736882711609913E11
-1.3827479953271622E11	-7.810403500515795E11
-9.240519816551564E10	-7.857067720441488E11
-4.621542149583588E10	-7.876514158350687E11
1.3558012420432833E8	-7.868441121682024E11
4.648644007737778E10	-7.832659315971613E11
9.267198303243056E10	-7.769054498493466E11
1.385256195748494E11	-7.677619388199553E11
1.8387887870794278E11	-7.558436940919991E11
2.2856180434553214E11	-7.411706336060317E11
2.7240417639164673E11	-7.237711803750887E11
3.152363077759313E11	-7.03686920287595E11
3.568883809621094E11	-6.809684841348395E11
3.9719315366878375E11	-6.556789935461156E11
4.359854217666454E11	-6.278918446936907E11
4.731031296661081E11	-5.976932650114274E11
5.083881807928028E11	-5.651787625507562E11
5.4168827583063086E11	-5.304571880162509E11
5.7285597114869E11	-4.9364698567164105E11
6.017512655868217E11	-4.54878557440005E11
6.282417504249946E11	-4.1429136179736926E11
6.522040910280043E11	-3.720368818153269E11
6.735235624133337E11	-3.282742833572325E11
6.920968709417422E11	-2.831729596676923E11
7.078314834072472E11	-2.3690925554860925E11
7.206473419720917E11	-1.896685895094902E11
7.30476252601132E11	-1.4164103488897458E11
7.372644777021646E11	-9.302355374219106E10
7.409715085304718E11	-4.401630631004715E10
7.415718212359856E11	5.175632744279488E9
7.390536080417917E11	5.4346721980351875E10
7.334210729628263E11	1.0328918064259929E11
7.246926769159608E11	1.5179682992303262E11
7.129027413290345E11	1.996634886951864E11
6.980993076278563E11	2.4668725047093423E11
6.803460308368872E11	2.9266904451911444E11
6.597198639116608E11	3.374164300740842E11
6.363125639567479E11	3.807419246007724E11
6.102277806030469E11	4.224667593100874E11
