Triton X	Triton Y
3.9263445780886133E12	2.1132682447429004E12
3.917131053443971E12	2.1303411731409558E12
3.9077988422698286E12	2.1480346142771057E12
3.897806766059217E12	2.165111241199382E12
3.888240556926552E12	2.1820451999251895E12
3.878825894911614E12	2.199410556099323E12
3.868990219530663E12	2.216765974715408E12
3.858871571878057E12	2.2338180196924243E12
3.8487481042012285E12	2.250693228808151E12
3.83867298915389E12	2.267550500655377E12
3.828578143170629E12	2.284430022068567E12
3.818403964046103E12	2.301313617080846E12
3.8081323049334575E12	2.3181899384381484E12
3.797787301185783E12	2.335073808757167E12
3.787438032926357E12	2.351981233335555E12
3.7771506675449424E12	2.3688479007926406E12
3.7668129896594775E12	2.3854746376752197E12
3.756076733652556E12	2.4018059367199487E12
3.7450376840770923E12	2.4183601904115317E12
3.7345072957972915E12	2.435260857771635E12
3.723812067425717E12	2.4514601906856484E12
3.712497077512E12	2.467931512848039E12
3.7019748688692446E12	2.4844633476973203E12
3.6904420826250923E12	2.500621986240047E12
3.679760618218445E12	2.5170076032384346E12
3.668235616107674E12	2.5333818911092705E12
3.656940895144465E12	2.5492248772609106E12
3.6459364357829443E12	2.5656022264715796E12
3.634417105655836E12	2.581899306809699E12
3.6226959775256963E12	2.597850459789099E12
3.611040069987934E12	2.6137047208665454E12
3.5993997631721265E12	2.629585594789365E12
3.587704108290108E12	2.6454959769492095E12
3.575975421325295E12	2.661440255633071E12
3.5643094435409854E12	2.6773813879406904E12
3.5526342320301514E12	2.6930799825036104E12
3.540473830523947E12	2.708443925176902E12
3.528207084323103E12	2.7242732213499487E12
3.5165110050914253E12	2.7399116739154624E12
3.503887532936692E12	2.7552953058520273E12
3.492037992148973E12	2.7707988905547393E12
3.4795669629652085E12	2.786453650406516E12
3.4669422702130776E12	2.801563787014399E12
3.454566416732786E12	2.816741523615515E12
3.4421262246845723E12	2.831994393833215E12
3.4295030600876987E12	2.8471961239247153E12
3.4167453754437812E12	2.8624158316980186E12
3.4041602353119683E12	2.877775821102962E12
3.3916547285129814E12	2.8927094525265186E12
3.3783893106801514E12	2.9075641258917065E12
3.365869450630385E12	2.9225664903175454E12
3.352739728647774E12	2.937627437768109E12
3.339501645373951E12	2.95230337422403E12
3.3263727169073076E12	2.9670258979343193E12
3.313322404536077E12	2.981843864603258E12
