Halley's Comet X	Halley's Comet Y
-2.3268687595130146E12	2.079621160341366E12
-2.336893759730455E12	2.0956918286602402E12
-2.346806062041755E12	2.111661451729103E12
-2.356607104627149E12	2.1275309864262834E12
-2.366298288964462E12	2.1433013677642888E12
-2.375880981164862E12	2.1589735095598704E12
-2.3853565132502236E12	2.1745483050872588E12
-2.3947261843710034E12	2.1900266277045823E12
-2.4039912619755396E12	2.2054093314585874E12
-2.4131529829289585E12	2.2206972516707734E12
-2.422212554587644E12	2.2358912055057397E12
-2.4311711558265967E12	2.25099199252916E12
-2.440029938014348E12	2.2660003952458545E12
-2.4487900259488643E12	2.2809171796192554E12
-2.4574525187518564E12	2.29574309558232E12
-2.4660184907167773E12	2.310478877532812E12
-2.4744889921159683E12	2.325125244813198E12
-2.4828650499644004E12	2.339682902174144E12
-2.491147668747449E12	2.3541525402183354E12
-2.4993378311146187E12	2.3685348358331494E12
-2.5074364985312397E12	2.3828304526052153E12
-2.515444611897759E12	2.3970400412111196E12
-2.52336309214123E12	2.4111642397913013E12
-2.531192840777861E12	2.425203674304483E12
-2.5389347404516445E12	2.4391589588645386E12
-2.5465896554466177E12	2.453030696058876E12
-2.554158432179057E12	2.4668194772441167E12
-2.561641899677171E12	2.480525882828092E12
-2.5690408700415537E12	2.4941504825392163E12
-2.576356138890261E12	2.5076938356792334E12
-2.583588485791376E12	2.521156491363574E12
-2.5907386746837905E12	2.53453898874918E12
-2.5978074542901113E12	2.5478418572547344E12
-2.6047955585159185E12	2.5610656167751865E12
-2.611703706836824E12	2.5742107778845713E12
-2.6185326046791533E12	2.5872778420331104E12
-2.6252829437903643E12	2.6002673017409023E12
-2.6319554025995396E12	2.6131796407867427E12
-2.638550646566684E12	2.626015334393628E12
-2.6450693285207256E12	2.6387748494070186E12
-2.651512088992014E12	2.651458644469919E12
-2.6578795565342466E12	2.664067170198313E12
-2.6641723480339155E12	2.6766008693508115E12
-2.670391069011926E12	2.689060176994288E12
-2.6765363139155146E12	2.7014455206664805E12
-2.682608666402825E12	2.7137573205352437E12
-2.688608699618087E12	2.725995989557609E12
-2.6945369764542095E12	2.7381619336328955E12
-2.7003940498099756E12	2.7502555517504023E12
-2.706180462840228E12	2.7622772361371426E12
-2.7118967491959927E12	2.774227372401755E12
-2.7175434332573877E12	2.786106339674969E12
-2.723121030357497E12	2.79791451074634E12
-2.7286300470006333E12	2.8096522521957456E12
-2.734070981075553E12	2.8213199245253364E12
-2.7394443220580063E12	2.832917882287912E12
-2.744750551207332E12	2.8444464742092036E12
-2.7499901417584463E12	2.8559060433084004E12
-2.755163559107206E12	2.867296927015544E12
-2.7602712609907705E12	2.878619457286932E12
-2.765313697659986E12	2.8898739607176904E12
-2.770291312046505E12	2.9010607586483447E12
-2.775204539927584E12	2.912180167270586E12
-2.7800538100839565E12	2.9232324977316816E12
-2.7848395444518496E12	2.934218056234449E12
-2.789562158270689E12	2.9451371441344766E12
-2.794222060226262E12	2.955990058033686E12
-2.7988196525915303E12	2.9667770898726978E12
-2.803355331361159E12	2.977498527022204E12
-2.807829486380522E12	2.9881546523690054E12
-2.812242501473083E12	2.9987457443997905E12
-2.816594754563495E12	3.009272077283791E12
-2.820886617796906E12	3.019733920952904E12
-2.8251184576538433E12	3.03013154118009E12
-2.829290635060573E12	3.040465199653319E12
-2.8334035054989365E12	3.0507351540475884E12
-2.837457419112252E12	3.0609416580973647E12
-2.841452720806194E12	3.0710849616652007E12
-2.8453897503476436E12	3.081165310807853E12
-2.849268842460401E12	3.0911829478404136E12
-2.8530903269190674E12	3.101138111398295E12
-2.856854528640115E12	3.1110310364992656E12
-2.860561767767731E12	3.120861954601709E12
-2.864212359759346E12	3.130631093659532E12
-2.8678066154696187E12	3.1403386781777173E12
-2.871344841230781E12	3.1499849292656553E12
-2.8748273389311255E12	3.159570064688722E12
-2.878254406090373E12	3.169094298917694E12
-2.8816263359342305E12	3.1785578431752817E12
-2.884943417468482E12	3.1879609054834873E12
-2.888205935548749E12	3.197303690709361E12
-2.891414170949081E12	3.2065864006071025E12
-2.894568400430288E12	3.215809233859914E12
-2.8976688968065005E12	3.2249723861205576E12
-2.900715929011135E12	3.234076050051451E12
-2.9037097621600166E12	3.243120415363709E12
-2.9066506576135845E12	3.2521056688529434E12
-2.9095388730403843E12	3.2610319944355156E12
-2.912374662478392E12	3.269899573185047E12
-2.915158276395111E12	3.278708583366925E12
-2.917889961747402E12	3.2874592004722446E12
-2.920569962040826E12	3.2961515972505977E12
-2.923198517389946E12	3.3047859437434824E12
-2.9257758645768037E12	3.313362407318592E12
-2.9283022371080396E12	3.32188115270187E12
-2.930777865273287E12	3.3303423420097324E12
-2.933202976203069E12	3.3387461347822827E12
-2.9355777939261577E12	3.3470926880168E12
-2.9379025394259707E12	3.355382156202003E12
-2.940177430695601E12	3.363614691351187E12
-2.9424026827941577E12	3.371790443036284E12
-2.944578507901778E12	3.379909558424442E12
-2.9467051153720474E12	3.3879721823140635E12
-2.9487827117839087E12	3.395978457171007E12
-2.9508115009918286E12	3.4039285231655117E12
-2.952791684175094E12	3.411822518209461E12
-2.9547234598850312E12	3.4196605779955215E12
-2.9566070240881187E12	3.427442836035187E12
-2.9584425702083496E12	3.435169423695481E12
-2.9602302891677544E12	3.4428404702372734E12
