Time-step	Difference in L
30.0	9.279547456572652E37
45.0	1.3856855200797095E38
67.5	2.0686591180111372E38
101.25	3.086834960465937E38
151.875	4.606280634620083E38
227.8125	6.87317087951561E38
341.71875	1.0237415361766521E39
512.578125	1.5229698199945525E39
768.8671875	2.2606997198812014E39
1153.30078125	3.347158654351427E39
1729.951171875	4.943144340180075E39
2594.9267578125	7.272648129639193E39
3892.39013671875	1.0662135134245152E40
5838.585205078125	1.5566710378682273E40
8757.877807617188	2.263881263610776E40
13136.816711425781	3.2843673381262587E40
19705.225067138672	4.752971086646437E40
29557.837600708008	6.869791991241186E40
44336.75640106201	9.932416281269886E40
66505.13460159302	1.4375922132774503E41
99757.70190238953	2.084662172301049E41
149636.5528535843	3.0128685442224163E41
224454.82928037643	4.360331253748342E41
336682.24392056465	6.299562155050863E41
505023.365880847	9.045760089885999E41
757535.0488212705	1.2867278330761621E42
1136302.5732319057	1.8118675026171456E42
1704453.8598478585	2.5220104432724848E42
2556680.789771788	3.469026889494902E42
3835021.1846576817	4.7214606085554306E42
5752531.776986523	6.35691543386568E42
8628797.665479783	8.649810507957844E42
1.2943196498219674E7	1.1987601800376018E43
1.941479474732951E7	1.719410932380361E43
2.9122192120994266E7	2.5723783886892307E43
