Time-step	Difference in L
3600.0	9.905179810676136E39
5400.0	1.447217948816414E40
8100.0	2.1068283998919162E40
12150.0	3.0589973731260546E40
18225.0	4.425230064087095E40
27337.5	6.401046938499728E40
41006.25	9.253375656995968E40
61509.375	1.3379498743766644E41
92264.0625	1.9393974388299393E41
138396.09375	2.804865020780901E41
207594.140625	4.0633262918517564E41
311391.2109375	5.8800765445207765E41
467086.81640625	8.450244026395791E41
700630.224609375	1.2020422109269774E42
1050945.3369140625	1.696635751356315E42
1576418.0053710938	2.367292718910702E42
2364627.0080566406	3.264972779169219E42
3546940.512084961	4.4360264212557015E42
5320410.768127441	6.022458884241035E42
7980616.152191162	8.149174591422461E42
1.1970924228286743E7	1.1239040424899744E43
1.7956386342430115E7	1.5928040454487843E43
2.6934579513645172E7	2.3653160982587674E43
