Time-step	Difference in E
3600.0	1.0220922131671672E33
5400.0	1.341964596302792E33
8100.0	1.7265304007337866E33
12150.0	2.197581584754863E33
18225.0	2.7609526000180207E33
27337.5	3.422977768329659E33
41006.25	4.236090334074298E33
61509.375	5.270569298284596E33
92264.0625	7.10292653417025E33
138396.09375	8.902651954766572E33
207594.140625	1.1417715449456643E34
311391.2109375	1.5978999568669122E34
467086.81640625	3.9658758159710436E34
700630.224609375	3.5841647171921217E34
1050945.3369140625	5.90331882642911E34
1576418.0053710938	1.0469870259383059E35
2364627.0080566406	1.985343705883859E35
3546940.512084961	3.976991347303703E35
5320410.768127441	8.321393954143955E35
7980616.152191162	1.7929869255607962E36
1.1970924228286743E7	3.9361826640854224E36
1.7956386342430115E7	8.736015416155312E36
2.6934579513645172E7	1.9511414020863584E37
