Time-step	Difference in E
1000.0	3.9942444712674645E32
1500.0	5.448489677013794E32
2250.0	7.346545703778593E32
3375.0	1.3170106788381028E33
5062.5	1.2852975160388651E33
7593.75	1.661152063160987E33
11390.625	2.114812094494097E33
17085.9375	2.6617626601116073E33
25628.90625	3.3041119173724723E33
38443.359375	4.095273071038532E33
57665.0390625	5.1278101606007716E33
86497.55859375	6.611044822683521E33
129746.337890625	8.876699880299043E33
194619.5068359375	1.0892964398239683E34
291929.26025390625	1.508486023554979E34
437893.8903808594	2.347408998970043E34
656840.8355712891	3.3279888681854095E34
985261.2533569336	5.431514019724845E34
1477891.8800354004	9.505442574195117E34
2216837.8200531006	1.78609594988616E35
3325256.730079651	3.5491237756662984E35
4987885.095119476	7.382114157446088E35
7481827.6426792145	1.584508512276702E36
1.1222741464018822E7	3.4701307248853587E36
1.6834112196028233E7	7.690862041391317E36
2.525116829404235E7	1.7162147727136312E37
