Time-step	Difference in L
1000.0	2.9160554577110804E39
1500.0	4.3115267510898906E39
2250.0	6.351485060614972E39
3375.0	9.315883175773134E39
5062.5	1.363161772505506E40
7593.75	1.985404845826126E40
11390.625	2.8827255423310867E40
17085.9375	4.173974399250232E40
25628.90625	6.036536539085727E40
38443.359375	8.724582602167698E40
57665.0390625	1.2619068067367334E41
86497.55859375	1.8287286961527467E41
129746.337890625	2.6431513861928907E41
194619.5068359375	3.8314162117396655E41
291929.26025390625	5.548622786193843E41
437893.8903808594	7.981641215152677E41
656840.8355712891	1.136233421387472E42
985261.2533569336	1.6072709506693854E42
1477891.8800354004	2.2434605846553158E42
2216837.8200531006	3.1058470577357123E42
3325256.730079651	4.227897697083625E42
4987885.095119476	5.742375712889031E42
7481827.6426792145	7.782659449369093E42
1.1222741464018822E7	1.0688938572613226E43
1.6834112196028233E7	1.499010417643871E43
2.525116829404235E7	2.2196661721692153E43
