Time-step	Difference in E
500.0	2.330224430534221E32
750.0	3.2017875159183116E32
1125.0	4.381733599259612E32
1687.5	5.946971297597363E32
2531.25	7.991118490038108E32
3796.875	1.081338313765973E33
5695.3125	1.386606227382098E33
8542.96875	1.785741498202952E33
12814.453125	2.262204735485855E33
19221.6796875	2.8319434644007694E33
28832.51953125	3.5210406822568505E33
43248.779296875	4.359959579723089E33
64873.1689453125	5.462015043559872E33
97309.75341796875	7.892056909315776E33
145964.63012695312	9.108848137248607E33
218946.9451904297	1.1886627451458333E34
328420.41778564453	1.674894395734842E34
492630.6266784668	2.5767216571101927E34
738945.9400177002	3.817422213431364E34
1108418.9100265503	6.349970275460955E34
1662628.3650398254	1.1342940764124597E35
2493942.547559738	2.1686359304402087E35
3740913.8213396072	4.373550528697402E35
5611370.732009411	9.191155232872345E35
8417056.098014116	1.9863225197226998E36
1.2625584147021174E7	4.368155190938235E36
1.893837622053176E7	9.705355585131838E36
2.8407564330797642E7	2.1683118264428096E37
