Time-step	Difference in L
500.0	4.7475586299024823E33
750.0	1.517216678748416E34
1125.0	4.0205069350402003E34
1687.5	9.23849302151632E34
2531.25	1.7969696645595737E35
3796.875	2.917962562615842E35
5695.3125	3.283516691401881E36
8542.96875	4.6402490873169726E35
12814.453125	6.485083028127326E35
19221.6796875	8.937626434500062E35
28832.51953125	7.002318540442044E36
43248.779296875	2.4219486821506276E36
64873.1689453125	6.292717049213411E36
97309.75341796875	3.875597094302964E37
145964.63012695312	3.5871220152775635E37
218946.9451904297	1.0521029533868866E38
328420.41778564453	2.629355564799051E38
492630.6266784668	5.09802336315114E38
738945.9400177002	1.1373271752747272E39
1108418.9100265503	2.1114797930763777E39
1662628.3650398254	3.7163093972006564E39
2493942.547559738	4.844021066214835E39
3740913.8213396072	2.0983279699293584E39
5611370.732009411	1.4649152767835476E40
8417056.098014116	1.9698307870384883E40
1.2625584147021174E7	1.2385689799979507E41
1.893837622053176E7	3.870988983988561E41
2.8407564330797642E7	1.1453419229774464E42
