Time-step	Difference in E
60.0	3.3930557356904616E26
90.0	1.141782807132819E27
135.0	3.8369469325663233E27
202.5	1.2882228752577726E28
303.75	4.307752707498327E28
455.625	1.4440063933933241E29
683.4375	5.585023016988059E29
1025.15625	1.2089076710806202E30
1537.734375	2.660944177732287E30
2306.6015625	4.8233435128907354E30
3459.90234375	1.2111750373803615E31
5189.853515625	1.8057688707114038E31
7784.7802734375	3.241515865963631E31
11677.17041015625	3.44239850789443E31
17515.755615234375	2.48909281138715E31
26273.633422851562	4.614675126553385E31
39410.450134277344	5.166813671651166E31
59115.675201416016	6.3559937692157075E31
88673.51280212402	5.173851398978079E32
133010.26920318604	8.937986548273183E31
199515.40380477905	1.7288749035749244E32
299273.1057071686	4.3666062032954434E32
448909.65856075287	5.140818097763883E32
673364.4878411293	9.180030411288878E32
1010046.731761694	1.3376874625639348E33
1515070.097642541	3.1627436937812313E33
2272605.1464638114	4.217821409128951E33
3408907.719695717	7.322398420681067E33
5113361.579543576	1.9788876561871153E35
7670042.3693153635	1.9219002467442547E34
1.1505063553973045E7	7.342707050620521E33
1.7257595330959566E7	1.070359949976617E34
2.588639299643935E7	1.647447142245169E34
