Time-step	Difference in E
1000.0	1.1429806918382357E30
1500.0	2.5381664139736744E30
2250.0	4.7248989577435016E30
3375.0	1.139376185207299E31
5062.5	4.231611868147718E32
7593.75	1.8738231257797651E31
11390.625	1.9761796013562644E31
17085.9375	2.769682737336655E31
25628.90625	3.8633589964661333E31
38443.359375	3.358699459658836E31
57665.0390625	7.074486707017319E31
86497.55859375	4.8837189795713975E31
129746.337890625	8.532303673608144E31
194619.5068359375	1.712512842296508E32
291929.26025390625	1.883633338428036E33
437893.8903808594	5.2567070391622914E32
656840.8355712891	1.230253901477248E33
985261.2533569336	1.3118780457962755E33
1477891.8800354004	2.992228157216955E33
2216837.8200531006	4.797246299070461E33
3325256.730079651	5.876296197468817E33
4987885.095119476	9.333212119387383E33
7481827.6426792145	1.7901506888232114E34
1.1222741464018822E7	1.4975678124589592E34
1.6834112196028233E7	1.05552673715247E34
2.525116829404235E7	1.5876357621989857E34
