Time-step	Difference in E
3600.0	1.160427063989139E31
5400.0	1.7706900949358383E31
8100.0	2.5253173538873405E31
12150.0	2.2562601679537824E31
18225.0	2.8918922328301455E32
27337.5	5.4708016788070975E31
41006.25	5.361218552512828E31
61509.375	8.860374472208905E31
92264.0625	8.95644246291328E31
138396.09375	1.1861654139240291E32
207594.140625	1.824710559585648E32
311391.2109375	4.0963108579196085E32
467086.81640625	6.060582017516158E32
700630.224609375	7.390734088202662E32
1050945.3369140625	1.4488456871415113E33
1576418.0053710938	3.084590317969643E33
2364627.0080566406	7.091839516535409E33
3546940.512084961	6.183289915310689E33
5320410.768127441	8.984725662603262E33
7980616.152191162	1.2805436687655099E34
1.1970924228286743E7	7.60170193484082E33
1.7956386342430115E7	1.1062504752937043E34
2.6934579513645172E7	1.6946976139278135E34
