Time-step	Difference in E
10000.0	2.757566766731389E31
15000.0	2.5062471771724194E31
22500.0	3.0502239258925804E31
33750.0	3.1695515157381263E31
50625.0	6.3035204021447145E31
75937.5	5.241371591075627E31
113906.25	6.35189422609285E31
170859.375	6.727760524278347E32
256289.0625	6.17990708877756E32
384433.59375	4.488067157351372E32
576650.390625	6.852428811872843E32
864975.5859375	9.17792405366559E32
1297463.37890625	2.0282247641021032E33
1946195.068359375	3.678052117585178E33
2919292.6025390625	5.868079677087293E33
4378938.903808594	7.735581738301241E33
6568408.355712891	1.47538813465019E34
9852612.533569336	8.0405974056203E33
1.4778918800354004E7	9.163282774724367E33
2.2168378200531006E7	1.3797186705447778E34
