Time-step	Difference in L
100.0	3.6184417282729866E31
150.0	1.307995804577463E32
225.0	4.362779133367166E32
337.5	1.469103484686793E33
506.25	4.898738195909315E33
759.375	1.558234388912571E34
1139.0625	4.1362819543184394E34
1708.59375	9.39370767040388E34
2562.890625	1.785503192914275E35
3844.3359375	2.6820240835318565E35
5766.50390625	4.832619557163097E35
8649.755859375	3.903400338377377E35
12974.6337890625	6.363470140274115E35
19461.95068359375	9.558935175280814E35
29192.926025390625	1.205519388840882E36
43789.38903808594	5.1584299715904056E36
65684.0835571289	4.297504490333061E36
98526.12533569336	1.4343770968177235E37
147789.18800354004	3.870518409574971E37
221683.78200531006	1.0377438732137266E38
332525.6730079651	2.8141453687750716E38
498788.50951194763	5.336628579758704E38
748182.7642679214	1.1837972831670136E39
1122274.1464018822	2.1568579320941354E39
1683411.2196028233	3.660870923768192E39
2525116.829404235	3.2924423892474456E39
3787675.2441063523	1.2353594979136984E39
5681512.8661595285	1.2184630589660767E40
8522269.299239293	5.077324186534195E40
1.278340394885894E7	1.2788241997904542E41
1.917510592328841E7	3.983584432818634E41
2.8762658884932615E7	1.251645135556676E42
