Time-step	Difference in L
30.0	1.2548216809064523E30
45.0	1.1151764734025295E31
67.5	1.0470611377431695E31
101.25	3.7528248378004067E31
151.875	1.3431939916615108E32
227.8125	4.568659926985475E32
341.71875	1.5244397954511496E33
512.578125	5.1224523939356866E33
768.8671875	1.6521379923295684E34
1153.30078125	4.253918045742061E34
1729.951171875	9.676377474561859E34
2594.9267578125	1.8991503779892753E35
3892.39013671875	2.8757179067147265E35
5838.585205078125	3.599487394409401E35
8757.877807617188	5.650228341585808E35
13136.816711425781	7.300994738485417E35
19705.225067138672	9.754703607966308E35
29557.837600708008	1.549354843181964E36
44336.75640106201	2.1690085180874085E36
66505.13460159302	9.153360366634465E36
99757.70190238953	1.5836250331180237E37
149636.5528535843	4.609233846877141E37
224454.82928037643	1.0480332348965003E38
336682.24392056465	2.28291866706639E38
505023.365880847	8.082385339574728E38
757535.0488212705	1.2731935189309699E39
1136302.5732319057	2.2346595926999346E39
1704453.8598478585	4.2144443983376004E39
2556680.789771788	3.439176029556141E39
3835021.1846576817	5.211871277881929E38
5752531.776986523	1.1520358160883105E40
8628797.665479783	1.4105388282427555E40
1.2943196498219674E7	1.3208354476574712E41
1.941479474732951E7	4.096949404634863E41
2.9122192120994266E7	1.2858511717903193E42
