Time-step	Difference in L
30.0	5.9413874059316585E29
45.0	1.9468107531001673E30
67.5	2.9718680027027483E30
101.25	1.5425325135348102E30
151.875	4.2809316289952294E29
227.8125	1.4674862596955974E30
341.71875	4.9025378329144954E29
512.578125	5.301787956735041E29
768.8671875	1.7086101677409594E30
1153.30078125	2.6420879401868956E29
1729.951171875	1.1955423980340479E29
2594.9267578125	2.330563530270405E29
3892.39013671875	3.0523228764104606E28
5838.585205078125	3.022121616113103E29
8757.877807617188	1.040536127605556E29
13136.816711425781	4.469172771507392E28
19705.225067138672	2.3273327075859036E29
29557.837600708008	9.929176754669544E28
44336.75640106201	4.96085652472141E28
66505.13460159302	8.915132570866277E28
99757.70190238953	7.4313829330505805E28
149636.5528535843	5.109432550790613E27
224454.82928037643	9.409413978041585E28
336682.24392056465	3.472099070186912E28
505023.365880847	1.981081816153311E28
757535.0488212705	1.9342813113834067E26
1136302.5732319057	1.980768285999577E28
1704453.8598478585	6.610602707583012E26
2556680.789771788	2.4760734991467026E28
3835021.1846576817	3.6495946791361524E26
5752531.776986523	1.0048810157179958E28
8628797.665479783	2.9722244928347972E28
1.2943196498219674E7	6.468495838241488E28
1.941479474732951E7	1.4374137813034365E29
2.9122192120994266E7	5.898915821424272E29
