Time-step	Difference in L
10000.0	3.763957481481397E29
15000.0	2.52699748896614E29
22500.0	6.469421228422251E28
33750.0	2.5334596067590753E28
50625.0	8.923374504472653E28
75937.5	1.5350589078430166E29
113906.25	4.95354904422531E28
170859.375	5.942636033334437E28
256289.0625	1.4909231560738085E28
384433.59375	9.91228115147596E27
576650.390625	4.973623670621363E27
864975.5859375	1.0002834284653572E28
1297463.37890625	1.485774848995778E28
1946195.068359375	9.90865691693014E27
2919292.6025390625	2.476318275402955E28
4378938.903808594	4.994043149692077E27
6568408.355712891	1.0015394089895527E28
9852612.533569336	2.4767624371907987E28
1.4778918800354004E7	1.5475782849564264E29
2.2168378200531006E7	2.928166951544062E29
