Time-step	Difference in E
1000.0	1.1439191245639952E26
1500.0	5.13720793164567E25
2250.0	6.757977235189464E26
3375.0	2.569287675945183E27
5062.5	5.125384232777209E27
7593.75	3.2815740811915485E28
11390.625	5.845657008296334E28
17085.9375	4.583924948431559E29
25628.90625	2.5500856934180004E31
38443.359375	5.071287909364073E31
57665.0390625	3.597137770018758E31
86497.55859375	7.45944377162381E31
129746.337890625	1.4609858725967253E32
194619.5068359375	2.8220775106005496E32
291929.26025390625	6.025979961877405E32
437893.8903808594	1.2910041361420292E33
656840.8355712891	2.86455925797714E33
985261.2533569336	6.549323826998194E33
1477891.8800354004	1.460419938520407E34
2216837.8200531006	3.2593067254365177E34
3325256.730079651	7.367597987163529E34
4987885.095119476	1.747415195106748E35
7481827.6426792145	3.798755556994799E35
1.1222741464018822E7	8.466429142961604E35
1.6834112196028233E7	1.898044550040129E36
2.525116829404235E7	4.258957074398618E36
