Time-step	Difference in E
10000.0	2.526617822320057E28
15000.0	3.042971377964205E29
22500.0	1.2410674097021236E30
33750.0	4.7287644095995815E31
50625.0	2.3248487117541724E31
75937.5	6.584002473416404E31
113906.25	1.1723095238374403E32
170859.375	2.225779561194399E32
256289.0625	1.7626403894370637E33
384433.59375	1.0105403999147293E33
576650.390625	2.2153946960418892E33
864975.5859375	4.920726976082248E33
1297463.37890625	1.1707343067534265E34
1946195.068359375	2.669632188810426E34
2919292.6025390625	5.663997461705185E34
4378938.903808594	1.3096676061769216E35
6568408.355712891	2.962662686798547E35
9852612.533569336	6.530846381997129E35
1.4778918800354004E7	1.4647684745671226E36
2.2168378200531006E7	3.2848555321493464E36
