Time-step	Difference in E
100.0	1.6199930645531728E23
150.0	4.803163221912493E23
225.0	1.8804241973858043E24
337.5	8.244329541886715E24
506.25	2.8269524612495446E25
759.375	-1.1014513992923826E25
1139.0625	5.729115987436418E24
1708.59375	-1.988356096961079E26
2562.890625	-1.6305250486146166E26
3844.3359375	2.462600488873026E27
5766.50390625	3.3528307655633306E27
8649.755859375	6.163592076817522E27
12974.6337890625	1.913371671672919E29
19461.95068359375	7.508447541788005E29
29192.926025390625	1.8028099037609452E31
43789.38903808594	1.5368033211004074E31
65684.0835571289	6.310272059222858E31
98526.12533569336	9.496670230276318E31
147789.18800354004	1.9136128181574354E32
221683.78200531006	4.93662203812151E33
332525.6730079651	7.798879960591713E32
498788.50951194763	1.661294528792324E33
748182.7642679214	3.698492755447132E33
1122274.1464018822	9.89034036748382E33
1683411.2196028233	1.9176449748778098E34
2525116.829404235	4.237352933665167E34
3787675.2441063523	9.966880989464831E34
5681512.8661595285	2.1695944234302068E35
8522269.299239293	4.88800904440594E35
1.278340394885894E7	1.0973589156765925E36
1.917510592328841E7	2.4600887520154902E36
2.8762658884932615E7	5.522875435154846E36
