Time-step	Difference in L
3600.0	1.6847486734450335E29
5400.0	1.5856697866291978E29
8100.0	6.01533623592735E28
12150.0	4.4801379286624076E28
18225.0	1.238277585801457E29
27337.5	3.961546016414632E28
41006.25	6.86917735732364E27
61509.375	2.9913071059885798E28
92264.0625	9.975867168454846E27
138396.09375	9.906198478430225E28
207594.140625	7.923228031082842E28
311391.2109375	3.469718970701065E28
467086.81640625	1.4862733644280542E28
700630.224609375	5.026750191939882E27
1050945.3369140625	2.4771974572354234E28
1576418.0053710938	1.5474250491067253E26
2364627.0080566406	2.9710560942849127E28
3546940.512084961	1.9826109809752495E28
5320410.768127441	4.4615799137811145E28
7980616.152191162	1.5637608706260683E28
1.1970924228286743E7	1.0409309312603798E28
1.7956386342430115E7	2.4808715676695798E29
2.6934579513645172E7	2.6782848049398175E29
