Time-step	Difference in E
1000.0	3.8385871635209645E32
1500.0	1.1066707496237942E36
2250.0	1.6482478140080394E32
3375.0	4.772822166691079E33
5062.5	3.9460624890828656E33
7593.75	2.5367129580721543E33
11390.625	3.382717737776304E33
17085.9375	4.229940354488608E35
25628.90625	1.797048041855414E35
38443.359375	1.9211463379063127E35
57665.0390625	1.741315162661548E33
86497.55859375	8.559195167060478E32
129746.337890625	4.86772944416191E32
194619.5068359375	4.713961786108745E37
291929.26025390625	4.8192871052195E33
437893.8903808594	7.377977632120552E33
656840.8355712891	6.595445303327253E34
985261.2533569336	4.167284603927492E35
1477891.8800354004	1.0449345473577949E40
2216837.8200531006	1.9724046903778436E35
3325256.730079651	2.9184131003896715E35
4987885.095119476	5.6484881881471726E35
7481827.6426792145	1.262653579341376E36
1.1222741464018822E7	2.829489806858893E36
1.6834112196028233E7	6.354451853745757E36
2.525116829404235E7	1.4283843849100752E37
