Time-step	Difference in L
30.0	4.0460981475937056E30
45.0	2.519954047002404E29
67.5	1.6779309272853474E31
101.25	5.409763069123642E31
151.875	1.829832266394519E32
227.8125	6.143057504199527E32
341.71875	2.0882618600769777E33
512.578125	7.406269345364887E33
768.8671875	2.9392983892864574E34
1153.30078125	6.5046378458995656E35
1729.951171875	6.5708771674517985E35
2594.9267578125	7.818542567821823E35
3892.39013671875	1.1044294472781172E36
5838.585205078125	1.2646685657526517E36
8757.877807617188	3.123719553947705E36
13136.816711425781	2.82943072133566E36
19705.225067138672	3.793680903500786E36
29557.837600708008	5.2341526556126514E36
44336.75640106201	6.437706707785145E36
66505.13460159302	9.830069676385698E36
99757.70190238953	2.572260975486156E37
149636.5528535843	9.13540013739775E37
224454.82928037643	1.109027275441219E40
336682.24392056465	1.157183320486262E39
505023.365880847	2.6093055774795222E39
757535.0488212705	2.0541828162123544E40
1136302.5732319057	2.465156853833604E40
1704453.8598478585	4.952127180792849E40
2556680.789771788	4.511198577494711E40
3835021.1846576817	1.8800028621340298E40
5752531.776986523	2.237310678818773E40
8628797.665479783	2.4256223216319317E40
1.2943196498219674E7	6.599093095678787E40
1.941479474732951E7	1.7442976215609134E41
2.9122192120994266E7	3.518726489893187E41
