Time-step	Difference in E
30.0	-5.661822265055525E25
45.0	-1.9108281209680924E26
67.5	-6.468899415615006E26
101.25	-2.2489907342743315E27
151.875	1.565347042341119E28
227.8125	4.756621957487315E28
341.71875	2.586978870896424E28
512.578125	-1.50426063273896E29
768.8671875	-7.962491392734615E29
1153.30078125	3.700758166451695E32
1729.951171875	1.0724120285773964E33
2594.9267578125	7.78283465218972E33
3892.39013671875	9.80056518009538E32
5838.585205078125	1.5302789175019683E33
8757.877807617188	2.702703148476174E35
13136.816711425781	1.5941311162508188E33
19705.225067138672	4.41961970850269E34
29557.837600708008	1.3849920791047633E33
44336.75640106201	3.1251864000784423E32
66505.13460159302	1.5690790526300672E34
99757.70190238953	2.9235680852804958E32
149636.5528535843	3.3607009971499345E33
224454.82928037643	4.705350699589715E37
336682.24392056465	8.90424113966788E33
505023.365880847	3.5291362898333916E34
757535.0488212705	5.724123706605702E34
1136302.5732319057	5.2825377220342E35
1704453.8598478585	3.362848433037676E35
2556680.789771788	1.9825958455556174E35
3835021.1846576817	4.762177526736899E35
5752531.776986523	9.833444921239476E35
8628797.665479783	1.675574156563521E36
1.2943196498219674E7	3.760667691506923E36
1.941479474732951E7	8.44828054397427E36
2.9122192120994266E7	1.8996535930845328E37
