Time-step	Difference in E
60.0	-4.5374017179123225E26
90.0	-1.5468816818132902E27
135.0	8.707314871319553E28
202.5	4.44131779312071E27
303.75	-5.604840778052624E28
455.625	3.2466475167177015E30
683.4375	-6.883623011094623E29
1025.15625	-7.087759314319896E30
1537.734375	3.709385325763023E33
2306.6015625	3.130655606913482E35
3459.90234375	1.9922639965585155E34
5189.853515625	1.4957751960685378E33
7784.7802734375	2.3845699581197673E33
11677.17041015625	2.566262399304851E35
17515.755615234375	1.3430213070546747E33
26273.633422851562	4.042612422254614E34
39410.450134277344	2.806256991054057E35
59115.675201416016	5.7534424058334E33
88673.51280212402	2.0621796298760806E33
133010.26920318604	1.0237083493580578E34
199515.40380477905	1.1652251230562878E36
299273.1057071686	5.165080418671667E33
448909.65856075287	5.553714056167339E34
673364.4878411293	1.5544357327429303E37
1010046.731761694	4.18330127338136E35
1515070.097642541	1.3569119802128527E36
2272605.1464638114	3.529250546101312E35
3408907.719695717	2.865826949105527E35
5113361.579543576	5.9252995307789625E35
7670042.3693153635	1.3248889209092929E36
1.1505063553973045E7	2.973310454738231E36
1.7257595330959566E7	6.67754371246185E36
2.588639299643935E7	1.5010848718818273E37
