Io X	Io Y
-7.887232761789052E11	1.6307750622137686E11
-8.006755193786477E11	1.194616041012081E11
-8.06208174158838E11	7.864601133819876E10
-8.069505421190789E11	3.3015040167533886E10
-8.068742128427295E11	-1.3019284368147173E10
-8.053614990060151E11	-5.895965872298457E10
-8.024840027470135E11	-1.0443648405324834E11
-7.986886927989768E11	-1.4877435696436237E11
-7.905574741912753E11	-1.8834999227996658E11
-7.750856647747484E11	-2.3291467937592786E11
-7.599487995097396E11	-2.7699407704600793E11
-7.441409370572246E11	-3.198317978793445E11
-7.276644041471737E11	-3.6083947435262256E11
-7.103779259936213E11	-3.960645362652717E11
-6.81400059263448E11	-4.3518804227803766E11
-6.543277201789667E11	-4.738339849206469E11
-6.272353535389266E11	-5.105316776298735E11
-6.002312700101055E11	-5.4449642794210754E11
-5.702509752309169E11	-5.717434366893152E11
-5.322101269187599E11	-6.037758626006943E11
-4.9613321087674316E11	-6.338565633850317E11
-4.607555856881999E11	-6.610386277985397E11
-4.2683729623698376E11	-6.836790746263851E11
-3.8259278083837537E11	-7.028404831825402E11
-3.394994429826961E11	-7.245123164013489E11
-2.9807318298171484E11	-7.429600243025752E11
-2.584244884812361E11	-7.5706649068725E11
-2.1224577280166443E11	-7.651163349398943E11
-1.6453778217707904E11	-7.770128408136202E11
-1.19596755971604E11	-7.853703994147258E11
-7.717980238906844E10	-7.890875088313331E11
-2.9188272338464447E10	-7.863248011673817E11
1.9970705682664837E10	-7.876302123995864E11
6.527924436630913E10	-7.849113252845637E11
1.0680178119831493E11	-7.76526690482248E11
1.5699271082780914E11	-7.643319397766439E11
2.0361270485161325E11	-7.54335116523544E11
2.4587437863963834E11	-7.397964866132275E11
2.860643512203336E11	-7.160614245274248E11
3.341692236708942E11	-6.985728592572688E11
3.750483891675734E11	-6.77158256053992E11
4.1044347363436896E11	-6.500564541851334E11
4.528972371704085E11	-6.192830655047152E11
4.906102121152557E11	-5.91252693130084E11
5.220333324059128E11	-5.582487902444993E11
5.558443938066136E11	-5.187677765359208E11
5.887750113117094E11	-4.848262295534706E11
6.143163540299547E11	-4.4627201737437146E11
6.395563794067334E11	-4.002230736068572E11
6.659523435288344E11	-3.614386002278957E11
6.837385367818833E11	-3.18135245630853E11
7.013868484544397E11	-2.6789289557011377E11
7.189311862939364E11	-2.2536752749850287E11
7.272088073091654E11	-1.781236293120239E11
7.3816351704292E11	-1.2637916360295255E11
7.450662846082899E11	-8.121253235642778E10
7.427120123868926E11	-3.0914541725285336E10
7.471030526358757E11	1.9615728528091995E10
7.429515569886754E11	6.591222852666488E10
7.293972794692803E11	1.2059989577899106E11
7.27594625087338E11	1.645147783937926E11
7.118692657323308E11	2.107929530569062E11
6.969487488529548E11	2.619742238682826E11
6.796639163696403E11	3.0318959611689484E11
6.522657044625243E11	3.493425247648872E11
6.338510720767875E11	3.9221626124529144E11
6.049752131489067E11	4.309702547252492E11
5.742643657206642E11	4.761406513658251E11
5.453231559959934E11	5.0809436283969E11
5.06067293160304E11	5.441376938284825E11
4.747641787143755E11	5.781551633215785E11
4.350119888411819E11	6.058600509746326E11
3.93584744609898E11	6.400054786075168E11
3.5513833410761914E11	6.596657210284386E11
3.068338106292625E11	6.836924167188575E11
2.680721259392085E11	7.03954227709952E11
2.206901457980971E11	7.187243672415752E11
1.7474715841909714E11	7.381350802411935E11
1.2964859826390184E11	7.442815326508873E11
7.61407452605516E10	7.55951902974149E11
3.5414736089498024E10	7.593069135923715E11
-1.5472142480791327E10	7.60733139121917E11
-6.067777179572551E10	7.635995878983339E11
-1.082432981194654E11	7.563689959646503E11
-1.584642115589135E11	7.574127463601106E11
-2.0035455074892874E11	7.416991059276477E11
-2.5119985461714612E11	7.31802230743355E11
-2.9026911640317377E11	7.16691664784385E11
-3.369638279802738E11	6.984838911241034E11
-3.76613361652728E11	6.816358058908136E11
-4.187868343290396E11	6.563586174119547E11
-4.582506831008074E11	6.37208841592165E11
-4.9518067083797437E11	6.053934925184357E11
-5.342450321771626E11	5.840161424257959E11
-5.650197121228397E11	5.462016690713247E11
-6.046251127943344E11	5.208035534418522E11
-6.273231954254058E11	4.795317792755228E11
-6.623505353804679E11	4.4818273547722876E11
-6.812635987556035E11	4.062997059589369E11
-7.114932389106198E11	3.711700876123139E11
-7.261865644423595E11	3.275354059487054E11
-7.515513020477821E11	2.8974467140617084E11
-7.615435251449136E11	2.443204806023235E11
-7.820773012052633E11	2.0487855921136707E11
-7.869644723246713E11	1.576730743704736E11
-8.029297713462922E11	1.1811430717166296E11
-8.022923937467927E11	6.887973434701227E10
-8.136065132372134E11	3.065581834262378E10
-8.073734345636115E11	-2.087751035882277E10
-8.11476036218871E11	-5.658074538625646E10
-8.022040580562499E11	-1.1045575474349554E11
-7.98596626564366E11	-1.4663349972661923E11
-7.868745114752983E11	-1.9863511344543665E11
-7.766754393931002E11	-2.3473689252920465E11
-7.61543791603581E11	-2.8439018712226886E11
-7.45135686164256E11	-3.19933452955728E11
-7.266111375267731E11	-3.6655564747339276E11
-7.043304254993657E11	-4.010811445845215E11
-6.82495540622915E11	-4.440457664610218E11
-6.547223023413828E11	-4.7709367306265125E11
-6.296951436899165E11	-5.1584571963593677E11
-5.968049398524258E11	-5.470631084296697E11
-5.689272654539008E11	-5.808616386423445E11
-5.31343733063123E11	-6.09900424932578E11
-5.007974820685889E11	-6.382521829975248E11
-4.590400641831609E11	-6.647771788242506E11
-4.26151553901409E11	-6.871117263139497E11
-3.807108729601686E11	-7.110621225109034E11
-3.461499715435311E11	-7.259485881898428E11
-2.974519170415641E11	-7.479041231936449E11
-2.591172033078693E11	-7.525404157989423E11
-2.1034310445966577E11	-7.745425753884442E11
-1.661779297072798E11	-7.76816115574753E11
-1.2053346158518059E11	-7.903859154123182E11
-7.314498454886172E10	-7.899462271273562E11
-2.9352997457804962E10	-7.947990276561273E11
2.013457738017955E10	-7.915711796195603E11
6.185876790021435E10	-7.87139174959179E11
1.1260680180908463E11	-7.815674938652788E11
1.516340520113629E11	-7.657354430437411E11
2.029256013401125E11	-7.597516439965713E11
2.4667631698224707E11	-7.374760149646685E11
2.895450736861875E11	-7.257322519543398E11
3.344368408572894E11	-7.025041470314352E11
3.7084635662157513E11	-6.786399916751388E11
4.1537220415207855E11	-6.55146725519658E11
4.50514991229809E11	-6.172767105092732E11
4.8868922739776E11	-5.959188207095527E11
5.252079331396062E11	-5.595317822069794E11
5.529998128726613E11	-5.24339972401537E11
5.880289281999602E11	-4.8954677290358185E11
6.143042951565204E11	-4.4193677887034033E11
6.395648129437256E11	-4.088113902005881E11
6.65405008298186E11	-3.644090186884743E11
6.7894112824382E11	-3.1605186915533997E11
7.02075787791313E11	-2.7662629153593884E11
7.175902720083472E11	-2.248271818986388E11
7.251814965495643E11	-1.8029532915032007E11
7.381925135130251E11	-1.3348304027797614E11
7.414001911086151E11	-7.544554620854674E10
7.438080012647336E11	-3.574780113086452E10
7.462439150285223E11	1.5235619046147013E10
7.351961589723616E11	6.888140418309425E10
7.340430054749893E11	1.109519535209892E11
7.255442170708794E11	1.6408688815247247E11
7.074703066988754E11	2.0947012438354767E11
6.962183954975039E11	2.5376018345162268E11
6.764070915214243E11	3.0739755902829126E11
6.525049303483048E11	3.440076943434353E11
6.316742590001067E11	3.873173337651265E11
5.96988006616016E11	4.368902700281723E11
5.727079813479315E11	4.6604718898345496E11
5.430754379132566E11	5.0648722761023096E11
5.025341285103746E11	5.4286502253099347E11
4.712148711071807E11	5.70885023592799E11
4.3387292374986346E11	6.069427176001122E11
3.89526145036428E11	6.314113847458309E11
3.521183458505506E11	6.546892523882926E11
3.0818655697470496E11	6.85487210969158E11
2.6201668658435135E11	6.975810982613292E11
2.2015584892734085E11	7.144189094344061E11
1.7067317720075467E11	7.393095821986484E11
1.2476004609513995E11	7.391346051583297E11
8.031235253627637E10	7.48429133559905E11
2.585800821507364E10	7.628378586504978E11
-1.7061845454867702E10	7.546906057033298E11
-6.22195832373998E10	7.558293135706029E11
-1.1634206018010327E11	7.599725491863348E11
-1.5855151001931677E11	7.442663406214727E11
-2.025033267428259E11	7.367800763859149E11
-2.549255543850598E11	7.344652534144176E11
-2.9509144745871594E11	7.089536382297382E11
-3.3602614111913434E11	6.925715608815231E11
-3.8090226588470483E11	6.831640442229286E11
-4.2249364574454877E11	6.509119959274894E11
-4.5885817682871423E11	6.256887259061033E11
-4.9704927697670306E11	6.062575186539569E11
