Titan X	Titan Y
1.386693953507601E12	-4.113163415923946E11
1.3951982333707942E12	-3.761369281787603E11
1.4025254189089016E12	-3.445481096323216E11
1.4066323379532644E12	-3.0945184786683356E11
1.4140415401557644E12	-2.7543237008767395E11
1.416664596455958E12	-2.4262661134244894E11
1.4204809669440178E12	-2.063579686027327E11
1.4243919082378118E12	-1.7374930796062524E11
1.424075458177376E12	-1.384890096101241E11
1.4272168933851157E12	-1.032704647222818E11
1.426249193183966E12	-7.037778374392493E10
1.4252283624429546E12	-3.368159889001146E10
1.425474958694376E12	-3.845904239035E8
1.4208261431457556E12	3.448130031699793E10
1.4194231239276992E12	7.033052775377802E10
1.4148733691434028E12	1.0297218209175543E11
1.4089800453811396E12	1.3941440203516763E11
1.4053347153403936E12	1.7299865786324042E11
1.3965078946360793E12	2.0694503610011456E11
1.390382274373001E12	2.4279628638180164E11
1.3822566264095251E12	2.748416408219829E11
1.3715689508551545E12	3.103483883878512E11
1.3638499811847305E12	3.437510374443973E11
1.3510491385606301E12	3.762902493427412E11
1.3401334081335703E12	4.1147397650435016E11
1.3284443637158484E12	4.4255968136811206E11
1.3131490456134082E12	4.7646852096966534E11
1.3012435481053323E12	5.0916225116665454E11
1.2847110409034924E12	5.398443000946587E11
1.2690557413808079E12	5.73670802257817E11
1.2538358311665623E12	6.034092306898412E11
1.2342197170390142E12	6.350944628341509E11
1.2181020180317402E12	6.665081832015559E11
1.1981109535503867E12	6.949188149897968E11
1.1778878129794377E12	7.266997799892318E11
1.1592057583097961E12	7.546785430971387E11
1.1356442452272432E12	7.835665013910177E11
1.1153890106438755E12	8.131039008827632E11
1.0922395595308389E12	8.388620081887671E11
1.0677402173377552E12	8.679325308150796E11
1.0457169668269083E12	8.937199919898243E11
1.018660381832961E12	9.193013980812808E11
9.944502556840039E11	9.463617175018563E11
9.68469329697427E11	9.691176562556787E11
9.400995475433556E11	9.94858083292326E11
9.149217736763593E11	1.0180142164642573E12
8.848809031181938E11	1.0398534349352473E12
8.570087647835396E11	1.0638532636368004E12
8.285520961311366E11	1.0832891897125989E12
7.968212008141948E11	1.1051457687275837E12
7.687505383849116E11	1.1252372038327053E12
7.362823216447097E11	1.1429785626398733E12
7.051484265866835E11	1.163373620237278E12
6.746033983586825E11	1.1792064485111458E12
6.401095132925867E11	1.196709809231611E12
6.094864466093159E11	1.213327066672963E12
5.751803266356263E11	1.2266989552912751E12
5.4128467230172845E11	1.2430049380309795E12
5.0907239214889526E11	1.2549918581569377E12
4.724839800445654E11	1.2677722208982886E12
4.3972627663003357E11	1.2805475747180913E12
4.041914226725651E11	1.2893645987926843E12
3.6812150908628656E11	1.301176274675094E12
3.346968426222208E11	1.3091222171836033E12
2.967316205521046E11	1.3169204726762935E12
2.623276360733641E11	1.3255448616350557E12
2.2618101394058212E11	1.3297084408798726E12
1.8859540384881174E11	1.336715993218577E12
1.544440381905345E11	1.3404820530549216E12
1.1584653035874666E11	1.343156183600373E12
8.034412153652219E10	1.347393934741297E12
4.419920765812958E10	1.3468915314827776E12
5.807652787382997E9	1.3488932447244128E12
-2.8560190513166763E10	1.348404673593368E12
-6.7041274238424484E10	1.345931549980518E12
-1.030491923963883E11	1.3456319350008696E12
-1.385931983518791E11	1.3405349204191536E12
-1.7705216524782047E11	1.337445348817062E12
-2.1111101247776233E11	1.332698065476463E12
-2.487443768316139E11	1.3251705533153909E12
-2.8463674571372577E11	1.3202757366111008E12
-3.190051530792345E11	1.3107358548084048E12
-3.5678787699003076E11	1.302588913091097E12
-3.9000860014206006E11	1.293653504006377E12
-4.260999997679698E11	1.2812734984181692E12
-4.6124582927338135E11	1.2718224456849312E12
-4.938981983105798E11	1.258066816379438E12
-5.3027932147851056E11	1.245013669217835E12
-5.621420217805759E11	1.2320363076949001E12
-5.96051174634214E11	1.215104306177802E12
