Ganymede X	Ganymede Y
-4.984221462289389E11	6.129743175848439E11
-5.3623872714162695E11	5.858130066575051E11
-5.686049759611368E11	5.550867987906875E11
-6.025086188841814E11	5.212739451381327E11
-6.325618490935634E11	4.891233508617279E11
-6.598252848693671E11	4.515414710066326E11
-6.878758793362451E11	4.1479633885523816E11
-7.09623288280559E11	3.765888766775738E11
-7.321857138618627E11	3.3491814204364856E11
-7.51214939352528E11	2.9593300802751843E11
-7.66544406373254E11	2.523502124310694E11
-7.826553829423066E11	2.0954927093982706E11
-7.924296203340753E11	1.671246610515998E11
-8.019642320845304E11	1.2111339315032216E11
-8.091579695063257E11	7.858379405375557E10
-8.113033550558147E11	3.2594006522200893E10
-8.146276893349205E11	-1.2256198868579987E10
-8.111858786957736E11	-5.635482295048777E10
-8.090729292103397E11	-1.0215418257998329E11
-8.009079591713247E11	-1.450127139889954E11
-7.931700384372744E11	-1.9057915815911115E11
-7.80603645000134E11	-2.318752618574613E11
-7.670874289524528E11	-2.764756960605581E11
-7.505949747114596E11	-3.159212338175581E11
-7.313351695895192E11	-3.587038997120493E11
-7.110107077713811E11	-3.961760766910974E11
-6.862870215025942E11	-4.361815471377634E11
-6.624800898524103E11	-4.718974856207244E11
-6.325947803056703E11	-5.077417421377749E11
-6.049057733976292E11	-5.417690186859428E11
-5.712822904329656E11	-5.726577940450902E11
-5.389411649913236E11	-6.044534392527325E11
-5.032524153525674E11	-6.304697103265778E11
-4.6580077297381824E11	-6.586469115712595E11
-4.287386377017503E11	-6.810123386628616E11
-3.8686112135716547E11	-7.03604582431027E11
-3.4771548992098193E11	-7.231555242929757E11
-3.035935335366543E11	-7.388795522428073E11
-2.6121532960988757E11	-7.551869671374359E11
-2.1707916375012354E11	-7.649682407436775E11
-1.7109679682794208E11	-7.761852009720477E11
-1.2730095370510478E11	-7.817665462316157E11
-7.913375779026286E10	-7.858817235717853E11
-3.478293476524803E10	-7.878718953305052E11
1.308322270954048E10	-7.847082422337345E11
5.864633677741338E10	-7.823694088617164E11
1.0469086625689108E11	-7.730850934239459E11
1.5120302935611008E11	-7.652341096660656E11
1.950799124680807E11	-7.508565386636095E11
2.4130984519584134E11	-7.367626741882358E11
2.8293895258651556E11	-7.177954172774408E11
3.276673004517348E11	-6.971841624637927E11
3.668371020042325E11	-6.739925465407693E11
4.0881937618225006E11	-6.472031015842771E11
4.4527938253535706E11	-6.19801676537557E11
4.8355756307088257E11	-5.87443384311819E11
5.1687754099017334E11	-5.55945226875661E11
5.507076643717542E11	-5.186840358462158E11
5.803392593979655E11	-4.832912693840515E11
6.092158998190646E11	-4.418494223224923E11
6.344357039650535E11	-4.028828542852586E11
6.580961061759355E11	-3.5798050659792175E11
6.781392161938212E11	-3.1594408689966296E11
6.963543789330546E11	-2.682996074488671E11
7.107374545313092E11	-2.2386078402856268E11
7.231408552936428E11	-1.7419056619316318E11
7.31560297543979E11	-1.2809902603817351E11
7.379367720099441E11	-7.717861554619917E10
7.400887888088683E11	-3.0197479304076794E10
7.40447655212378E11	2.11171044075269E10
7.361400370009603E11	6.82099894008698E10
7.30514725076043E11	1.1904164720304799E11
7.197440385223063E11	1.654634782981298E11
7.082191662097391E11	2.1495363516235403E11
6.911631722648073E11	2.599121063526002E11
6.73944394367945E11	3.0721668104190063E11
6.508751005057428E11	3.499775723725009E11
6.283162051616862E11	3.942441182837545E11
5.995816164357041E11	4.3418848803441907E11
5.721374183494672E11	4.7454965300297327E11
5.382298315865635E11	5.111786098185237E11
5.0633958002324133E11	5.4687689493534467E11
4.679601886363341E11	5.79689585957431E11
4.320692380063208E11	6.100566708877417E11
3.900358853243909E11	6.386632608264044E11
3.5057944675175244E11	6.632060939380485E11
3.058474722797359E11	6.872339354230916E11
2.632787413828469E11	7.056835308588588E11
2.1682120184158755E11	7.246865975100287E11
1.7166831451089886E11	7.369978387579631E11
1.2444155462902763E11	7.50567213682217E11
7.730188627786584E10	7.568727619225703E11
3.0189192123813248E10	7.64600017521912E11
-1.828431829957779E10	7.652325996556823E11
-6.448243139156573E10	7.666869580015688E11
-1.1349870094236653E11	7.621947627671158E11
-1.582919965433273E11	7.569067225125574E11
-2.0674128315634805E11	7.478999381076045E11
-2.5014220277503622E11	7.35680635641578E11
-2.965700144530075E11	7.226302357072139E11
-3.3893634530086847E11	7.038889316730591E11
-3.817823812929529E11	6.866225274299724E11
-4.231500977663143E11	6.626583289115233E11
-4.6151181753130597E11	6.403775993088221E11
-5.010922022356389E11	6.126924015248005E11
-5.350895018980251E11	5.846713839066157E11
-5.715021960704542E11	5.544504171428684E11
-6.020542445433695E11	5.2073946586377325E11
-6.335120451497935E11	4.883785510245542E11
-6.616492375749835E11	4.5037507593186707E11
-6.867846653401769E11	4.1505855373540405E11
-7.12128130964327E11	3.750121270175348E11
-7.313262251359928E11	3.354749709046914E11
-7.522791162529083E11	2.9503619854240845E11
-7.67371938081966E11	2.5132993716250174E11
-7.818329142375248E11	2.105826910420737E11
