Phobos X	Phobos Y
2.3773173978734097E11	-3.774544061707477E10
2.406591205486931E11	4.618126211890684E10
2.1587924090349933E11	1.2478262282439485E11
1.6751592302716592E11	1.8975818994249396E11
1.0165822504920773E11	2.3493889610594543E11
2.5527916221263355E10	2.5643520279608868E11
-5.315388593105686E10	2.5259323621826294E11
-1.2664261284940149E11	2.2390339265277347E11
-1.8757465055568637E11	1.7293230043242313E11
-2.2939546868525476E11	1.042832482868839E11
-2.4689423919090698E11	2.4529287545553402E10
-2.3688880489614423E11	-5.799918336188382E10
-1.990190708154069E11	-1.3374369454752005E11
-1.364587757003214E11	-1.9293295497640125E11
-5.618358821310547E10	-2.2711758932325217E11
3.16188429530183E10	-2.3094790973615625E11
1.151603618111954E11	-2.035715856968667E11
1.8330926416803647E11	-1.4897811221136322E11
2.2767666759840625E11	-7.506582217558455E10
2.4380187146285666E11	8.13749998960447E9
2.3124916200384247E11	9.035124758652168E10
1.929382401976964E11	1.6245474929776102E11
1.341826437394506E11	2.1727793452600452E11
6.177875338365138E10	2.4989845910071402E11
-1.6715095689886654E10	2.5766020560929596E11
-9.351413043396039E10	2.400905971603473E11
-1.6103113032508975E11	1.988194949461085E11
-2.122835627870223E11	1.3753169927950208E11
-2.413739000144271E11	6.192340348685456E10
-2.4410692931315323E11	-2.0427753842748234E10
-2.1874671046714273E11	-1.0042801435489746E11
-1.6679693504854297E11	-1.6824743563257635E11
-9.351923095784372E10	-2.1462889212693475E11
-7.774944388088095E9	-2.326086566432579E11
7.912932053974539E10	-2.1917241788411316E11
1.554814873864874E11	-1.761436034710426E11
2.114325961321398E11	-1.0982057954944333E11
2.4065454973617676E11	-2.9502005556949387E10
2.4092205858147754E11	5.443329715203767E10
2.1373785587507117E11	1.3219612470234325E11
1.6345069481152957E11	1.9566128081616824E11
9.629045996310919E10	2.3886684237436475E11
1.955147562130427E10	2.581342424105862E11
-5.902339911365199E10	2.5201304094041058E11
-1.317071840781862E11	2.211888712111362E11
-1.9119107380675037E11	1.6841878748032004E11
-2.31019534337272E11	9.849299343389146E10
-2.4613857922440466E11	1.816063699219955E10
-2.335950550800168E11	-6.410470822259524E10
-1.9333280491498923E11	-1.3867448200769812E11
-1.2887829201213899E11	-1.9583226475358817E11
-4.754204287617068E10	-2.2734793194315427E11
4.0267286452332504E10	-2.2824551401045206E11
1.2273545735710721E11	-1.9812265553012198E11
1.8891376189140204E11	-1.4137591851933978E11
2.307412695371299E11	-6.616892230200453E10
2.441297566961849E11	1.738048351393096E10
2.289775559059759E11	9.904818715442549E10
1.8845941462139252E11	1.6986216594767004E11
1.2806072851600589E11	2.228442556019768E11
5.4679465504295586E10	2.5327648962385443E11
-2.4079063218112103E10	2.587056371898489E11
-1.004267872600486E11	2.388568560038123E11
-1.6681293538166315E11	1.955532578379434E11
-2.1633405974427618E11	1.326687886040143E11
-2.432229940787457E11	5.608031631422439E10
-2.4347822479214893E11	-2.6476234286008274E10
-2.156290874942643E11	-1.0580014584475769E11
-1.6150805831301773E11	-1.7205037967791663E11
-8.672765145723134E10	-2.1610219842653064E11
-4.414342511701822E8	-2.3128999522366754E11
8.590681830451468E10	-2.150259527800947E11
1.6068293847683365E11	-1.695853071887495E11
2.143109915021617E11	-1.0162042506693488E11
2.4083962205468903E11	-2.0609001534710518E10
2.384176095770771E11	6.306834276214804E10
2.0884914992521915E11	1.397471243917755E11
1.566902614899823E11	2.0149151530245676E11
8.829431989589792E10	2.425481542688378E11
1.101660180398816E10	2.594434737406185E11
-6.738351117679128E10	2.5092271633213123E11
-1.3919791294342075E11	2.1786113400692465E11
-1.9717279060253397E11	1.6320408266651923E11
-2.3495314948548038E11	9.192856457524838E10
-2.4764577363476385E11	1.0958675608370483E10
-2.3253151478875177E11	-7.10940262226178E10
-1.8986068697801047E11	-1.4454120402229367E11
-1.2350976420412204E11	-1.997338148005262E11
-4.111579284786121E10	-2.286698356240017E11
4.6702381401861916E10	-2.2674940026883224E11
1.2811353055280782E11	-1.9401756619765503E11
1.9235844279691507E11	-1.3527365309437033E11
2.3171017031772308E11	-5.894224376817487E10
2.4245962326964944E11	2.4774203255612267E10
2.2484443657107077E11	1.057173280069301E11
1.8229463462964178E11	1.7507680853369827E11
1.2046000381128094E11	2.2607999919616385E11
4.6326339105175285E10	2.5422294066603824E11
-3.2470274540388798E10	2.5725768176344113E11
-1.0815241078267143E11	2.3510238891007864E11
-1.732139315193618E11	1.89764431106273E11
-2.2083232891840094E11	1.252977227095443E11
-2.453687243979962E11	4.775406853106335E10
-2.430131489571728E11	-3.497418070261916E10
-2.12562069770641E11	-1.1357996400996663E11
-1.5618191306324734E11	-1.7821511409223196E11
-7.983872454509192E10	-2.198984726130413E11
7.02924514255551E9	-2.3227743415063123E11
9.28609232714671E10	-2.1319896828460614E11
1.6612309027901544E11	-1.653843823256524E11
2.175257523865117E11	-9.582336162704216E10
2.4149293148018393E11	-1.4154928068922213E10
2.365383024938585E11	6.924923168946896E10
2.047581884573367E11	1.4485273431601044E11
1.5091010417116928E11	2.0490941035556784E11
8.146816276646075E10	2.4387550352352914E11
3.846078803854452E9	2.5848551538920883E11
-7.418539286866553E10	2.4768431520946597E11
-1.4494616583638245E11	2.125387460889158E11
-2.012497115838653E11	1.5617963233467212E11
-2.368536826862295E11	8.376182263900664E10
-2.47033291300125E11	2.370312657842069E9
-2.2930342467669528E11	-7.926122230744598E10
-1.842136379385134E11	-1.513978241488617E11
-1.1597882893679913E11	-2.044650077177798E11
-3.2550772838390255E10	-2.3069032529972757E11
5.52510391010939E10	-2.258477557014234E11
1.355858568246512E11	-1.904259767810884E11
1.9788990599090686E11	-1.2962139879373087E11
2.3477376305724106E11	-5.211051659056762E10
2.4290643113896808E11	3.1831217552023544E10
2.2285885810271487E11	1.1212122315184114E11
1.7830843399707632E11	1.8011523594273904E11
1.1506368895950804E11	2.2924444561280795E11
4.019659161005811E10	2.5521463619502438E11
-3.86242818155605E10	2.559809565896824E11
-1.1362984138574663E11	2.316567133412694E11
-1.7735948160337555E11	1.844397053919534E11
-2.2307846612839825E11	1.1857132108038748E11
-2.4528978221905527E11	4.028178012891892E10
-2.4039290778963605E11	-4.2386273540771255E10
-2.0746576886568024E11	-1.2003888546754108E11
-1.4900992209696466E11	-1.8285104147036826E11
-7.132665653459529E10	-2.2201432965789798E11
1.5894793026056656E10	-2.3150210144207864E11
1.0100951830438745E11	-2.0958526054705017E11
1.7260233827225674E11	-1.594036005739908E11
2.2166569856374548E11	-8.825629929450806E10
2.42983541855506E11	-5.928606468997741E9
2.3541878482104517E11	7.721786027775696E10
2.0135126444385507E11	1.5176854635113812E11
1.4573790524027194E11	2.101600412535986E11
7.517398055475903E10	2.4705418599425174E11
-2.8683102262409005E9	2.5939226900282623E11
-8.060730290705348E10	2.4631896322255695E11
-1.5039032285847296E11	2.0909396973166782E11
-2.0509603409838705E11	1.5103670612392108E11
-2.3859354959441406E11	7.74861667347887E10
-2.4633031242659055E11	-4.302771486144042E9
-2.260676636248218E11	-8.546695624550769E10
-1.7867473087049994E11	-1.5622661131246594E11
-1.0872498975378607E11	-2.070997919094993E11
-2.4490426653783577E10	-2.3057681678661923E11
6.302922938035019E10	-2.2283992664537143E11
1.4202563895498737E11	-1.848357245928205E11
2.0217335178198508E11	-1.2214188880834561E11
2.364428820963388E11	-4.365087387020401E10
2.418776637617674E11	4.032487549443524E10
2.1936175022383112E11	1.1980050259591011E11
1.7279668464900748E11	1.8630368913589413E11
1.081320909005662E11	2.334646980331013E11
3.2516685513449444E10	2.5719034478361752E11
-4.635141608206333E10	2.5563032701762888E11
-1.2071124721316005E11	2.2908696280911035E11
-1.83146836037665E11	1.7994449403912076E11
-2.2701110214897592E11	1.126281464504411E11
-2.4694940271396216E11	3.354216475045775E10
-2.395706470578458E11	-4.912541464336812E10
-2.0423359178589084E11	-1.258976828966954E11
-1.4377433840533826E11	-1.8697528681499673E11
-6.482942859892735E10	-2.2372636871467767E11
2.266256353883528E10	-2.3045803334057678E11
1.069814420252735E11	-2.058754459915538E11
1.7684789571703445E11	-1.535424359915856E11
2.2355876786828458E11	-8.105979652056961E10
2.4227346747299664E11	1.664131103028945E9
2.322047680463562E11	8.430797621006216E10
1.960004215099547E11	1.5760467259598434E11
1.3879228724754095E11	2.1418709935986362E11
6.727261195057525E10	2.4892218480888342E11
-1.1045795766889189E10	2.58947208110563E11
-8.837991912798553E10	2.4359133516885892E11
-1.5710717625897656E11	2.042921567956418E11
-2.1017009892405426E11	1.4454571967964798E11
-2.415464301393966E11	6.986607914606026E10
-2.4685295591404028E11	-1.2330429520707191E10
-2.2409349915634753E11	-9.306123409233899E10
-1.7444751654285846E11	-1.625142555994651E11
-1.0282838438666516E11	-2.1131119731091064E11
-1.7801410845426758E10	-2.3220619842133282E11
6.947876414787886E10	-2.2177396350584427E11
1.4724737366281915E11	-1.8139021485024637E11
2.054094892250437E11	-1.169851236509221E11
2.3727605457545694E11	-3.76501059240983E10
2.402456414462414E11	4.6268286507453316E10
2.155036308787178E11	1.2487766585427673E11
1.6717062169801285E11	1.8987186766283554E11
1.0133417603642754E11	2.3507819933808337E11
2.5214096766840115E10	2.566052783556826E11
-5.347141282095518E10	2.5279743951653165E11
-1.269808126470098E11	2.2414180762179855E11
-1.8795245717142056E11	1.731997910975097E11
-2.2983156072888052E11	1.0456781031884416E11
-2.474040303578609E11	2.4811379786680347E10
-2.374810668614966E11	-5.774585605779364E10
-1.9969271503047995E11	-1.3354964166220503E11
-1.372004861071307E11	-1.9282864478801855E11
-5.696743882211323E10	-2.2712780782860013E11
3.0828928863570656E10	-2.3108614622535574E11
1.1440462310206985E11	-2.038361928327523E11
1.8262454926342163E11	-1.493516521727403E11
2.2708971727313474E11	-7.551842681006633E10
2.4332562165236777E11	7.642528804569195E9
2.3088257443994635E11	8.985131098698402E10
1.92668429693025E11	1.6198314166732996E11
1.3398824801157295E11	2.168610343817504E11
6.163336226237603E10	2.495548447944838E11
-1.6840255463203669E10	2.5740091096377536E11
-9.364877298054695E10	2.399195483159756E11
-1.6120555457880902E11	1.9873312427503943E11
-2.125284187440625E11	1.3751713879205878E11
-2.417183146454478E11	6.195568002766807E10
-2.4457362385792838E11	-2.038766062434911E10
-2.1934424888936334E11	-1.0043182347482603E11
-1.6751169936323636E11	-1.6835288214581506E11
-9.431163008901167E10	-2.148877814678432E11
-8.58381727981577E9	-2.3305292294980408E11
7.837400669199799E10	-2.1980474753262515E11
1.548426758478253E11	-1.7693719261676526E11
2.109544335890796E11	-1.1072760827769775E11
2.4035826215714688E11	-3.0465674179873882E10
2.4080811093278125E11	5.346893507972995E10
2.1379076550363446E11	1.3128041377120718E11
1.636434761263767E11	1.9483459158048364E11
9.658782448838065E10	2.3815983660225302E11
1.991198481646086E10	2.5756744234784085E11
-5.864562975297614E10	2.5159597506413782E11
-1.3136069454356151E11	2.2091876928876758E11
-1.9092457389845004E11	1.6827906423004456E11
-2.3087828348549167E11	9.845190798896065E10
-2.4615901552472742E11	1.8170580967027927E10
-2.3379763156579977E11	-6.41063434448211E10
-1.937138037120615E11	-1.387608860820337E11
-1.2940280715001878E11	-1.960771620354758E11
-4.814272809802381E10	-2.2780970363822742E11
3.968134853461125E10	-2.2895034892513422E11
1.2226003983037898E11	-1.9905513018905853E11
1.8862819054504858E11	-1.4248248213213593E11
2.3069396108276117E11	-6.737211164261903E10
2.4433491385178546E11	1.6164652482278818E10
2.294204764427518E11	9.789676614684225E10
1.891049644610656E11	1.6883817932070206E11
1.2886077305886621E11	2.2199463806276105E11
5.557794257702832E10	2.5263240647057007E11
-2.3143159804802567E10	2.582830604105088E11
-9.951733083018411E10	2.3865619987346014E11
-1.659943362997875E11	1.9555783460131775E11
-2.1566751808393674E11	1.328426320242154E11
-2.4276065305013464E11	5.6366544130892044E10
-2.432548411068385E11	-2.6154686700761185E10
-2.1565221845309067E11	-1.0553547487841869E11
-1.6174935287612164E11	-1.7193885541379407E11
-8.711974040442378E10	-2.1622752950894104E11
-8.841998962879369E8	-2.3170428860784262E11
8.552982708031267E10	-2.1573500582609348E11
1.604816089264518E11	-1.7054504511122693E11
2.1436691506968625E11	-1.0274687591508958E11
2.4119344848579257E11	-2.1797318658832165E10
2.3906845578282233E11	6.192380174629867E10
2.09762551888509E11	1.387382378869553E11
1.5780904192768213E11	2.0068912480541452E11
8.954799862239049E10	2.4200034074926382E11
1.2327921990331753E10	2.591765714752204E11
-6.609458547524341E10	2.5094263505476288E11
-1.380114680263536E11	2.1815347230188895E11
-1.961660924465265E11	1.63732875209734E11
-2.3419577454564294E11	9.263440892263695E10
-2.4719155386954874E11	1.1757612358755033E10
-2.324069386164633E11	-7.030837193470238E10
-1.9005201884975665E11	-1.4388885321412048E11
-1.2395364031554929E11	-1.9933056592714124E11
-4.170041640367923E10	-2.286023424171895E11
4.612042100456427E10	-2.2705151282600726E11
1.2767966097494186E11	-1.9465981547422852E11
1.921895844679681E11	-1.3617183391452477E11
2.318758173670444E11	-5.997986266224989E10
2.4297835566120978E11	2.372179297920317E10
2.2569126332479837E11	1.0476519588039882E11
1.8341224812385403E11	1.7432009570821304E11
1.2176961868587022E11	2.2558880179053867E11
4.773652176341203E10	2.5404040349643414E11
-3.1056701276752693E10	2.573998548794022E11
-1.0683281895177539E11	2.355588666871706E11
-1.7208050946206998E11	1.9049892243861093E11
-2.199660527477335E11	1.2624846259049919E11
-2.4483264363345407E11	4.8834763002246025E10
-2.4284415498532584E11	-3.387275192967183E10
-2.127587724460122E11	-1.1258370398847612E11
-1.5669332341292825E11	-1.7745104843183762E11
-8.05612947297094E10	-2.1947036423195172E11
6.239130360441851E9	-2.3223879933405692E11
9.21578662564268E10	-2.1353519800043628E11
1.6563647073849924E11	-1.6601527943249423E11
2.1733234619509485E11	-9.662711192725252E10
2.4160919274911856E11	-1.5001710976433203E10
2.369316751733124E11	6.84695901098232E10
2.0536795847069992E11	1.4421717660390137E11
1.5166697707796768E11	2.0446130761393225E11
8.2306542914448E10	2.4363192328520422E11
4.708196374837802E9	2.584461576590607E11
-7.335066781235358E10	2.478379705960295E11
-1.4418596270448187E11	2.1286564129144894E11
-2.0060821207603253E11	1.5665014456818472E11
-2.363700077004114E11	8.43336798659503E10
-2.4673570890660684E11	2.9868409570005355E9
-2.2920095367045905E11	-7.86690376472627E10
-1.8428770551778378E11	-1.5090313727864722E11
-1.1617975844158275E11	-2.0413075087090945E11
-3.2803971904598843E10	-2.3055255798040225E11
5.5028206578903824E10	-2.259044631425311E11
1.3546245659441293E11	-1.9063828163491415E11
1.9790531773588763E11	-1.299278304381417E11
2.349339492599485E11	-5.244675860901037E10
2.4319176051562097E11	3.1516494118800716E10
2.2323674520252628E11	1.1185939490693233E11
1.787447149388489E11	1.7991890145907404E11
1.1553000561925693E11	2.2911301499448355E11
4.067333138992586E10	2.5514071353374362E11
-3.81485610459794E10	2.559555574545706E11
-1.1316108038533154E11	2.316727152384018E11
-1.7690145367995938E11	1.844931675519651E11
-2.226355713967583E11	1.1866026276698523E11
-2.448681936651841E11	4.040277673217884E10
-2.399989758876341E11	-4.224174445695965E10
-2.0710160790048697E11	-1.1988541790128474E11
-1.4866839430126227E11	-1.827052669919118E11
-7.09903055447884E10	-2.2188664134397827E11
1.6247534021043911E10	-2.3138872066416614E11
1.0139273034998732E11	-2.094672658955476E11
1.7301283997854355E11	-1.592553393857996E11
2.220821238298917E11	-8.805878068828798E10
2.4337474936329068E11	-5.67975711813427E9
2.3575636649283795E11	7.750113717114978E10
2.016198041741392E11	1.5205559774036862E11
1.4593969452234338E11	2.1041541959159283E11
7.532836554042038E10	2.472465041143172E11
-2.7293387757819E9	2.595008516410299E11
-8.044537255020287E10	2.463374332659208E11
-1.5016710995793588E11	2.090309742523806E11
-2.047787745147387E11	1.5091434958278574E11
-2.3815902858249298E11	7.733693581092154E10
-2.4576724635716614E11	-4.439811804024153E9
-2.2537763943502527E11	-8.554985443730557E10
-1.7787207337964105E11	-1.562138038602137E11
-1.078359964633073E11	-2.0695285684672394E11
-2.3552931421971928E10	-2.3026317913815314E11
6.396531753327503E10	-2.2233661286100665E11
1.4289871603459155E11	-1.841356319224988E11
2.0291516401921835E11	-1.2126133481806E11
2.3698993230351932E11	-4.2634422647120705E10
2.421851238764242E11	4.140645791154711E10
2.1941477926313065E11	1.208598616409491E11
1.7261519944480984E11	1.872506928047868E11
1.0776883997640186E11	2.3422061490763245E11
3.2050334105600647E10	2.5769916708746848E11
-4.6826119624643524E10	2.558660394051828E11
-1.2109442484894965E11	2.2905670610916147E11
-1.8334429182806363E11	1.7968832397616678E11
-2.2694428285164948E11	1.1221596204457268E11
-2.465640710869234E11	3.3068349575280346E10
-2.3884411644062308E11	-4.954944188493989E10
-2.0318057800305963E11	-1.2615290705239214E11
-1.42451102083537E11	-1.8694698514329352E11
-6.333466360211393E10	-2.2331898858814822E11
2.419324830396233E10	-2.2961254379202057E11
1.0839068873540121E11	-2.0458531323000635E11
1.7798066331160336E11	-1.5186167601364206E11
2.2428861912462122E11	-7.909785550891832E10
2.4252262560157043E11	3.7589267860252514E9
2.31953457275824E11	8.637070400744917E10
1.9528648709146643E11	1.5947566379141284E11
1.3770366724277322E11	2.1572978263760672E11
6.593583387450721E10	2.5003615350072125E11
-1.2478878819098864E10	2.595768040588034E11
-8.974607356593613E10	2.4373054148574112E11
-1.58246101122756E11	2.039861757490412E11
-2.109391232607646E11	1.4388945789666232E11
-2.4183546767416348E11	6.899916619337138E10
-2.4659908525487222E11	-1.3232949061300835E10
-2.2329385105946832E11	-9.380362331580418E10
-1.7316814944554608E11	-1.6290062458351828E11
-1.012057171705822E11	-2.11171311295373E11
-1.6032950538583841E10	-2.3142366519788495E11
7.115670287635255E10	-2.203108781213384E11
1.4859365814380154E11	-1.7930111018445044E11
2.062171006833945E11	-1.144137610622668E11
2.3740589014805066E11	-3.48081468481972E10
2.3964578355517416E11	4.913487681545443E10
2.1421072308174307E11	1.275250109600992E11
1.6529705381368732E11	1.9208873139889664E11
9.904816947446426E10	2.367058789549544E11
2.2718892665615154E10	2.5754735484043317E11
-5.595613703197933E10	2.530229036273819E11
-1.2923510610558307E11	2.2368505182830704E11
-1.8977129508139542E11	1.7215922069268735E11
-2.3104101426456976E11	1.031032435784535E11
-2.4787984143652847E11	2.313846782622656E10
-2.371695930679935E11	-5.9367422305878525E10
-1.9863160029321805E11	-1.3483843282179979E11
-1.3553290660083023E11	-1.9351678599159488E11
-5.493974966527729E10	-2.2700692398479092E11
3.2894594564756943E10	-2.3005322669481842E11
1.1616249919984009E11	-2.0192239136572046E11
1.8376732504050027E11	-1.4672065757428452E11
2.273997295124827E11	-7.243411156794685E10
2.4270099614171796E11	1.0865136767627033E10
2.2933783461965723E11	9.28946777327356E10
1.903183002972944E11	1.6456480207991553E11
1.3102441706848296E11	2.1875791433509763E11
5.8300378205431114E10	2.5061688068722528E11
-2.026765121282342E10	2.575576920575357E11
-9.688694287615222E10	2.3918257038562396E11
-1.639827111408834E11	1.9719512504667023E11
-2.1460532664875122E11	1.3534881843696684E11
-2.4290973319793726E11	5.939923864196492E10
-2.4477161125245374E11	-2.3030166339516098E10
-2.1854278890290845E11	-1.0281888173019109E11
-1.658281532373687E11	-1.7013767482259888E11
-9.199535055903561E10	-2.1576801041204443E11
-5.999036517363053E9	-2.3283028673356763E11
8.079828127612895E10	-2.1843575718275806E11
1.5668796699219812E11	-1.7455267482447064E11
2.1188893453945554E11	-1.076096311629881E11
2.4018801315357874E11	-2.6991153240992176E10
2.394920326886181E11	5.6895161207540245E10
2.1142585492354736E11	1.34282712456294E11
1.6043440620599973E11	1.9710472181681317E11
9.281313930648564E10	2.394773891864655E11
1.5893463767578432E10	2.5780798970783408E11
-6.256889612092489E10	2.5073272328007043E11
-1.3485475453133716E11	2.190216856267137E11
-1.9368228797304144E11	1.6551304049799554E11
-2.3264325922464996E11	9.507316490664426E10
-2.467537414356681E11	1.4518102494532352E10
-2.3315531001812457E11	-6.763015116906974E10
-1.919090265655767E11	-1.4172627743162308E11
-1.2667051790662671E11	-1.980827278782919E11
-4.487059972980671E10	-2.2855246173840216E11
4.2998799401406166E10	-2.2829344177707318E11
1.2510263124435966E11	-1.9706754532702707E11
1.9054409268219492E11	-1.3943114577003452E11
2.313748524548572E11	-6.366820943256724E10
2.4365154593853314E11	2.0043062845193386E10
2.2741851070131818E11	1.0147907521232849E11
1.8597519317734E11	1.7171644808466724E11
1.2489999143672682E11	2.2385652044195908E11
5.11507055794837E10	2.532766404773624E11
-2.763782563919044E10	2.5762440699820218E11
-1.036744994082287E11	2.367253483309665E11
-1.6942932860554584E11	1.924995528406395E11
-2.1804270429045383E11	1.2891261994518408E11
-2.4381600315839023E11	5.1924580867876976E10
-2.4284415863760388E11	-3.0660341138437073E10
-2.137829003837267E11	-1.0959973897185785E11
