Callisto X	Callisto Y
6.601131659094678E11	-3.597280149959687E11
6.770906584312072E11	-3.146466209509847E11
6.98543674039032E11	-2.6911050279408035E11
7.09938154433658E11	-2.2363106811560925E11
7.249968174779014E11	-1.7414634013019562E11
7.31554708475266E11	-1.2869070766453343E11
7.389365404554355E11	-7.657934086502928E10
7.412650614101569E11	-3.1127585146742657E10
7.404528349284779E11	2.1734194702639717E10
7.38418041376689E11	6.74571899893176E10
7.296483840038568E11	1.1924232167762195E11
7.228740109555424E11	1.6524886952730557E11
7.068295939053564E11	2.144285171545733E11
6.947708651773909E11	2.6045474317537766E11
6.724776247798622E11	3.0584488707217065E11
6.545254292202479E11	3.513154794899024E11
6.272272909946154E11	3.921761134934591E11
6.028333809220806E11	4.361149400963292E11
5.718041814351465E11	4.722195211575258E11
5.4073331910378076E11	5.1323229657164624E11
5.069773770818121E11	5.448414091327916E11
4.696094906855068E11	5.813184080255377E11
4.336581299540033E11	6.089341489889115E11
3.909198874656602E11	6.393129696147808E11
3.528927327134116E11	6.634439038936005E11
3.063657319885901E11	6.866705653939686E11
2.6590323335939996E11	7.072872803218634E11
2.1738492575200952E11	7.230222524078895E11
1.7419675581388428E11	7.39722859535841E11
1.2538305111815161E11	7.481748588420558E11
7.938140509944846E10	7.601790497007638E11
3.1638157782573273E10	7.621097585174457E11
-1.669273272872777E10	7.683960772525635E11
-6.2816018577216995E10	7.647312119619136E11
-1.1228939546548813E11	7.646064897540592E11
-1.565121496390014E11	7.560485362106923E11
-2.0600886147313657E11	7.491689790825334E11
-2.4811273360190225E11	7.362987259373928E11
-2.964491966831941E11	7.226093614547206E11
-3.36356358324876E11	7.0592192361484E11
-3.8232480573595135E11	6.855570502907847E11
-4.2007262056169E11	6.65399768596795E11
-4.6245192167875507E11	6.388490797174392E11
-4.9825665435085364E11	6.154246548503016E11
-5.358055035929729E11	5.834467910591564E11
-5.697340466759172E11	5.565453122954736E11
-6.017309204416117E11	5.2042781572342816E11
-6.334348354597083E11	4.896522771401542E11
-6.596113520240289E11	4.5072977193514734E11
-6.88420988467255E11	4.158077626890717E11
-7.089341911938708E11	3.7528606123125775E11
-7.339297020381809E11	3.362237356491601E11
-7.492472344912391E11	2.9499806193950134E11
-7.694359725328798E11	2.522140191244788E11
-7.801462730065096E11	2.1085264818345584E11
-7.945503490301969E11	1.64971017021492E11
-8.013128319048634E11	1.2380618928794955E11
-8.091609189540048E11	7.591432818133815E10
-8.123953345859198E11	3.48027693823155E10
-8.132983812210918E11	-1.372845796691806E10
-8.131339873232134E11	-5.506452231351261E10
-8.071125602242334E11	-1.027455125132997E11
-8.034466602530454E11	-1.4475559345628955E11
-7.909765376147305E11	-1.899996724284426E11
-7.83057349148543E11	-2.3289032690718127E11
-7.653718357532903E11	-2.7478508140057483E11
-7.522230831635603E11	-3.179727551933427E11
-7.305492416993221E11	-3.562344545624837E11
-7.11424633810225E11	-3.987686831528559E11
-6.868530650056296E11	-4.33513513397247E11
-6.612641975264176E11	-4.740259777124427E11
-6.345463878988334E11	-5.058445829772512E11
-6.027564127265698E11	-5.426415804768804E11
-5.738226183020702E11	-5.72232333737486E11
-5.3686526678657336E11	-6.038044156927103E11
-5.051751825561743E11	-6.316208461231448E11
-4.646447822257708E11	-6.568752464471272E11
-4.2923573356114014E11	-6.827559843366161E11
-3.8703050547939056E11	-7.016107690054027E11
-3.4715570111094794E11	-7.243904792088529E11
-3.0451602887857025E11	-7.376737382472708E11
-2.6050240337844946E11	-7.55773017687604E11
-2.178216106539125E11	-7.64362518222451E11
-1.7044349593219708E11	-7.764849194700278E11
-1.2791458707700243E11	-7.810662177603381E11
-7.841663300179126E10	-7.862170696115371E11
-3.579924083568767E10	-7.87215296598144E11
1.4199829858216415E10	-7.848653200824598E11
5.733699540573413E10	-7.822868068462784E11
1.0608929123086401E11	-7.7257275793514E11
1.5008331435281973E11	-7.658712713512036E11
1.960949700412048E11	-7.495983336476373E11
2.4083697358863486E11	-7.378213002523757E11
2.8316708758826996E11	-7.162145143038434E11
3.2791807147759467E11	-6.983188643452744E11
3.6627716324643304E11	-6.726797126584602E11
4.096636585221762E11	-6.478794370216344E11
4.44355355960138E11	-6.192390688092745E11
4.8451899385977374E11	-5.873733615819976E11
5.1621898771111475E11	-5.562078593720096E11
5.511819105524324E11	-5.179674962579594E11
5.806050098045082E11	-4.840094257279039E11
6.083549964503263E11	-4.4115174394449225E11
6.36253528210648E11	-4.0290372991508417E11
6.562055830037657E11	-3.587481649569527E11
6.802574194833926E11	-3.1413638136292267E11
6.949993398405986E11	-2.706504101265556E11
7.117898719369419E11	-2.2100869091327954E11
7.232423019017429E11	-1.770608611974548E11
7.310731877035604E11	-1.2538705014926389E11
7.393604746312968E11	-7.928397640063614E10
7.387966380737902E11	-2.8812581007379356E10
7.420343160337795E11	2.0594205910540092E10
7.354035281760436E11	6.80041513669658E10
7.30911033578075E11	1.1975573477500658E11
7.205572892129847E11	1.6455407436006134E11
7.069386743063807E11	2.156750679892139E11
6.934753411553914E11	2.5959065898278506E11
6.715863217131647E11	3.0684170768286334E11
6.536807879237588E11	3.509834703026832E11
6.260557570368844E11	3.9251473364270984E11
6.01689637180923E11	4.362556663776605E11
5.71005522149875E11	4.722405548132513E11
5.38884907604993E11	5.1319666612092865E11
5.065920420252564E11	5.4529255965636E11
4.674709859519715E11	5.802846804114337E11
4.3292434163423004E11	6.104127785331858E11
3.896769238855074E11	6.372809416456268E11
3.5063111574733936E11	6.653579283251909E11
3.068215688610767E11	6.8468108423278E11
2.6191976808645413E11	7.081820768428804E11
2.1904466609914258E11	7.22625463395395E11
1.6970322052898584E11	7.383602246635607E11
1.2657419499299382E11	7.499299662416267E11
7.623136911734186E10	7.56675691081066E11
3.077421014890294E10	7.651570697590049E11
-1.7390476455798576E10	7.642126919462491E11
-6.597328390830337E10	7.673491851356368E11
-1.1085275854538876E11	7.614937712977323E11
-1.610753903067018E11	7.567982642617638E11
-2.037755882724295E11	7.481247936722412E11
-2.524811718868796E11	7.348183146349114E11
-2.9495775923410974E11	7.234109783774683E11
-3.392692962840979E11	7.029873387552153E11
-3.823572881836627E11	6.870997473898431E11
-4.212051210346903E11	6.62337113931762E11
-4.6384896303524695E11	6.399340969403278E11
-4.981465579455575E11	6.13168670855065E11
-5.377114179363427E11	5.834510362686569E11
-5.69389654984934E11	5.553569195350024E11
-6.031812125167909E11	5.195948913784899E11
-6.335543152567826E11	4.889915361702133E11
-6.602160406650336E11	4.498780029474204E11
-6.889398475194406E11	4.1490452716352045E11
-7.092115516341589E11	3.750457197761799E11
-7.341994904265502E11	3.3482028622990796E11
-7.499140806036471E11	2.9534524878075476E11
-7.688452491653406E11	2.5061434419412164E11
-7.816788136357316E11	2.1117677557190298E11
-7.929251662899756E11	1.640374512047076E11
-8.034753337843389E11	1.2323352193898349E11
-8.07120600610719E11	7.639576033240582E10
-8.143487597370797E11	3.282382137488178E10
-8.119465418291008E11	-1.1660657533515036E10
-8.137508328370099E11	-5.813451902957299E10
-8.075115246883885E11	-9.991836997514885E10
-8.01898468169859E11	-1.4767247733287375E11
-7.933905778502208E11	-1.8791133455203738E11
-7.79845781254628E11	-2.3415528668877924E11
-7.687965456905543E11	-2.7459888113989255E11
-7.487583479607444E11	-3.168837598762867E11
-7.334508302663081E11	-3.5821175194257825E11
-7.092394640903352E11	-3.956850805929575E11
-6.87809176068096E11	-4.3688971197643677E11
-6.614622425297079E11	-4.701609284693993E11
-6.329780111313729E11	-5.090226887580184E11
-6.051717567601438E11	-5.3965126744856586E11
-5.704717161375112E11	-5.736825929242195E11
-5.4042980881826227E11	-6.02955239932212E11
-5.015171191612197E11	-6.305336723761757E11
-4.676515156365215E11	-6.584789100092034E11
-4.269995338862055E11	-6.795030056908529E11
-3.878601067932693E11	-7.047072097726221E11
-3.473355709526324E11	-7.204967714201887E11
-3.029332804339906E11	-7.404196071385574E11
-2.6261143853681714E11	-7.529495422397933E11
-2.1477565386872754E11	-7.653165508613861E11
-1.7320114126636182E11	-7.757069822900507E11
-1.2490665834136365E11	-7.799419007118717E11
-8.034323290659416E10	-7.871563051274176E11
-3.4030105987279613E10	-7.84741263216568E11
1.3983438955114653E10	-7.863864822377134E11
5.756356511546576E10	-7.797493116350659E11
1.0723911384807712E11	-7.734718948040131E11
1.4949283360600067E11	-7.641605562676666E11
1.9767094626228467E11	-7.493468790526333E11
2.4053327926824393E11	-7.370165349729968E11
2.8430707661667413E11	-7.151941093100739E11
3.283099844382711E11	-6.97588244530803E11
3.669618264293394E11	-6.716427159076337E11
4.1034616260326105E11	-6.465487894231721E11
4.451764243153236E11	-6.185881285820732E11
4.8473369477393286E11	-5.855261261886866E11
5.177614014448031E11	-5.554109668193887E11
5.507293186158385E11	-5.163669829714094E11
5.825656346291614E11	-4.822050800832279E11
6.081400250826522E11	-4.403095162460701E11
6.37308289953706E11	-4.0016362831911414E11
6.569107496141688E11	-3.578644865567582E11
6.803970586148885E11	-3.116039685686753E11
6.96222994619368E11	-2.6909876779004486E11
7.114101864798693E11	-2.1884187368306937E11
7.24531873279578E11	-1.7459165463276324E11
7.307143859581613E11	-1.2385119934546011E11
7.39932392045137E11	-7.598150511817793E10
7.390529040051376E11	-2.7448451012625504E10
7.41548865839344E11	2.3876017510694275E10
7.3618615675322E11	6.993444062885173E10
7.297571679360833E11	1.2239094976353687E11
7.213580480380317E11	1.674714875115814E11
7.057268582657329E11	2.1738931110609485E11
6.933750383188817E11	2.6335947502734927E11
6.710998657609288E11	3.0811138969177466E11
6.522699384775945E11	3.546677144531358E11
6.263485645392399E11	3.9423687237838025E11
