Sun X	Sun Y
-6.722706666423954E8	2.2224749294304967E8
-6.803703781685665E8	1.776151793064088E8
-6.853328949219831E8	1.3257730233835602E8
-6.87076649315168E8	8.759499669016448E7
-6.858543915292242E8	4.308833235522642E7
-6.818558727883508E8	-977305.9277537372
-6.749731904698384E8	-4.4480411791674174E7
-6.65112589856226E8	-8.717040163448092E7
-6.523830732354829E8	-1.2852559812194274E8
-6.372761671667529E8	-1.6836420982941985E8
-6.200847656388682E8	-2.0680900437684852E8
-6.008002959764763E8	-2.4415888312273458E8
-5.7898998287448E8	-2.803027193124139E8
-5.545457498125012E8	-3.147239254936817E8
-5.2769612559976166E8	-3.4683258993728805E8
-4.991170150814237E8	-3.7640502761710143E8
-4.691636032984253E8	-4.036803764501937E8
-4.3792403186266863E8	-4.2884848981855977E8
-4.0522979111898535E8	-4.518791701127923E8
-3.712331637442877E8	-4.724339061915605E8
-3.362558228661343E8	-4.904466195898297E8
-3.005976298175829E8	-5.0601563676055825E8
-2.6418808242004672E8	-5.1937619585522354E8
-2.2687025816068968E8	-5.3026783566184753E8
-1.8881140701838025E8	-5.383236760400932E8
-1.5056600226688948E8	-5.432138693539945E8
-1.1279539877769239E8	-5.452534854756145E8
-7.564574903447002E7	-5.449212967286189E8
-3.892654121665775E7	-5.425731516285952E8
-2326169.617028644	-5.380179719976443E8
3.39648178551582E7	-5.309358766303808E8
6.957598306387813E7	-5.2119331562856686E8
1.0407300996323654E8	-5.0902997894976974E8
1.3747118820035928E8	-4.947244625025952E8
1.697452460722999E8	-4.7829120383242977E8
2.0080358299107975E8	-4.596438122970781E8
2.3019570882812148E8	-4.388056852818483E8
2.5768877297013658E8	-4.162356234082819E8
2.8336437531696975E8	-3.923357439349208E8
3.07629640061898E8	-3.6725990665478677E8
3.306155981479531E8	-3.406143846755978E8
3.520008173077825E8	-3.1214248998839265E8
3.7120552620227253E8	-2.818767252212816E8
3.879026184648856E8	-2.5042255090037474E8
4.0226900417194134E8	-2.181969438412429E8
4.145617071301051E8	-1.853767257743034E8
4.2488212880142236E8	-1.517704243477649E8
4.329455991917471E8	-1.174308307200616E8
4.3865738848972094E8	-8.26201705909177E7
4.420971639762744E8	-4.7663505278427415E7
4.435751441197032E8	-1.2535288498953342E7
4.429748530801062E8	2.2982687540980842E7
4.3997914583729714E8	5.890463441927788E7
4.341563626621902E8	9.482407940537132E7
4.256587882926309E8	1.300800682976319E8
4.149120966378591E8	1.643905121330233E8
4.0239307513695097E8	1.9785446173645386E8
3.88065992775988E8	2.3086471498715413E8
3.716306841878802E8	2.634121896661153E8
3.528335086711283E8	2.9523956518805975E8
3.3179327975959146E8	3.258864943308306E8
3.0878005713885754E8	3.553003033020308E8
2.838630817606501E8	3.8347569093014157E8
2.5692608135461164E8	4.1041993662810796E8
2.2786036963335335E8	4.357035994318833E8
1.9702303611836445E8	4.589885803231519E8
1.6485363363229096E8	4.802064450561433E8
1.3166153425055313E8	4.997333005420195E8
9.714811385773169E7	5.178328138446525E8
6.097851724178205E7	5.343295831123422E8
2.3020719714377973E7	5.486577262582067E8
-1.6232184626726856E7	5.603645913459736E8
-5.6318270756746896E7	5.694770173578713E8
-9.694308487077565E7	5.762279533752302E8
-1.382514400124584E8	5.807853962346047E8
-1.8024073281872907E8	5.829059565541285E8
-2.2270693592013875E8	5.824403109274368E8
-2.6528657992754483E8	5.793763960652528E8
-3.078968943472555E8	5.740264355933208E8
-3.507236652268088E8	5.663783156467597E8
-3.9388944563939214E8	5.561810942273217E8
-4.371208715210021E8	5.429055633733575E8
-4.7974864427798253E8	5.265025469310612E8
-5.2130388881150395E8	5.072661829214543E8
-5.616775958371567E8	4.857416913559847E8
-6.012109911100986E8	4.6205399805970365E8
-6.399742490264728E8	4.359812295793072E8
-6.777728836490486E8	4.0721443066703755E8
-7.140895304987609E8	3.757846931646585E8
-7.487438468173009E8	3.41976900715426E8
-7.816857152128831E8	3.05959490837499E8
-8.129616679750532E8	2.6766181661056644E8
-8.421679770719796E8	2.2692902930099007E8
-8.688777497061723E8	1.8404230275246748E8
-8.928475779272621E8	1.3948484299079177E8
-9.143571262387339E8	9.375011536525111E7
-9.337367990245765E8	4.672243715567478E7
-9.5096521456265E8	-1884768.9121723266
-9.65557666174555E8	-5.230392564508664E7
-9.769749970196368E8	-1.0414216525039019E8
-9.850821985777674E8	-1.5689492008898994E8
-9.900419916088959E8	-2.101000896254941E8
-9.920818811598324E8	-2.637645227591969E8
-9.910415537440462E8	-3.1784937478546727E8
-9.867686533817728E8	-3.721627097944085E8
-9.79183007789755E8	-4.262621630934636E8
-9.686176854102385E8	-4.7988758696779186E8
-9.552249223997476E8	-5.3310467979484284E8
-9.389261806056674E8	-5.860719926980203E8
-9.192365683926928E8	-6.386370514666208E8
-8.959978661379822E8	-6.901671807754852E8
-8.694240215540928E8	-7.400435103632878E8
-8.401553516772305E8	-7.87961696763341E8
-8.085354245803363E8	-8.341834625535821E8
-7.745353477131426E8	-8.788566010392979E8
-7.379010930963663E8	-9.219133122632774E8
-6.986398533695595E8	-9.628696151602963E8
-6.570678571608092E8	-1.0015033814981954E9
-6.134661601254019E8	-1.037752935669095E9
-5.678724422939034E8	-1.0717495114319743E9
-5.2014024671421754E8	-1.1032034881768744E9
-4.70482777416009E8	-1.1317142252299192E9
-4.193810688767055E8	-1.1569434292365143E9
-3.674801550609044E8	-1.1790962874000978E9
-3.148800467653842E8	-1.1985833361502352E9
-2.6140422960283145E8	-1.2156112198537624E9
-2.067441486882261E8	-1.2299097361269932E9
-1.5113835080788928E8	-1.2409876210430458E9
-9.505378731353876E7	-1.2486373060740738E9
-3.90411369015823E7	-1.2530043607320724E9
1.680846752038542E7	-1.2544228579649472E9
7.247717922787711E7	-1.2528996526940444E9
1.27883767027346E8	-1.248353251729544E9
1.8262873427975953E8	-1.2406810847167943E9
2.3639934449464908E8	-1.2302424407385557E9
2.892235316023563E8	-1.217329187822331E9
3.4135962749409735E8	-1.2020519375289114E9
3.928830163811271E8	-1.1839916028479156E9
4.4334075685217553E8	-1.162881505556273E9
4.92123541508911E8	-1.1387814709529786E9
5.388233721322993E8	-1.1122969532334144E9
5.836401147161272E8	-1.083878478700259E9
6.268052815206714E8	-1.05363698134294E9
6.684233028335072E8	-1.0213427621326791E9
7.08123283147998E8	-9.869151591180379E8
7.456876376396931E8	-9.505932309424058E8
7.810437443213271E8	-9.126677053549204E8
8.143875636037754E8	-8.732237911295114E8
8.455751340066569E8	-8.320825172132758E8
8.742805121996483E8	-7.892996305355154E8
9.000904636710973E8	-7.452250614470818E8
9.230882947144319E8	-7.005169844470484E8
9.436737124117752E8	-6.554076251792393E8
9.622209340913984E8	-6.097996444369909E8
9.786525761396174E8	-5.632657886394509E8
9.925136468548839E8	-5.158246208171085E8
1.0034805232835007E9	-4.6779244257032233E8
1.0115696048566335E9	-4.1972150679494137E8
1.0171022432911046E9	-3.7175984832601804E8
1.02014551406634E9	-3.239009415117636E8
1.0206134304894139E9	-2.7611960818733525E8
1.0183041673811408E9	-2.2875524167957547E8
1.0134822987705858E9	-1.821677711516404E8
1.0064583997924429E9	-1.3642069960404214E8
9.974555252205156E8	-9.12503016837816E7
9.86117583796413E8	-4.643636561344409E7
9.720751800649478E8	-2271305.7591362367
9.551961794338181E8	4.06581987700499E7
9.359517731363649E8	8.18201121656988E7
9.148250344228935E8	1.212585863638808E8
8.920574488249054E8	1.5918737669981304E8
8.67467876087813E8	1.9581892606041658E8
8.409002936871097E8	2.308689365457937E8
8.12482563784732E8	2.6410286100923687E8
7.824818991524312E8	2.953581179710592E8
7.510486754640403E8	3.248202459717287E8
7.180026024002709E8	3.524334869757348E8
6.832710246615523E8	3.779226885984128E8
6.470550768925314E8	4.00774195944777E8
6.099998442458378E8	4.208729604753758E8
5.72493410829094E8	4.38496924441229E8
5.345987740741176E8	4.540873240454712E8
4.958944977590978E8	4.67713182296917E8
4.562707829852248E8	4.7897237853574663E8
4.1594018736635953E8	4.874456134921443E8
3.754792849745409E8	4.9301021478883576E8
3.351562740591572E8	4.959374568044979E8
2.950348841003259E8	4.963507144467318E8
2.5506852386114547E8	4.942001281612049E8
2.155695404154946E8	4.89239589201722E8
1.7695456611861008E8	4.8165235625554574E8
1.3943261182882524E8	4.717501324301949E8
1.0282920063649905E8	4.598946043531989E8
6.685862006324083E7	4.458669714745776E8
3.1668486711026743E7	4.293046654353176E8
-2222099.3927412084	4.0993047572594047E8
-3.416209947540038E7	3.8807386355663246E8
-6.399470698147537E7	3.642424688984572E8
-9.183718227688581E7	3.3883967664909965E8
-1.179495232964614E8	3.1181924558542144E8
-1.4213088922267556E8	2.830396061839898E8
-1.641276308261064E8	2.5257975906883383E8
-1.836796893366065E8	2.207466563403748E8
-2.0093890153864747E8	1.878315652651667E8
-2.159427847987535E8	1.5376489537191108E8
-2.2852161180597278E8	1.1845466360592511E8
-2.381534930457542E8	8.202024660948597E7
-2.4459115794177255E8	4.5110934156325735E7
-2.4801121416192275E8	8291352.601268084
-2.4893207817495388E8	-2.8149071984602805E7
-2.4762460558143204E8	-6.452631148439478E7
-2.438689711910777E8	-1.0099608614513893E8
-2.3729174187123096E8	-1.374575675274602E8
-2.2771319960315457E8	-1.733465278753704E8
-2.1540165863312516E8	-2.083032842807033E8
-2.0057885144881377E8	-2.421813772861898E8
-1.8332448453640598E8	-2.750363252105248E8
-1.6344648029965696E8	-3.066242911495844E8
-1.410942271872577E8	-3.365305222726972E8
-1.166030278574698E8	-3.6443114076465863E8
-9.05031367740155E7	-3.904013801952219E8
-6.281447779948887E7	-4.147772630280619E8
-3.3305857462036718E7	-4.3760983289731675E8
-1649940.3662687736	-4.585532022916631E8
3.193526149009958E7	-4.769606137948104E8
6.692285360502091E7	-4.925612551966888E8
1.0274045187721764E8	-5.0542843825549275E8
1.3925711335357934E8	-5.159292534682041E8
1.765550490910391E8	-5.240433420143006E8
2.1459975618920147E8	-5.296295648028441E8
2.530874788847991E8	-5.3244364508904636E8
2.916431866149147E8	-5.326920378890305E8
3.302649075585953E8	-5.3056357735141516E8
3.6908549627247566E8	-5.26091034019235E8
4.0814822142424273E8	-5.1886028418271524E8
4.469337153619446E8	-5.0857357871969444E8
4.8485224041321594E8	-4.953188756247984E8
5.2148840575600606E8	-4.796393812140574E8
5.570719124283081E8	-4.61980349363479E8
5.918424044672459E8	-4.423386595454586E8
6.258914227911483E8	-4.2042548868733186E8
6.587926410654476E8	-3.9601064110701483E8
6.901972655758337E8	-3.693031993547492E8
7.199287217698829E8	-3.4056621022805125E8
7.480940681671348E8	-3.099827755322063E8
7.745941310592812E8	-2.773948930731677E8
7.991127452513407E8	-2.4286565327402833E8
8.212859777197943E8	-2.0665523735184E8
8.411138316669676E8	-1.693600309174954E8
8.589751388550478E8	-1.3116076246799447E8
8.751304540308334E8	-9.192567694964574E7
8.894666878336465E8	-5.122394955086683E7
9.014042843792359E8	-9066404.55513871
9.105884083016734E8	3.415162431449619E7
9.169960945426178E8	7.784313052698612E7
9.210103487090704E8	1.217960197186793E8
9.227231897958056E8	1.6609008110662755E8
9.220553706920484E8	2.1079028664517388E8
9.187317278751535E8	2.556772750228616E8
9.129005787544436E8	3.003778568264866E8
9.047743264135565E8	3.448345039500912E8
8.94497287242696E8	3.892001111030556E8
8.817247663349283E8	4.336639754658578E8
8.660752733025384E8	4.778723996902764E8
8.474536472589036E8	5.2126723616894114E8
8.262865860475062E8	5.633043539139407E8
8.030806925482398E8	6.040643666133264E8
7.779976047616134E8	6.437856679719269E8
7.508220790747584E8	6.827108695613708E8
7.212425279613498E8	7.205421568482242E8
6.893399329175428E8	7.569392852765303E8
6.553327218849403E8	7.916467263911033E8
6.194576194692975E8	8.247552924339141E8
5.815598570418807E8	8.562513286964983E8
5.41585221730897E8	8.858720300423156E8
4.9966264164046526E8	9.131755793055544E8
4.563686670470178E8	9.380000975068886E8
4.1201649887230295E8	9.606297990481634E8
3.665998335381979E8	9.81407906183799E8
3.1965915046924555E8	1.000365821652044E9
2.710475420489711E8	1.0169712485780394E9
2.2101939857467344E8	1.0307560569227649E9
1.7016521013772067E8	1.0415190805279894E9
1.1881899899851388E8	1.0495552283957605E9
6.699591747518293E7	1.0549912635356767E9
1.4622031638601182E7	1.0577981365136251E9
-3.812842224357089E7	1.0576668119383943E9
-9.085823903736614E7	1.054658259394597E9
-1.4339499587903854E8	1.0489515069564878E9
-1.9580843165751547E8	1.0407874645495161E9
-2.4835351571207803E8	1.0299248007429537E9
-3.008157655465072E8	1.0159486993249073E9
-3.5268592362672365E8	9.985872351256882E8
-4.032824498638861E8	9.780996452943234E8
-4.5246252713433E8	9.550037860077382E8
-5.003651321419173E8	9.296164939825772E8
-5.472856018721284E8	9.018356062377696E8
-5.930154516911097E8	8.71329903054515E8
-6.37193288622052E8	8.380776374341711E8
-6.79438446889816E8	8.02274144807623E8
-7.197562513331006E8	7.642396816861959E8
-7.581482866797487E8	7.238961716730919E8
-7.943890568163654E8	6.811728237694188E8
-8.279798900370209E8	6.36125047682876E8
-8.585943271384224E8	5.893401209050027E8
-8.863807808001422E8	5.412945422566158E8
-9.11709057645793E8	4.922025596336866E8
-9.347667608122668E8	4.41710980601046E8
-9.551555074341127E8	3.8962382327531224E8
-9.723945350377027E8	3.3608179463908064E8
-9.861490631699017E8	2.8167160946333253E8
-9.96631340544346E8	2.2686604976918003E8
-1.0040214258143389E9	1.718290999571529E8
-1.0083991649534706E9	1.1653709784828435E8
-1.0095056505553497E9	6.113379557930828E7
-1.0073484561389385E9	6031986.5768681215
-1.0020959940665647E9	-4.845554644574751E7
-9.941191536523556E8	-1.0226821194057147E8
-9.833672363567379E8	-1.5566472478324413E8
-9.695205742054715E8	-2.0856224044125167E8
-9.522322192803124E8	-2.605484566353263E8
-9.316501939427247E8	-3.108601242011995E8
-9.08328389112622E8	-3.5916824246898407E8
-8.827805955852425E8	-4.054988125095445E8
-8.551214972392163E8	-4.502024585193879E8
-8.25118852882817E8	-4.932124950542626E8
-7.927389008348866E8	-5.342576690733819E8
-7.581830115184247E8	-5.72945715466091E8
-7.218689311904701E8	-6.092796933863564E8
-6.838344835422407E8	-6.433495432009323E8
-6.440397318865635E8	-6.750819486473871E8
-6.024639060057422E8	-7.040744308312513E8
-5.596257625110327E8	-7.299624669573593E8
-5.160792282905158E8	-7.528165596224904E8
-4.722115671940442E8	-7.730503831765722E8
-4.2779435765781325E8	-7.910494573148198E8
-3.825736415983325E8	-8.066607188003305E8
-3.365064385275549E8	-8.195019184903475E8
-2.9006536482770365E8	-8.29182328292293E8
-2.4375250854416627E8	-8.35855927245224E8
-1.978186659766636E8	-8.397592508155375E8
-1.5223812164336017E8	-8.411234818939828E8
-1.0703909574910529E8	-8.397796714918668E8
-6.254614416092412E7	-8.357140132703633E8
-1.9096836431991905E7	-8.29072892215382E8
2.3191978207818467E7	-8.203269706342645E8
6.463550127861232E7	-8.09608677266063E8
1.053607035745874E8	-7.967173459803102E8
1.451851611625012E8	-7.812397963716317E8
1.8342574509927455E8	-7.631565931193854E8
2.1968497825928003E8	-7.429292620410373E8
2.5391798465104872E8	-7.21125764360555E8
2.8652116641275877E8	-6.979848055625924E8
3.1759813667160326E8	-6.733210265255628E8
3.4701766226534915E8	-6.470097506134381E8
3.7441744784140867E8	-6.191440650012257E8
3.997775378606614E8	-5.901039847856891E8
4.232155066048246E8	-5.59960189619255E8
4.4478243894249994E8	-5.2865969423610497E8
4.641733447922223E8	-4.9603792832648075E8
4.8097461270569927E8	-4.6244809874723834E8
4.951107754023809E8	-4.284008177836756E8
5.069149137055127E8	-3.9440001109846026E8
5.1687652930035204E8	-3.6034271591974944E8
5.250408591562538E8	-3.259379950525044E8
5.311203143494928E8	-2.909485462893746E8
5.346474591789401E8	-2.556747667207516E8
5.3564306536434E8	-2.2058401448967102E8
5.34301347070825E8	-1.8598710556430522E8
5.3091205575468355E8	-1.5186537548195165E8
5.2533927900475305E8	-1.1815067825557473E8
5.1748724422297364E8	-8.507627463233188E7
5.0739421907752997E8	-5.29993101891208E7
4.9550639730065864E8	-2.2127439992778815E7
4.820546335385997E8	7811757.72833612
4.669354531646464E8	3.7057380487350576E7
4.496804342368484E8	6.559921980066209E7
4.3008848808994764E8	9.282350644478132E7
4.0844760310414726E8	1.182402260823639E8
3.853038844041499E8	1.4162348198657933E8
3.61017065217158E8	1.6328698451680675E8
3.354973792301163E8	1.8339403134340447E8
3.0859633951957333E8	2.019065020121199E8
2.8031571141215014E8	2.1846497120567784E8
2.51005042238549E8	2.3296741077618805E8
2.2081018768012217E8	2.4548749266254458E8
1.897348203668936E8	2.561552535319808E8
1.5753746514774245E8	2.647587146870438E8
1.2442024522980532E8	2.708464861942321E8
9.083908347434835E7	2.741696987596132E8
5.741677960788622E7	2.749085802408971E8
2.424462683004869E7	2.7357126700870585E8
-8903259.22075979	2.703621636217781E8
-4.236061781662626E7	2.650971701998269E8
-7.595281841455096E7	2.572666262148664E8
