Enceladus X	Enceladus Y
-9.306556582937556E11	9.992435571294595E11
-9.577656738111958E11	9.74710459328493E11
-9.839816209906492E11	9.503018083286699E11
-1.0098836217898224E12	9.244980606856697E11
-1.0347854648418875E12	8.989029954159221E11
-1.0591455286435317E12	8.718287845207356E11
-1.0827323462549391E12	8.450086133670323E11
-1.1057627788254583E12	8.168293748117725E11
-1.1278669213500522E12	7.889593684228008E11
-1.149277361605054E12	7.596722784814664E11
-1.16999039972794E12	7.307420616127456E11
-1.1899625127770818E12	7.005232039072073E11
-1.209055866790199E12	6.706969151318887E11
-1.2273475047797964E12	6.39533419938603E11
-1.245011737072017E12	6.08822765669508E11
-1.2617314587514111E12	5.769059385032139E11
-1.2776953860833118E12	5.454594063455003E11
-1.2926989031736172E12	5.127721931603646E11
-1.307187776012887E12	4.806136657112192E11
-1.320525553951326E12	4.473598406181123E11
-1.3332365450816323E12	4.1463272555867114E11
-1.3448732412315972E12	3.807752277678094E11
-1.3560509456631123E12	3.4752301707969055E11
-1.365949595783553E12	3.132837534712737E11
-1.3753220770257349E12	2.7962490834058466E11
-1.3835225886907917E12	2.4495660045790292E11
-1.391340455918123E12	2.109515269142769E11
-1.397726440848949E12	1.760992054065577E11
-1.4037602080749587E12	1.4183582779847385E11
-1.4084690153821323E12	1.0672657873766058E11
-1.4129058318192207E12	7.230681408878526E10
-1.415778103896222E12	3.719968193183092E10
-1.4184653506978972E12	2.6627962197418284E9
-1.4196868366890112E12	-3.2528722439064285E10
-1.4207489360535378E12	-6.702986040700781E10
-1.4201483418440186E12	-1.0204781972543759E11
-1.4194998043650425E12	-1.3652795851968315E11
-1.4172881997236492E12	-1.7146118244497815E11
-1.4149995489366733E12	-2.057071828806342E11
-1.4110065103381829E12	-2.4032248446544348E11
-1.4070616514823403E12	-2.7440983274347357E11
-1.4014991195986199E12	-3.087677715837399E11
-1.3959235768371753E12	-3.4243223676366205E11
-1.3886369981814968E12	-3.763471166286744E11
-1.3814742496717488E12	-4.097230498240888E11
-1.372661353234687E12	-4.4319090053758044E11
-1.3639063047322412E12	-4.759913614790279E11
-1.3534376523506658E12	-5.0888898423567206E11
-1.3431739167443406E12	-5.4128378380566376E11
-1.3312316071977783E12	-5.735417152977354E11
-1.3194321976495867E12	-6.052220069306224E11
-1.3059231121434636E12	-6.368123585113284E11
-1.2926884460643523E12	-6.679441881163207E11
-1.277782432498765E12	-6.987309734463004E11
-1.2630765787563057E12	-7.290130255891279E11
-1.246701574702967E12	-7.59058851642133E11
-1.2306495945152898E12	-7.886361448898602E11
-1.212959208800156E12	-8.17727669112004E11
-1.195515339613242E12	-8.463586793851179E11
-1.1764569046262407E12	-8.746152865529261E11
-1.1577690504494792E12	-9.023991908516016E11
-1.137484682067428E12	-9.295639395075985E11
-1.1174909469830703E12	-9.563210822228647E11
-1.0959509748581083E12	-9.825618372552162E11
-1.0748202803648568E12	-1.0083337935950823E12
-1.0521528648944666E12	-1.0333600500348403E12
-1.0298089426829098E12	-1.0580467978371874E12
-1.0060034580629944E12	-1.0820594226083484E12
-9.82641835700334E11	-1.1056183531524587E12
-9.578056096501141E11	-1.1283322986162654E12
-9.333330101138018E11	-1.1507471838594565E12
-9.074871023264711E11	-1.1723597821085996E12
-8.821191562129758E11	-1.1935179796540933E12
-8.553375906320707E11	-1.2137725217688618E12
-8.28975764427287E11	-1.2337229154579827E12
-8.013179212130759E11	-1.2527989660177358E12
-7.741836918769418E11	-1.271383500000108E12
-7.456879607923604E11	-1.2890466419530383E12
-7.176831796691031E11	-1.306384963079337E12
-6.884562497230908E11	-1.3227770899801921E12
-6.597950513088197E11	-1.3386661051671086E12
-6.298358742784548E11	-1.3536077439141003E12
-6.00436566010348E11	-1.3682088834340906E12
-5.698889406711805E11	-1.381805974795562E12
-5.3995437044095654E11	-1.3948760049875112E12
-5.087771147277717E11	-1.407011758086347E12
-4.782523919323135E11	-1.418750285242127E12
-4.466288107756924E11	-1.429472334119912E12
-4.1567893255944086E11	-1.4396306904472507E12
-3.835467882465651E11	-1.4488728235762644E12
-3.521491668981358E11	-1.4576801342015347E12
-3.197181833976644E11	-1.4654301290739094E12
-2.880043462463889E11	-1.4726346199982715E12
-2.5518914520461804E11	-1.478901966262684E12
-2.2317750737110257E11	-1.4847280861669194E12
-1.9020253747140723E11	-1.4894455374508943E12
-1.579891612634295E11	-1.493654161369792E12
-1.2475593094242947E11	-1.4969064274930005E12
-9.240065451291968E10	-1.4997009858280461E12
-5.914040827492737E10	-1.5013686221677544E12
-2.6695991847383995E10	-1.5025444517020898E12
6.688257621725004E9	-1.502768528566713E12
3.911904133171233E10	-1.502506627591252E12
7.240063199733763E10	-1.5011133159329106E12
1.04810442205222E11	-1.4992632891092405E12
1.3807315421025284E11	-1.4964416984675254E12
1.7031888872994345E11	-1.4931376753787815E12
2.0335226396963638E11	-1.4886872758258906E12
2.354632179975436E11	-1.483829774265925E12
2.68336881874098E11	-1.4779865695033748E12
3.0012695062878644E11	-1.471647439541402E12
3.32661567342799E11	-1.464196447330631E12
3.6419469304633405E11	-1.4563449101192761E12
3.964208430356697E11	-1.447531407996512E12
4.274922142815588E11	-1.438200263099681E12
4.592621904234252E11	-1.4277937071970608E12
4.8996297458965454E11	-1.4170249188687432E12
5.212690110728904E11	-1.405276294307427E12
5.513732335469653E11	-1.3930359426317173E12
5.821140700507842E11	-1.3797401317924592E12
6.117241605764855E11	-1.3661336360926204E12
6.418537138922427E11	-1.3515280761179692E12
6.707343937712976E11	-1.336464230401921E12
7.001969088189817E11	-1.3203803079884502E12
7.284562793174503E11	-1.304024064582131E12
7.571602651646711E11	-1.2866693733105007E12
7.845702580143942E11	-1.2688867168887134E12
8.125051980986088E11	-1.250133990538999E12
8.391667195254004E11	-1.2311450947036387E12
8.661990637613075E11	-1.2111559295921477E12
8.919002310573284E11	-1.1907949177997854E12
9.180641477847068E11	-1.1695024589163513E12
9.428880358305588E11	-1.1480211815507085E12
9.680139775070198E11	-1.1255412467311382E12
9.91773072328336E11	-1.1027481570604675E12
1.0159374626758041E12	-1.0790851557407499E12
1.0386835403919813E12	-1.0552503629496936E12
1.0616881404493553E12	-1.0304620982224817E12
1.08327693332139E12	-1.0053989405854685E12
1.1052218995439468E12	-9.795456743533756E11
1.1256710821812224E12	-9.535382104052678E11
1.1463380526439507E12	-9.266171994777402E11
1.1655523449378914E12	-8.994928511709757E11
1.1850592288999182E12	-8.716332572232678E11
1.2030123868324507E12	-8.436581072141688E11
1.2211399958911018E12	-8.148102720255355E11
1.2377808941703667E12	-7.85835775727555E11
1.2546581612124995E12	-7.561937847709836E11
1.269916728678747E12	-7.264584108669598E11
1.2853304552366091E12	-6.95923767854717E11
1.2992109591093875E12	-6.653262283320723E11
1.3132772955022366E12	-6.341367304175452E11
1.325674331733269E12	-6.028850298985807E11
1.3381991505186953E12	-5.709009087755491E11
1.3491630714621636E12	-5.389504824624457E11
1.3602507552572114E12	-5.0645042521257574E11
1.369637606984023E12	-4.739516132569535E11
1.3791264883555234E12	-4.407822959996069E11
1.3870260487131858E12	-4.077478022831955E11
1.3949985307649082E12	-3.7421534502016705E11
1.401240171297885E12	-3.407361543307453E11
1.4075738004405903E12	-3.0668091364505164E11
1.4122809606372239E12	-2.728368992237213E11
1.4170256783056892E12	-2.3857109838579642E11
1.4200117665633535E12	-2.0439735914037045E11
1.4230960802059685E12	-1.697688997242915E11
1.4245060835791917E12	-1.354108055920342E11
1.4259356702735205E12	-1.0071736119132028E11
1.4255892190413567E12	-6.616363054608807E10
1.425341696421389E12	-3.126894066761608E10
1.4233949277765571E12	3.2693180142316065E9
1.4214381937973684E12	3.8095871867600716E10
1.4177178761637737E12	7.268284501601898E10
1.4140845031366736E12	1.0753105311075565E11
1.408745498905954E12	1.4191103149909943E11
1.4033727917200193E12	1.7654544667140274E11
1.3962559981482244E12	2.1083350644667963E11
1.3892291267659255E12	2.4528333823841034E11
1.3804807583103015E12	2.791888432597955E11
1.371703592392482E12	3.1327306136880164E11
1.361199786216943E12	3.46932947769261E11
1.3508023523789312E12	3.806287445806047E11
1.3386661484561401E12	4.137272365056828E11
1.3265309965895554E12	4.4690845678598334E11
1.312684894788886E12	4.7959802044943146E11
1.2989732862453684E12	5.121870546772582E11
1.2835157726386316E12	5.441331477847798E11
1.2680907882194692E12	5.760833289670952E11
1.2510007487327102E12	6.074224331638717E11
1.2340505407153433E12	6.385930310788416E11
1.2153866589138135E12	6.690215894877987E11
1.196786817358402E12	6.993982859548323E11
1.1765669864926345E12	7.290606607174131E11
1.156524174113629E12	7.58438017104819E11
1.1347770206420977E12	7.870499025892861E11
1.1131691297267346E12	8.154895346827927E11
1.0899780016303146E12	8.431505165185388E11
1.067006466712293E12	8.704082074636046E11
1.0423636611010189E12	8.968720860689279E11
1.0179366680596193E12	9.230565199470084E11
9.919739105637966E11	9.483877745908525E11
9.662822094243634E11	9.732122194408156E11
9.389617600529999E11	9.972241743392777E11
9.119498524484316E11	1.0208340108513187E12
8.834492163206998E11	1.0435429902987092E12
8.552795553141577E11	1.065637903002755E12
8.255426188507601E11	1.0869103942881426E12
7.962080309960312E11	1.107663324206698E12
7.654411575738992E11	1.1274679907451003E12
7.350743379900308E11	1.146567601435225E12
7.032121161128741E11	1.1648414089944863E12
6.718549592571362E11	1.1824750827534675E12
6.391245144735013E11	1.199133955536282E12
6.068707169192578E11	1.2150037640617883E12
5.732109334432955E11	1.2300502974717764E12
5.401568439467633E11	1.2443406098012822E12
5.057966832327172E11	1.2576463942382937E12
4.719994096775342E11	1.2700865655631663E12
4.368942124984406E11	1.281715653758809E12
4.024979874882519E11	1.2924849582329978E12
3.668692648526957E11	1.3022611999816072E12
3.3189597145935974E11	1.3111257547539763E12
2.9572521953063586E11	1.3191827504672708E12
2.6036211289748596E11	1.3262858140941675E12
2.2384782693991373E11	1.3324198937711033E12
1.880883400767551E11	1.337584671994049E12
1.5124711957898062E11	1.341971388018518E12
1.153115057562068E11	1.345314093913991E12
7.830977740385033E10	1.3477257051635874E12
4.216687020701741E10	1.349122227390255E12
5.0658447127385E9	1.3497828561654795E12
-3.1042914835799133E10	1.3493111274404602E12
-6.8120479333827126E10	1.347983154334009E12
-1.0424095983904688E11	1.3455740452604888E12
-1.411814525437259E11	1.3425206457967603E12
-1.7706809415624548E11	1.3381971746352302E12
-2.1379623733798495E11	1.333198707258428E12
-2.4950806193695E11	1.326963397396239E12
-2.8584982344058246E11	1.3202619218324304E12
-3.211352415214619E11	1.3121328376216497E12
-3.5709146836347797E11	1.30351596495117E12
-3.9199351097694244E11	1.2935595287633228E12
-4.273430285158412E11	1.283258979218477E12
-4.616271530645185E11	1.2714585077735945E12
-4.9642320523097046E11	1.2593069511818176E12
-5.301225708044278E11	1.2457677349819282E12
-5.64086373345653E11	1.2319947256548582E12
-5.970150320654396E11	1.2166621579033447E12
-6.302409639485049E11	1.2011503601395889E12
-6.624062492385029E11	1.1841758907483325E12
-6.945861928915033E11	1.1671132094073372E12
-7.258274632958693E11	1.1484405294074897E12
-7.571207246895372E11	1.1297543048227065E12
-7.873952402790239E11	1.1095726189275698E12
-8.174796009055173E11	1.0894078963244833E12
-8.466808399283733E11	1.067651936935447E12
-8.757359769191847E11	1.0460007784158254E12
-9.037947951906312E11	1.0228696040047842E12
-9.314736472741178E11	9.998455853832329E11
-9.583605773307643E11	9.752708991384495E11
-9.84849923559604E11	9.509247747153115E11
-1.010453471195515E12	9.251167182135582E11
-1.0354232878501002E12	8.995061456109648E11
-1.059751897674272E12	8.724189522635906E11
-1.0834148488117738E12	8.456538872552479E11
-1.1063036049915625E12	8.17485279225808E11
-1.1283624912532383E12	7.895811515078038E11
-1.149874347716045E12	7.603071998849897E11
-1.1705237974065862E12	7.314285945095443E11
-1.1904716083051174E12	7.012255580327272E11
-1.2094327569028586E12	6.713469660495908E11
-1.227953182097394E12	6.402310288988923E11
-1.245381740189141E12	6.095533090840206E11
-1.2622648189354192E12	5.776730779713988E11
-1.2779412878365532E12	5.461346728856163E11
-1.293336744742726E12	5.1354242178298346E11
-1.3074134502575012E12	4.813936364464851E11
-1.3210753550054417E12	4.481813093597299E11
-1.333402250279367E12	4.153451310674569E11
-1.3455143084364272E12	3.816128585017749E11
-1.3561850920936729E12	3.483491577888135E11
-1.3665149846824622E12	3.141510422226875E11
-1.375428614655772E12	2.803703082738165E11
-1.3841840340758738E12	2.4585374507823386E11
-1.3913910251854316E12	2.1181872195057565E11
-1.3983454025672312E12	1.7699031108339465E11
-1.403805041646341E12	1.426106621400068E11
-1.4091735101220762E12	1.0766877959146481E11
-1.4128955359405012E12	7.31969851763761E10
-1.4164624566621465E12	3.80921113827064E10
-1.4184732581765002E12	3.4590558741128926E9
-1.4204493011075337E12	-3.1564259684654606E10
-1.4207052479856802E12	-6.614194812001353E10
-1.4209184025074744E12	-1.0116477670509537E11
-1.4194984259673975E12	-1.3574204809729944E11
-1.418127656892789E12	-1.7047985670272156E11
-1.4149613087601948E12	-2.0487003123274448E11
-1.4118791036612446E12	-2.394469718809934E11
-1.4070981663976147E12	-2.7367070207129922E11
-1.4024308931739084E12	-3.077875529679135E11
-1.3959436478954104E12	-3.416826713185646E11
-1.3896305971269885E12	-3.754900209630227E11
-1.38160137879732E12	-4.090542260050951E11
-1.3737111083703855E12	-4.422408142917266E11
-1.3640361051757188E12	-4.7534436186417804E11
-1.3545781589855288E12	-5.080810765999615E11
-1.343443888607477E12	-5.406858920902631E11
-1.3324271306441726E12	-5.726599422475977E11
-1.319724096214324E12	-6.046839261744878E11
-1.3072343056869531E12	-6.360702865161952E11
-1.2931515775863232E12	-6.674272418188933E11
-1.279146642685974E12	-6.979467787956946E11
-1.2635759861086392E12	-7.285845246191948E11
-1.2482128914744595E12	-7.58404968174623E11
-1.231332678143423E12	-7.8820982114909E11
-1.2145160302311528E12	-8.17056292505283E11
-1.1962544668358738E12	-8.460446871393529E11
-1.1781897692162852E12	-8.740583787293284E11
-1.1586949868177727E12	-9.020754383263447E11
-1.1392530464183076E12	-9.29022550936703E11
-1.1184950932081736E12	-9.561262415019546E11
-1.0979159045362502E12	-9.821142613918422E11
-1.0760110217661066E12	-1.0081269663292552E12
-1.0541391262241259E12	-1.0329667582855808E12
-1.0310991670002749E12	-1.0579745862411873E12
-1.0082089988429664E12	-1.0817393996923851E12
-9.841098140813221E11	-1.1055524539200178E12
-9.600084541986237E11	-1.1280909379768408E12
-9.349397880129133E11	-1.15082771315992E12
-9.099089174136873E11	-1.1721672779224807E12
-8.838969526342771E11	-1.1936284651832327E12
-8.577511403624854E11	-1.2136949775318384E12
-8.30906584397332E11	-1.2339822617720708E12
-8.039623040538756E11	-1.252760143132995E12
-7.762560976966628E11	-1.2716928911863066E12
-7.483287983125151E11	-1.289162283216796E12
-7.199259247214441E11	-1.306835111714458E12
-6.91329170572841E11	-1.3229349677128677E12
-6.621468715091622E11	-1.3391928945774832E12
-6.327116988160005E11	-1.353951360429613E12
-6.029821695000919E11	-1.3688750391626252E12
-5.729784666912711E11	-1.3821911703825168E12
-5.425834863600035E11	-1.3956608030872095E12
-5.118831881058586E11	-1.407606397090778E12
-4.8108124577563074E11	-1.419673444606871E12
-4.499302991123099E11	-1.4301201872939287E12
-4.185686071592851E11	-1.4407065241649768E12
-3.86868702911817E11	-1.4497618231099802E12
-3.552569619519748E11	-1.4588809495488328E12
-3.231970512135445E11	-1.466398852654923E12
-2.911583264372136E11	-1.474022968039977E12
-2.586988993238437E11	-1.4801357569102288E12
-2.2654703877741953E11	-1.486234969833853E12
-1.938355864658758E11	-1.490787353521014E12
-1.6138802888847568E11	-1.495387375693507E12
-1.2842928845719965E11	-1.4985327317014553E12
-9.60068015674631E10	-1.5015496681171157E12
-6.289513055945529E10	-1.5031349564997874E12
-3.0321606026118237E10	-1.5046552054181033E12
2.8749833325801163E9	-1.5048330002325774E12
3.53167874198157E10	-1.5047352764034573E12
6.854632976121387E10	-1.5033608892785842E12
1.0099399572974059E11	-1.5017734798545967E12
1.3414946639369357E11	-1.499008092158966E12
1.663597175709E11	-1.4957684283828694E12
1.9942685650645752E11	-1.4914764317770557E12
2.3150091963136627E11	-1.4867706332454536E12
2.6432449753821103E11	-1.4810919765933682E12
2.960728596098023E11	-1.4747336703469692E12
3.2867837538220013E11	-1.4675565007800632E12
3.601472251850164E11	-1.4597640660529233E12
3.9234389551946967E11	-1.4512103336574126E12
4.234023840667532E11	-1.4417791668244026E12
4.5525048110447253E11	-1.4317726892668328E12
4.858826043485593E11	-1.420939929462815E12
5.1716397767616956E11	-1.4095745847778406E12
5.4730471880793896E11	-1.3971366195809429E12
5.781032998681698E11	-1.3843713252239502E12
6.076740271410028E11	-1.3705740800301426E12
6.377511819452615E11	-1.3564692561688115E12
6.667551254966005E11	-1.3411226758142903E12
6.962134203409515E11	-1.3256778691435374E12
7.245023978631376E11	-1.3090221763815713E12
7.530998168123352E11	-1.2922604185938953E12
7.807413408226515E11	-1.2741338728903555E12
8.085850327657439E11	-1.2560988673773801E12
8.353727527953708E11	-1.2367187938670183E12
8.622238957835784E11	-1.217397502181164E12
8.882854919652556E11	-1.1966441057434133E12
9.142470540799303E11	-1.1761244260686055E12
9.393201914770637E11	-1.1541782324890933E12
9.641789160072332E11	-1.132412854030628E12
9.884319266726914E11	-1.109209695525735E12
1.0122758868710056E12	-1.086326190928531E12
1.0354101706716823E12	-1.0619993701315587E12
1.0580590636763726E12	-1.0379243630193009E12
1.0802722213674872E12	-1.0124692979989933E12
1.101780038933077E12	-9.87365257265864E11
1.1227642810492283E12	-9.608616559671625E11
1.1429910339788628E12	-9.346395612288528E11
1.162949023867711E12	-9.071442012858905E11
1.1819167803979146E12	-8.799893330714048E11
1.2005448514589453E12	-8.51532542228589E11
1.2181558907830432E12	-8.233448745078064E11
1.2356536436305054E12	-7.940459844969685E11
1.2518909949184858E12	-7.650249230933539E11
1.2679734491284482E12	-7.34863941497295E11
1.282787900155677E12	-7.049097366157507E11
1.2976317789920442E12	-6.740633134358436E11
1.3109739106140073E12	-6.433835014241243E11
1.3243205922426956E12	-6.117812440983523E11
1.3361954550980728E12	-5.802892911219275E11
1.348187035905829E12	-5.4815719910679346E11
1.3585052090573738E12	-5.1605610140016455E11
1.3689348518189868E12	-4.832863614575593E11
1.377745670397264E12	-4.5051035886848883E11
1.3867116392548228E12	-4.1736831845787445E11
1.3938934583074175E12	-3.8410524632443396E11
1.40124623889445E12	-3.5045784101165045E11
1.4068929038704346E12	-3.166702130570298E11
1.4126760181075771E12	-2.828093725174786E11
1.4166392491975554E12	-2.4866400614664316E11
1.4207731344993433E12	-2.1443991055022546E11
1.4231798349664446E12	-1.7993989695416492E11
1.4256511344207532E12	-1.4565245264229968E11
1.426335956315049E12	-1.1093701736473645E11
1.427136411082226E12	-7.643776471974687E10
1.4262531043992603E12	-4.154897223003454E10
1.4253096634119087E12	-7.13740619121794E9
1.4226871986825881E12	2.782179700841905E10
1.4200656631354275E12	6.2278702446223625E10
1.4158697591821575E12	9.722139054376157E10
1.4114447289999336E12	1.3144599306003204E11
1.4055090600528843E12	1.663024277437858E11
1.399414269773185E12	2.004000182443899E11
1.3919087400592188E12	2.3504017241965457E11
1.3839722444692686E12	2.6876693407802753E11
1.3747474751217012E12	3.031570371208133E11
1.365163962463148E12	3.3657535131594885E11
1.3543799550279807E12	3.70548295821333E11
1.342945842181117E12	4.034595746334758E11
1.3304799558962412E12	4.370126242727061E11
1.3174379290179768E12	4.694305457028139E11
1.303433577291022E12	5.0236376431475037E11
1.2885585246194153E12	5.3414384899361554E11
1.2729331238843032E12	5.664823315825236E11
1.2564998711598289E12	5.975809663604023E11
1.2393694135365942E12	6.291030546893799E11
1.2211544091303345E12	6.59434381051974E11
1.2024776246397742E12	6.901853990648247E11
1.1827735807468745E12	7.196490666131785E11
1.1626345467588066E12	7.493936368082715E11
1.1412329542367517E12	7.779644930135997E11
1.1196412508520298E12	8.067611527231788E11
1.0968321747765537E12	8.342826303798132E11
1.073839321767532E12	8.61895685520305E11
1.0494442547715826E12	8.884006300746671E11
1.0251113561782086E12	9.148920879606871E11
9.994056995844874E11	9.401754220297456E11
9.73745011805779E11	9.653211984794211E11
9.466015929857958E11	9.894640885723711E11
9.197233152136356E11	1.0133255965494082E12
8.913831596244978E11	1.0360825899861233E12
8.632722685308086E11	1.0584552997207878E12
8.336609943980317E11	1.0799571755181744E12
8.044764225603323E11	1.1008842045233582E12
7.737934425428345E11	1.1208605643337249E12
7.434871507696494E11	1.1401728528142285E12
7.117318431378221E11	1.1587771630268044E12
6.805013900921152E11	1.1765086049408123E12
6.478156857159324E11	1.1934538878222903E12
6.155976627998591E11	1.209477261787424E12
5.820496662423456E11	1.2249369884398408E12
5.4907338668149963E11	1.239262006993774E12
5.1474579758351166E11	1.2529492871741309E12
4.809378775792652E11	1.2654947856371917E12
4.4597435940405743E11	1.2776012885602627E12
4.115784178956538E11	1.28833991044572E12
