Earth X	Earth Y
-3.0241229657868774E10	1.447790615317558E11
-1.1975538828694135E11	8.700231588954703E10
-1.4816931693259244E11	-1.4865981024973482E10
-1.030150276389232E11	-1.0917495192120932E11
-8.131260889297385E9	-1.5076028775607272E11
9.070019655695227E10	-1.2086977703673672E11
1.4670986020405786E11	-3.3555231290881905E10
1.319161653557326E11	7.0198781509793E10
5.156131092416177E10	1.392577919455286E11
-5.5063596508957405E10	1.3755227089448148E11
-1.3338984155936789E11	6.548139502800877E10
-1.4424639065387555E11	-3.9474897088390686E10
-8.416441943286269E10	-1.2474722796496838E11
1.611576558523142E10	-1.5007747246254047E11
1.0871368637934042E11	-1.043162473357126E11
1.49564435757837E11	-8.775404960793331E9
1.1756456750806252E11	9.130360111696165E10
2.6500787468746063E10	1.4588704607468338E11
-7.831988522844655E10	1.2608651025498361E11
-1.432189630141364E11	4.1883139640014084E10
-1.3631788450675162E11	-6.313782798971197E10
-6.30907534936394E10	-1.3710549981234906E11
3.988699675859682E10	-1.455531168685978E11
1.2375237595105017E11	-8.514625538215648E10
1.4825336537176334E11	1.607219285031047E10
9.981832300533478E10	1.0959044701280594E11
6.58561173663711E8	1.4803709909860773E11
-9.924733928985957E10	1.1069426847759114E11
-1.4888243750674448E11	1.6897051872988117E10
-1.245412830149791E11	-8.523750364586557E10
-4.025816552446567E10	-1.4593207746361282E11
6.266724505885153E10	-1.3732915006289725E11
1.3550969784382553E11	-6.3846513668831314E10
1.4289861055023282E11	4.028035853665655E10
7.928221439430992E10	1.2453071212006511E11
-2.5067704849776203E10	1.456405805941578E11
-1.1712882042567123E11	9.188802264743393E10
-1.5012480724289938E11	-8.7267923012177E9
-1.0916909454772794E11	-1.0513185254014693E11
-1.6152964352759222E10	-1.5096154215384253E11
8.394253834677702E10	-1.2555037576778369E11
1.43760148941752E11	-4.0906824139145676E10
1.3368707341401959E11	6.324274502820423E10
5.662495490474093E10	1.3575621622612685E11
-4.9870253349033554E10	1.3883946388418475E11
-1.3138435251298819E11	7.032732552604782E10
-1.4690508323968066E11	-3.4169259322912914E10
-9.060339188881042E10	-1.2216780507298004E11
8.580771968055769E9	-1.5197613723073117E11
1.0315430296098671E11	-1.1041385745498892E11
1.4826815726535416E11	-1.6868628281094345E10
1.2087243996141641E11	8.441699442521277E10
3.2515442198676598E10	1.4301575767972162E11
-7.301191699765654E10	1.2796718224226997E11
-1.416085702211435E11	4.675750801654807E10
-1.3935992638709027E11	-5.858328718337494E10
-6.936756156949817E10	-1.3579342168412878E11
3.325526579650264E10	-1.4882414307132452E11
1.1977300557622153E11	-9.219151843777599E10
1.4883409980016586E11	7.754514575433533E9
1.04766407473146E11	1.0330700057755927E11
7.599747886423033E9	1.461980766668606E11
-9.383598759294849E10	1.134743796241622E11
-1.4760310673463522E11	2.1993859832612152E10
-1.2779197006665506E11	-8.117499988537852E10
-4.614041189063649E10	-1.455691245398836E11
5.714808640046041E10	-1.4148937907653543E11
1.3324141727781439E11	-7.128358466793E10
1.4531569473748856E11	3.2377481287768524E10
8.568865215858658E10	1.1940426179603464E11
-1.750376009359513E10	1.452676427803744E11
-1.1185424697312749E11	9.582407628887582E10
-1.493411110754271E11	-3.201915015846747E9
-1.1265683789574632E11	-1.0133304944924731E11
-2.1674786736077328E10	-1.5122338712399222E11
7.950714462694977E10	-1.3017888102896664E11
1.4304261240550674E11	-4.8252545297732506E10
1.376826751896018E11	5.626171818111571E10
6.406336122458506E10	1.3219531283529881E11
-4.213678504346372E10	1.4020939205719467E11
