Deimos X	Deimos Y
-2.1293710064497604E11	-1.102158226683949E11
-1.5725730856160526E11	-1.7192836411052762E11
-8.050866609934827E10	-2.1044840159998822E11
8.248333537696013E9	-2.176049437090286E11
9.545024891135551E10	-1.8882046304272742E11
1.6547695330912204E11	-1.2617438741057414E11
2.041534578089846E11	-3.971671706834401E10
2.0430131891801324E11	5.419787799232452E10
1.675847061085151E11	1.384891701034832E11
1.0309994880683391E11	1.998298992248092E11
2.309011400309601E10	2.3140352221936267E11
-6.005323368491151E10	2.3164066675943066E11
-1.3580249087940642E11	2.032881763434121E11
-1.9581384845924136E11	1.512776098025911E11
-2.3392014997596786E11	8.247345108297441E10
-2.4610899466664023E11	4.460640399158743E9
-2.3035455180142822E11	-7.391625262981343E10
-1.8712811234709476E11	-1.434833167714117E11
-1.1974745042106688E11	-1.9439089846701453E11
-3.5489201190681335E10	-2.1766883989251062E11
5.4348167088017525E10	-2.065453946675338E11
1.34614118920451E11	-1.5963869137303186E11
1.8995506216629532E11	-8.301165731501143E10
2.0911453236711313E11	9.488560209765635E9
1.8957322723034882E11	1.0043774069241083E11
1.3708048221127518E11	1.7422328363242484E11
6.301957981680025E10	2.2075412804345142E11
-2.0147121700061504E10	2.3612334488339166E11
-1.0069397051066695E11	2.2114018498865173E11
-1.6933150631080487E11	1.7989046392019458E11
-2.1874147729303665E11	1.1828748848796515E11
-2.4396888617027106E11	4.374810770025401E10
-2.4191384165750034E11	-3.564164166793298E10
-2.1186821560809317E11	-1.1067549698165271E11
-1.5559811567638235E11	-1.7191538432795847E11
-7.840302775119049E10	-2.0964384076795117E11
1.0383102389064487E10	-2.1588487241233676E11
9.729098710144435E10	-1.8608608168847006E11
1.6648286712651605E11	-1.2268750581413847E11
2.0411667523912012E11	-3.5819569405447495E10
2.0308684091548282E11	5.798804035136134E10
1.654530311258948E11	1.4174542422061728E11
1.0025637944031694E11	2.0231048827095795E11
1.9992737518071243E10	2.329733065131472E11
-6.320650836303029E10	2.3234187715371948E11
-1.3865895397546152E11	2.0319660994924008E11
-1.982357538660796E11	1.505957992398547E11
-2.357051330612218E11	8.132353798802216E10
-2.4721976323873447E11	3.1718416066909537E9
-2.3069743942988257E11	-7.520529530291435E10
-1.8680584086042047E11	-1.4440568559212338E11
-1.1885717243583832E11	-1.9476800356832758E11
-3.429223262899909E10	-2.1718562283873508E11
5.546296311071595E10	-2.0517642900474564E11
1.3523178515361432E11	-1.5731868340668948E11
1.896519971278187E11	-8.016704616683194E10
2.077177294444052E11	1.2500773558824724E10
1.871191369413342E11	1.0303481707757553E11
1.3389741588446384E11	1.7610918736811237E11
5.937951784637251E10	2.2168186177620294E11
-2.37976993024571E10	2.3614086067894955E11
-1.0416717352126855E11	2.20248065622318E11
-1.7231261888702728E11	1.7829615081578024E11
-2.211397053381176E11	1.1613927688186917E11
-2.4558438414852148E11	4.126337426081363E10
-2.4279125565423782E11	-3.820436410151739E10
-2.11895667948739E11	-1.1307346536089456E11
-1.549843619438823E11	-1.7385785231663904E11
-7.725135485059613E10	-2.1089384826694717E11
1.1685791852865997E10	-2.1621867727662357E11
9.839086651563269E10	-1.8553300788685532E11
1.6689562996254694E11	-1.2132206487185745E11
2.0361133260859525E11	-3.4128233636670372E10
2.0153160321747897E11	5.962104530096132E10
1.630670512704853E11	1.4280714611680182E11
9.73452424168559E10	2.0261186362817276E11
1.690511721822305E10	2.323116197205071E11
-6.612341873076596E10	2.308754853872257E11
-1.4116472139460217E11	2.0091386316179294E11
-2.0011707193228845E11	1.477877213197E11
-2.3685249030560208E11	7.810199726890796E10
-2.475017360299979E11	-1.6297725814988172E8
-2.3016954057907037E11	-7.847353011920004E10
-1.854176587954741E11	-1.4725813279960446E11
-1.1684912925433499E11	-1.970164945618569E11
-3.1841775229494167E10	-2.1852102285875827E11
5.78945030338861E10	-2.0551026719495148E11
1.3727587879026685E11	-1.5670311960825525E11
1.9081226093997693E11	-7.888807310663597E10
2.0792476388741693E11	1.3968596621716063E10
1.8632265687065445E11	1.0422700708240756E11
1.3245768786296141E11	1.7666582086580798E11
5.7566436378740555E10	2.2146131175326022E11
-2.5585796549315983E10	2.3505850808090268E11
-1.0571091122898795E11	2.184812293486433E11
-1.7331551469338538E11	1.7589706266617715E11
-2.2151516673232703E11	1.13395151044591E11
-2.4518080807729095E11	3.831332051214868E10
-2.4158925128170105E11	-4.104079574044627E10
-2.0992073823425162E11	-1.1564579306392168E11
-1.5231905224820142E11	-1.7578472595663766E11
-7.410396362898126E10	-2.1206581821027298E11
1.5016741458050016E10	-2.1633268748197592E11
1.014723333581785E11	-1.8463651786602673E11
1.693351886343526E11	-1.1950475446967099E11
2.0501589412590848E11	-3.1849911337419575E10
2.0191634638938678E11	6.195082699441281E10
1.6250718967314368E11	1.446569975726563E11
9.624003612224081E10	2.037824622865235E11
1.5532791583406569E10	2.326527427478569E11
-6.7363223270444626E10	2.3043711845367474E11
-1.4212083850158765E11	1.9981825764542126E11
-2.0047894189265237E11	1.4620384068430463E11
-2.3661201169401715E11	7.623890287212886E10
-2.464916302964299E11	-2.0769537431423287E9
-2.2846344022011728E11	-8.016238630342719E10
-1.8302123028487808E11	-1.4852094489413187E11
-1.1399395965234348E11	-1.9752226969966077E11
-2.8709728135499596E10	-2.1816717141698145E11
6.086628227230133E10	-2.0411416779067987E11
1.3973672965314728E11	-1.544150188789564E11
1.923768343443189E11	-7.590363122158235E10
2.0841030895508987E11	1.712227833183393E10
1.8578348186965924E11	1.0721829547691846E11
1.3112365684319035E11	1.79006158429429E11
5.5771353134037506E10	2.2307626872635986E11
-2.7520674135205673E10	2.358056480566731E11
-1.0745425677284814E11	2.1850377676674384E11
-1.7470444415654205E11	1.75252842418058E11
-2.2229114372729028E11	1.1235822860236604E11
-2.453216366878381E11	3.7002504526586754E10
-2.409662108909406E11	-4.2299296235421776E10
-2.086255472369501E11	-1.1664470287054207E11
-1.5038002178396243E11	-1.7623078901762762E11
-7.184366129042798E10	-2.1171918871118198E11
1.7381279795017506E10	-2.1502562833176996E11
1.0339712074021387E11	-1.8236961790062442E11
1.7050907326893207E11	-1.1648263423226482E11
2.05091322226263E11	-2.845252082624488E10
2.00926649679946E11	6.5201882013717354E10
1.6055580788275272E11	1.4743916980218353E11
9.371420098791246E10	2.057538572961829E11
1.2680251429358067E10	2.3379603390372406E11
-7.01730686207882E10	2.3069874762805783E11
-1.446657843931887E11	1.9937641949403345E11
-2.0254826192085214E11	1.4511941388245438E11
-2.3805798423705594E11	7.483100288291286E10
-2.4722304130161096E11	-3.7147238305407953E9
-2.2845541787248676E11	-8.165693500283423E10
-1.82330334475486E11	-1.4970157096751627E11
-1.1273391680085858E11	-1.9803925876982538E11
-2.721130561340295E10	-2.1787546925298273E11
6.229618643280671E10	-2.028029766534332E11
1.4055961101157532E11	-1.522709625991829E11
1.9228054689302222E11	-7.315925943919696E10
2.0715495082181604E11	1.9919549954548885E10
1.8354230951115067E11	1.0961391210976343E11
1.2808023312830771E11	1.8064201788779688E11
5.24015325186452E10	2.2379863650391113E11
-3.1000210521953747E10	2.3558284762723352E11
-1.1065745023991191E11	2.1742925974154773E11
-1.7748992848535364E11	1.7348286911351062E11
-2.2442097940217474E11	1.1003365621356174E11
-2.467637456178553E11	3.441155831028807E10
-2.4157532822225208E11	-4.4996799512258385E10
-2.085041724828772E11	-1.1910773168657451E11
-1.4955703228318054E11	-1.7825492139957742E11
-7.056427990012444E10	-2.1297999506407178E11
1.880931475193371E10	-2.154396229302609E11
1.045503520699771E11	-1.8178845432401456E11
1.7097218885168158E11	-1.1522709848796529E11
2.0456439923934842E11	-2.6798913275502014E10
1.9936155893408224E11	6.6661684278534874E10
1.58173476683375E11	1.4835986480326892E11
9.079181352869655E10	2.0578629603521637E11
9.658178265682098E9	2.3295198063465173E11
-7.305106476616655E10	2.2891499576674994E11
-1.4707258748933002E11	1.9687638515945026E11
-2.043573217192814E11	1.4201277582967288E11
-2.3905980624611176E11	7.136197960569286E10
-2.47439514300427E11	-7.334594387616719E9
-2.2774811066997516E11	-8.51541238413053E10
-1.8087645822633096E11	-1.528274802372902E11
-1.1058451768774779E11	-2.0050402012949585E11
-2.472451171122029E10	-2.194460464510722E11
6.480353268343484E10	-2.034038694275839E11
1.4255879234905545E11	-1.5192054941577396E11
1.9349552657164038E11	-7.224390064365541E10
2.073265766418739E11	2.1009620115155853E10
1.8283126732649817E11	1.103552424121686E11
1.2670979215969672E11	1.8077102703605862E11
5.073706388531244E10	2.230624243844929E11
-3.2636463530956425E10	2.340859144506128E11
-1.1196543249161862E11	2.1513128314236096E11
-1.782658112412351E11	1.706614210159814E11
-2.245016366256245E11	1.0678594150168947E11
-2.4602906711470236E11	3.104474291113156E10
-2.4003542103999615E11	-4.8329658971099365E10
-2.0611076852731738E11	-1.2204551771779819E11
-1.4648642406775763E11	-1.8064480947395587E11
-6.695849793350432E10	-2.1447134373299506E11
2.255989063248805E10	-2.1592279134463297E11
1.0808728207565944E11	-1.8118896011238586E11
1.7375504699357593E11	-1.1376687539892836E11
2.064105900778395E11	-2.486362730139532E10
2.0010410697498987E11	6.853852534253364E10
1.5811110188513974E11	1.49779690690875E11
9.01674266707602E10	2.0649426995690082E11
8.897800980397194E9	2.328369096635155E11
-7.372610581704677E10	2.2808072855289694E11
-1.473174869237912E11	1.9537999375774237E11
-2.0408927121116183E11	1.4009528473184348E11
-2.3807581378416254E11	6.917591268781123E10
-2.4572637108021942E11	-9.490244008361177E9
-2.2527692918986896E11	-8.711485049645676E10
-1.7774012434487717E11	-1.542177602804612E11
-1.0692363490719421E11	-2.0120282234347897E11
-2.083205427115372E10	-2.1912984269103998E11
6.8567752537795746E10	-2.0207452567548892E11
1.4578293686222513E11	-1.4957297351026645E11
1.9576463805076297E11	-6.926562925196985E10
2.0852503639074078E11	2.426859433206629E10
1.8296089664933942E11	1.1330380705643137E11
1.260955812554225E11	1.831596378788823E11
4.967143637813156E10	2.246331519495804E11
-3.3742088640681206E10	2.348623813236925E11
-1.1292029658206088E11	2.151627925459492E11
-1.7873328566119708E11	1.701321202650312E11
-2.2444409521067343E11	1.058468410070706E11
-2.4524399310446707E11	2.9947541536701553E10
-2.3856899469637372E11	-4.935313340104211E10
-2.0391552173959708E11	-1.227588576217415E11
-1.4377125066958777E11	-1.8073284506543936E11
-6.384766584508857E10	-2.1375906042022766E11
2.562161699459401E10	-2.142001006330315E11
1.1076525304655173E11	-1.7851272011947168E11
1.7558943645255255E11	-1.1029201529925204E11
2.0717635495763266E11	-2.1073057080328735E10
1.9974579360459717E11	7.228864961464285E10
1.568425290691513E11	1.529638647787864E11
8.826506845962373E10	2.0898037484729013E11
6.719180148512338E9	2.3443138737043576E11
-7.586188979692816E10	2.288984441212329E11
-1.4919289841770877E11	1.9544178619174426E11
-2.0545044081412018E11	1.3967872533973517E11
-2.3884869737953214E11	6.836363034462618E10
-2.457806148029422E11	-1.0360527307451576E10
-2.2465206104931607E11	-8.787823274528432E10
-1.7643180901671518E11	-1.5455988052635162E11
-1.0518259428697221E11	-2.0090892431166846E11
-1.881902980533852E10	-2.179490530327601E11
7.034600737020525E10	-1.9996216521780524E11
1.4699039808888797E11	-1.4659433130177505E11
1.9595839441846722E11	-6.576900889196098E10
2.0764252323904135E11	2.7793780861120613E10
1.810165687143995E11	1.164438445420204E11
1.234735782720867E11	1.8554033929273663E11
4.660226448113396E10	2.26153015257842E11
-3.6846209755167854E10	2.3546124480011514E11
-1.1584645702942747E11	2.149752733951399E11
-1.8122424315139975E11	1.6922067172253564E11
-2.263696487215353E11	1.0450427485646596E11
-2.4645920503232608E11	2.8267481211200176E10
-2.3906387351382455E11	-5.1011977500116615E10
-2.0368552074661642E11	-1.2423360110031084E11
-1.4292107478781848E11	-1.8167293220032877E11
-6.26204867363338E10	-2.1401959573560178E11
2.6952838770574295E10	-2.135083772241874E11
1.117339490124516E11	-1.7698402739980472E11
1.758354759500521E11	-1.0801956515252112E11
2.0638609182458258E11	-1.8551206311773167E10
1.9796013067602695E11	7.463274740540291E10
1.541798015117981E11	1.546750720864884E11
8.516918570950554E10	2.0986608060619705E11
3.4238867939345617E9	2.343622827331825E11
-7.894749725905653E10	2.2797023941418756E11
-1.5190826842185947E11	1.9375430140845264E11
-2.075282746394349E11	1.3739316262447206E11
-2.402507497823525E11	6.571898208864604E10
-2.4631894482978235E11	-1.3180389109064478E10
-2.2442140173254718E11	-9.057378092719931E10
-1.7540026689266513E11	-1.5689577042810202E11
-1.0358027491451721E11	-2.025660777793437E11
-1.6886007024212814E10	-2.1878349923255533E11
7.217666299725435E10	-1.997749921069109E11
1.4832716103133325E11	-1.456088524394593E11
1.9640533427848514E11	-6.419415232015158E10
2.070908556932761E11	2.9401629277828E10
1.795653277739434E11	1.1772055164864082E11
1.2137597821083919E11	1.8607216158612317E11
4.4250935209692894E10	2.2590381139396634E11
-3.916513605596681E10	2.343001395609645E11
-1.1781023798434903E11	2.1311525089385004E11
-1.826600463113782E11	1.6672854758337198E11
-2.270657547952415E11	1.0163926781975748E11
-2.464041975785674E11	2.5197625479565987E10
-2.381082659923488E11	-5.398975794010619E10
-2.0196648083511154E11	-1.2692109558454431E11
-1.4044555045757086E11	-1.8374401864944836E11
-5.9691353168888824E10	-2.1525226057111295E11
3.0071910624956284E10	-2.137280410571642E11
1.145037874623854E11	-1.761495752971422E11
1.7793069118321106E11	-1.063909385369665E11
2.074151344366912E11	-1.6521264077511124E10
1.9800351324807205E11	7.653472099586902E10
1.5338030845000327E11	1.5608762514527222E11
8.390768163566603E10	2.1048731878615848E11
2.0012986022703667E9	2.3422545876712387E11
-8.017744260380394E10	2.2701461234580737E11
-1.5275670599254846E11	1.9222309588448773E11
-2.0777769459028668E11	1.3537426836759991E11
-2.39793155424627E11	6.351092251784212E10
-2.4511322581137625E11	-1.5436475977945477E10
-2.2243200150233862E11	-9.25115203391375E10
-1.727444585981138E11	-1.583848030121406E11
-1.0038897982280286E11	-2.0323734006435864E11
-1.3471184159311533E10	-2.1852867763016922E11
7.54867574929752E10	-1.984323635038384E11
1.5101549847686578E11	-1.433299335439017E11
1.9820865849001596E11	-6.1234464519196236E10
2.0773496198973676E11	3.249909290920252E10
1.792418304577623E11	1.2054236076656773E11
1.2028288356998503E11	1.8823822207301352E11
4.282322756022298E10	2.2725679251196716E11
-4.068736638146275E10	2.348509549758532E11
-1.1903387377182645E11	2.1292533632739136E11
-1.834888434754723E11	1.6598172527042215E11
-2.2724661143804926E11	1.0050550988607169E11
-2.4591807412284662E11	2.3938218145190025E10
-2.3686924737899905E11	-5.5192068946184006E10
-2.00065987700478E11	-1.2770888773244307E11
-1.3795684461734982E11	-1.8396522177941254E11
-5.691078923792966E10	-2.145705933657056E11
3.28439231690151E10	-2.1209451203320657E11
1.1683183695273296E11	-1.7350027968723886E11
1.794072545235058E11	-1.0304739067217743E11
2.0782557054284384E11	-1.2773965533968534E10
1.972979401998328E11	8.008754814238882E10
1.517826418437906E11	1.5917458642717194E11
8.1701113002898E10	2.127685653985684E11
-4.240807231480663E8	2.3568714214846475E11
-8.258877589385811E10	2.2762941143270953E11
-1.547995352827333E11	1.9217665078271063E11
-2.0936739184133206E11	1.3476067209410913E11
-2.4070096134837186E11	6.260491446223357E10
-2.4534711234854837E11	-1.6447733040642368E10
-2.219010154420189E11	-9.336116763175334E10
-1.716157255642636E11	-1.5878959973120355E11
-9.872060162040437E10	-2.0295768841142633E11
-1.1680361463703165E10	-2.1733617650658392E11
7.70938080936081E10	-1.9626798863192554E11
1.5191297669612534E11	-1.402956339619404E11
1.9810895550857767E11	-5.774679452106856E10
2.0646382255016714E11	3.604385620969081E10
1.7699194078055963E11	1.2358514936532603E11
1.172790570282827E11	1.905739974216227E11
3.946012091791381E10	2.2865781600023605E11
-4.4111480164962074E10	2.3539399964827646E11
-1.2225304456718576E11	2.126041119406743E11
-1.8626368892671326E11	1.6505905771622388E11
-2.2944431517229605E11	9.903836230563153E10
-2.4741118997936847E11	2.2269851104671547E10
-2.376368957527529E11	-5.691840909450368E10
-2.0008836636212268E11	-1.2915490311784865E11
-1.3741712028857631E11	-1.8493075064003476E11
-5.5933150549846695E10	-2.147386941776271E11
3.381417819077071E10	-2.1138643347072354E11
1.1745552281524275E11	-1.7184292400292612E11
1.791830975323937E11	-1.0072630056227829E11
2.0657502269619586E11	-1.0209858094904345E10
1.949266188385801E11	8.239476137156293E10
1.486417047402208E11	1.6080141365902158E11
7.801875325785359E10	2.1349930464499365E11
-4.1843132088463974E9	2.3545304242446008E11
-8.62013969380503E10	2.2651681046557672E11
-1.5796071957669138E11	1.90267491538534E11
-2.1195918568586978E11	1.3231649953264085E11
-2.4253073913879776E11	5.973280854890262E10
-2.464186151118779E11	-1.9417590416492775E10
-2.2214911436147818E11	-9.625921278520143E10
-1.7114202833009647E11	-1.6126917498870718E11
-9.76941397408282E10	-2.048523691159516E11
-1.0367743629538769E10	-2.1832629173524066E11
7.828675289759619E10	-1.964043274970237E11
1.525787547216099E11	-1.3956608351887518E11
1.9789193548654626E11	-5.658068633950898E10
2.0527327930467114E11	3.726664331776104E10
1.7487515630834628E11	1.2434774105417603E11
1.1461569765283716E11	1.9064273109574423E11
3.650389633465871E10	2.278016310263613E11
-4.693491562636744E10	2.3369838056028247E11
-1.2474301993324739E11	2.10113570931183E11
-1.8812914330319534E11	1.6196264055427292E11
-2.3063262726480338E11	9.55346820029165E10
-2.4771340618489148E11	1.8575579900078472E10
-2.3714241569231638E11	-6.0554879297722534E10
-1.987213296165655E11	-1.324754904153539E11
-1.3538101994848436E11	-1.8765045705852582E11
-5.3391280814857506E10	-2.166617937102276E11
3.644550527275247E10	-2.1227972856556726E11
1.1981705791813872E11	-1.7181391838829736E11
1.8078692045860718E11	-9.991863586943285E10
2.0724426478882227E11	-9.125947146615225E9
1.946309585777522E11	8.33600494006324E10
1.476047734950271E11	1.6118146841567792E11
7.657201549129323E10	2.1319547673379865E11
-5.719963709065326E9	2.3427583362183444E11
-8.752324994640698E10	2.2464981908608075E11
-1.5884419196781024E11	1.87739397132388E11
-2.121950230752433E11	1.2939103051710995E11
-2.4206227402506122E11	5.654875775457391E10
-2.4509958135412415E11	-2.2539173246618874E10
-2.2007851151229922E11	-9.91590407273387E10
-1.683135765401491E11	-1.6359649695165128E11
-9.435687581248698E10	-2.0641983020381464E11
-6.730717364750248E9	-2.188996802119123E11
8.173320231062479E10	-1.9590847473997064E11
1.5551077763939157E11	-1.38114727003471E11
1.9982833617085248E11	-5.451819909160809E10
2.061873847509494E11	3.946023139720512E10
1.7479886851732797E11	1.2621731930166788E11
1.1391205054023026E11	1.9182928519154703E11
3.545333272145859E10	2.282364257567519E11
-4.792567230500897E10	2.332970046983968E11
-1.2549001127471024E11	2.0906310127983792E11
-1.8835684914335812E11	1.603458474437776E11
-2.3023879648342725E11	9.362172296730284E10
-2.4659721146428494E11	1.6504397688543665E10
-2.352752542253944E11	-6.242234240369014E10
-1.9615518803013202E11	-1.3400622578201878E11
-1.3225145344855217E11	-1.8845577983006723E11
-4.994681777969308E10	-2.1662152963370917E11
3.98804661539685E10	-2.1117587855208688E11
1.2276591483876076E11	-1.697531365279866E11
1.82936635905084E11	-9.70498070619803E10
2.0826524610017712E11	-5.965063038169695E9
1.9460082944693338E11	8.643241267149837E10
1.4666067923841995E11	1.6370090200736014E11
7.511660984994943E10	2.1496516317587268E11
-7.432427548803786E9	2.3520532360754178E11
-8.906575040098764E10	2.2479451235105804E11
-1.6009308025585742E11	1.872146901056825E11
-2.1285421777647495E11	1.2838563935230846E11
-2.4209632599409528E11	5.527632639259499E10
-2.443705956422997E11	-2.3876357969470806E10
-2.1866131704096436E11	-1.0023901698079008E11
