Europa X	Europa Y
-3.8840227266380096E11	-7.021628868120709E11
-3.461149874060637E11	-7.215424564001075E11
-3.0416123047385284E11	-7.39576303559551E11
-2.6161268392241266E11	-7.53299133947189E11
-2.1630383524936496E11	-7.64838139479889E11
-1.713886009684908E11	-7.753099635702229E11
-1.2681793985699512E11	-7.814176521367303E11
-7.978293628046263E10	-7.848141756911649E11
-3.3528430538382668E10	-7.872215956907576E11
1.1886545416976831E10	-7.851027050753696E11
5.927982696575413E10	-7.802239102293312E11
1.0535286120573138E11	-7.743104698685972E11
1.501813087171868E11	-7.63742798854427E11
1.9645634419653876E11	-7.505843957184688E11
2.408198124351695E11	-7.36351724524596E11
2.835363975771752E11	-7.174969766250643E11
3.2708164249934344E11	-6.961602195779896E11
3.6845962235388055E11	-6.738708347137959E11
4.073615871665896E11	-6.47390784010314E11
4.4649978100750354E11	-6.181592457178131E11
4.836565115978506E11	-5.882465810691167E11
5.17349988555512E11	-5.552751374590225E11
5.502663782562842E11	-5.1885826564494586E11
5.817698290033567E11	-4.8192547174658624E11
6.093438010164303E11	-4.434406482011201E11
6.345623769846962E11	-4.0135621298503577E11
6.588669333680157E11	-3.5851331378320355E11
6.79211721259941E11	-3.1540797606206305E11
6.960194725694045E11	-2.6928888248439963E11
7.119409288082938E11	-2.2219469120934045E11
7.239200132506792E11	-1.7583265696735693E11
7.318175960835994E11	-1.2702742079133704E11
7.387556834412659E11	-7.773495272473505E10
7.415016354641837E11	-2.9801696099043007E10
7.401958132982772E11	2.0089678411347317E10
7.379098546695592E11	6.959500027933249E10
7.310190983010304E11	1.173025478075005E11
7.206113696073567E11	1.6655140157173596E11
7.091184554101143E11	2.1428612649256448E11
6.928391102421389E11	2.599872765265471E11
6.736725734756188E11	3.0664384859827844E11
6.533713073451484E11	3.509562142811559E11
6.285012949884026E11	3.928180468805128E11
6.011472945810623E11	4.350609619565076E11
5.728712499706117E11	4.744699027945288E11
5.407125434478668E11	5.108184088859562E11
5.058684765521791E11	5.4683651732528485E11
4.707067332614159E11	5.80346452061195E11
4.328703610287402E11	6.099399761959445E11
3.919648283270192E11	6.380596183730939E11
3.5091312099749146E11	6.646221867619326E11
3.0886481803316724E11	6.867946361652615E11
2.639238896146783E11	7.061805653764297E11
2.1840832573948264E11	7.244992362407886E11
1.7347790425782498E11	7.387327801135238E11
1.2621765465920052E11	7.492036180087476E11
7.835533810625066E10	7.587114619551597E11
3.199202799219251E10	7.643689118566399E11
-1.6128973075075317E10	7.659775007642266E11
-6.4328137784352356E10	7.667757174919965E11
-1.1047806903552907E11	7.634561369181434E11
-1.5816743321393005E11	7.565615705946622E11
-2.0480598485277765E11	7.48917375444132E11
-2.492823707533296E11	7.36845824597095E11
-2.949827934968314E11	7.21993359377394E11
-3.38514595517199E11	7.063093163049386E11
-3.799773144756682E11	6.861376771306936E11
-4.222276639484665E11	6.640664173057657E11
-4.612819428077066E11	6.409501286334208E11
-4.9858684823774335E11	6.13555582992476E11
-5.3601022058104816E11	5.850166381244713E11
-5.69754969079964E11	5.554222241026145E11
-6.015897275818761E11	5.220242240353793E11
-6.331616836597318E11	4.877076830609602E11
-6.609546536389728E11	4.528595797400164E11
-6.862272959772201E11	4.14762872176506E11
-7.109329979734425E11	3.754307812085736E11
-7.325569992291913E11	3.365058676683701E11
-7.50526011146265E11	2.9528164297568677E11
-7.674204862528555E11	2.522139828991572E11
-7.823926322548383E11	2.0989865161506326E11
-7.930168939886067E11	1.669894308529059E11
-8.01703746733327E11	1.218497716136251E11
-8.092041253399849E11	7.735883630745406E10
-8.124850811734895E11	3.366097297092258E10
-8.130849513728774E11	-1.216087452207189E10
-8.12850551631345E11	-5.710486914794704E10
-8.083916948286191E11	-1.0065224680226088E11
-8.012808888250824E11	-1.4599658328443716E11
-7.933846685258345E11	-1.8982055219140735E11
-7.811239871141766E11	-2.320836783718974E11
-7.667192984935302E11	-2.7576820601254944E11
-7.513592509782483E11	-3.16951640072909E11
-7.314983060101368E11	-3.569518601852729E11
-7.103376829235177E11	-3.976469486996448E11
-6.878420547408936E11	-4.3512588606930646E11
-6.610746176054305E11	-4.716440678839002E11
-6.335881028867599E11	-5.081085249507532E11
-6.046190341325272E11	-5.4091903341771265E11
-5.717272189236523E11	-5.727290249142875E11
-5.3851208077524695E11	-6.039060083075443E11
-5.0399411179176984E11	-6.312341917987067E11
-4.6595599421304675E11	-6.569844849019216E11
-4.27463972750312E11	-6.819926249451133E11
-3.886178748148377E11	-7.033063667763224E11
-3.4670046515403235E11	-7.218622906928727E11
-3.037729988370817E11	-7.396764123479421E11
-2.614349376202207E11	-7.545167285565474E11
-2.1720488989470316E11	-7.65356507310581E11
-1.7118517342269556E11	-7.749952475959368E11
-1.2623409908553519E11	-7.825452512063335E11
-8.087029535866255E10	-7.855864500197943E11
-3.343961470578106E10	-7.866118043180042E11
1.261010875287148E10	-7.861424342287827E11
5.814362940696365E10	-7.810243808227948E11
1.0543934492493916E11	-7.735663838485929E11
1.508206872661567E11	-7.647847739971625E11
1.9532320867408368E11	-7.511635936139335E11
2.4099211210098965E11	-7.355925417970684E11
2.8406834927332587E11	-7.184919420220663E11
3.2603701390750085E11	-6.96610915319821E11
3.685162369886558E11	-6.73191793031337E11
4.0781378374294476E11	-6.48159937481904E11
4.456834875528306E11	-6.185545966910011E11
4.8344402132327167E11	-5.87808173238998E11
5.1761279350120667E11	-5.555880668511676E11
5.497084749897592E11	-5.192509913321329E11
5.813597976875366E11	-4.8172085035392206E11
6.093190917454866E11	-4.434435444442181E11
6.341622753158987E11	-4.017185577116093E11
6.58252589218069E11	-3.5835106860267914E11
6.790991547306124E11	-3.151941098713848E11
6.957657881162527E11	-2.6972926482791245E11
7.109248845276791E11	-2.2209677928196497E11
7.237522544767146E11	-1.7524403584811456E11
7.317703042650294E11	-1.2760902463244185E11
7.373281841699546E11	-7.7772920751904E10
7.41233052577398E11	-2.887201572779078E10
7.402054294719717E11	1.9443169749241722E10
7.361668031684324E11	6.955811485559052E10
7.307747271674363E11	1.1839066047032745E11
7.204703092356617E11	1.6575476808430713E11
7.071538691060844E11	2.1436403624544464E11
6.926000778926508E11	2.6112422865343997E11
6.733598104220934E11	3.0572416650922876E11
6.512395909241566E11	3.510064848309884E11
6.281458706070985E11	3.939284215734957E11
6.007417144784153E11	4.3406560931410693E11
5.70602745938683E11	4.7428548594232245E11
5.398893767702972E11	5.119354214060493E11
5.0558100394167834E11	5.460513628825889E11
4.68509446362277E11	5.79630845452016E11
4.3132847858082526E11	6.10842170881263E11
3.916712955072615E11	6.378152234826029E11
3.49146849989273E11	6.633910656717515E11
3.066972453911107E11	6.871820442062631E11
2.6335211593293097E11	7.064058601827803E11
2.1721825275083405E11	7.231118315396016E11
1.710231628421642E11	7.385255270777695E11
1.2539533287437529E11	7.496596585771404E11
7.753154934976736E10	7.572435615328505E11
2.9462115946772224E10	7.637631148216184E11
-1.7026058098822632E10	7.664867815515189E11
-6.495662929456261E10	7.650988035804366E11
-1.1304196321103815E11	7.627486986229032E11
-1.5882796204124927E11	7.570048081940828E11
-2.053168916991246E11	7.470182492565244E11
-2.517693005734743E11	7.361350249458684E11
-2.953173572239304E11	7.222758277560602E11
-3.389651203453608E11	7.042451638723903E11
-3.822918811928837E11	6.854183007997166E11
-4.223049615210722E11	6.641665020643484E11
-4.616840526655725E11	6.388523829539349E11
-5.006489340501408E11	6.127917878967803E11
-5.3604809992610486E11	5.850729282209286E11
-5.698915923210189E11	5.5351457226357E11
-6.033844400157229E11	5.2102113800872284E11
-6.333891191228031E11	4.878507026625552E11
-6.607002275897969E11	4.513696850811862E11
-6.876382169186829E11	4.134140931652525E11
-7.115949560466265E11	3.757296382561402E11
-7.318715962747178E11	3.3569782638106195E11
-7.513227805664255E11	2.936057450626279E11
-7.685704458450673E11	2.523918847927185E11
-7.815650581473013E11	2.0995915579109198E11
-7.931213543437141E11	1.6527245450760587E11
-8.030460789670382E11	1.217592964550776E11
-8.08512069526146E11	7.798323086566972E10
-8.120982147292725E11	3.213608523439042E10
-8.14383773556453E11	-1.2319176909491655E10
-8.121939507218817E11	-5.627144751297761E10
-8.078963154977008E11	-1.0199591470749426E11
-8.024786705296561E11	-1.4600703668781506E11
-7.927058439034833E11	-1.8892598454165506E11
-7.806613905211141E11	-2.3321485341595578E11
-7.677518493583226E11	-2.7555652505336285E11
-7.506962393658339E11	-3.1620344355536316E11
-7.311779013169114E11	-3.577492739932065E11
-7.111094830592382E11	-3.9737102991745514E11
-6.874119485270085E11	-4.3451256382834283E11
-6.608340492469934E11	-4.719417746314138E11
-6.339651278831049E11	-5.0789313432395917E11
-6.044865177627439E11	-5.405397691897648E11
-5.71662902254523E11	-5.725033703606012E11
-5.3840955975043774E11	-6.036250002072266E11
-5.0395727941948364E11	-6.31074456299059E11
-4.660231996287312E11	-6.566075723784337E11
-4.2730841845956024E11	-6.816029547028334E11
-3.8852509483036993E11	-7.030436592099913E11
-3.465974300929974E11	-7.215194432280531E11
-3.0372401244983356E11	-7.39446268504824E11
-2.6151044289028513E11	-7.539258813198984E11
-2.1664175054657828E11	-7.648168876664497E11
-1.7104786049291745E11	-7.750891888694941E11
-1.2662288139816766E11	-7.817697341643071E11
-7.998445722257832E10	-7.846748346418718E11
-3.3092699829871582E10	-7.868556779992225E11
1.2177905759980862E10	-7.852892252525681E11
5.9202935863197495E10	-7.799054450447897E11
1.0591922421534631E11	-7.737626834952363E11
1.5057982950206995E11	-7.638068546375793E11
1.96361852155458E11	-7.500468969501316E11
2.4160631125548904E11	-7.353983012201334E11
2.841939981950559E11	-7.175238999806644E11
