Ceres X	Ceres Y
-2.1498252973407632E11	3.174639919037294E11
-2.66043058846144E11	2.7163712653222464E11
-3.090406775540031E11	2.1761672534692657E11
-3.425946541335642E11	1.569797735653093E11
-3.656623831025223E11	9.15671409272411E10
-3.7759469793083685E11	2.3391865971301308E10
-3.781615190190494E11	-4.54645553261176E10
-3.6754606846017926E11	-1.1295620530453174E11
-3.463108551478081E11	-1.7716610468557742E11
-3.153423126992574E11	-2.3638078390451227E11
-2.757828446110956E11	-2.8914192205361755E11
-2.2895893229013623E11	-3.342748097612139E11
-1.763123953393519E11	-3.708963426792919E11
-1.1933954963959828E11	-3.9840694750314557E11
-5.954078309551624E10	-4.164714092291366E11
1.6188728371353133E9	-4.2499313026012604E11
6.273889723240507E10	-4.2408564789352155E11
1.2250352426446927E11	-4.140442709958994E11
1.7969474859015512E11	-3.95319697870544E11
2.3319983176901114E11	-3.68494602908275E11
2.8201499895867053E11	-3.34263636932236E11
3.252467881355714E11	-2.934168671706542E11
3.62112285343991E11	-2.468263908128193E11
3.919392435471323E11	-1.9543570101903302E11
4.1416686717234033E11	-1.4025128850465912E11
4.2834780869327563E11	-8.233585665585445E10
4.341518135505126E11	-2.2802434964142612E10
4.313713481987417E11	3.719135269554226E10
4.199293787010441E11	9.644968886996167E10
3.998893152769284E11	1.5374657293781335E11
3.7146696519029114E11	2.0783648373383258E11
3.35044019812069E11	2.574688175873529E11
2.911822511160387E11	3.014073321668357E11
2.4063713475508377E11	3.384557625258092E11
1.843689693262036E11	3.6749057297592316E11
1.2354890799841953E11	3.8750137009073456E11
5.955671763707781E10	3.976386704571421E11
-6.03339210501002E9	3.972673470181384E11
-7.148251080136963E10	3.860224976419151E11
-1.3493503370005246E11	3.638625654626973E11
-1.9448581574883994E11	3.3111267890327386E11
-2.48264433604428E11	2.884902397882535E11
-2.9453089441886194E11	2.3710530238224738E11
-3.3177359320792596E11	1.7843070799257294E11
-3.58798069861438E11	1.1424112048563248E11
-3.7479518992985406E11	4.652546966320438E10
-3.7937996363730084E11	-2.2617871217636787E10
-3.725970230296424E11	-9.109087854512227E10
-3.548942927363972E11	-1.5689810471218372E11
-3.270711792937278E11	-2.1823129523213745E11
-2.902104132750724E11	-2.735304229841837E11
-2.4560320656149823E11	-3.215196877173961E11
-1.9467604888935406E11	-3.612206789449722E11
-1.3892503242569424E11	-3.919472049147456E11
-7.986099778483083E10	-4.132871804429348E11
-1.89665650364731E10	-4.250767720280883E11
4.233549498607022E10	-4.2737107675955853E11
1.0270409526954883E11	-4.2041453340881006E11
1.608937846436432E11	-4.0461322766086884E11
2.157627752349425E11	-3.805102717884211E11
2.6627687358403043E11	-3.487647482686884E11
3.115109002218596E11	-3.1013431942882074E11
3.506488304356113E11	-2.6546126177112753E11
3.8298366705869037E11	-2.156614424217136E11
4.079178508546591E11	-1.6171571414168628E11
4.249647961019259E11	-1.0466310206959726E11
4.3375201267639435E11	-4.559509907431808E10
4.3402617091714343E11	1.4349658028452923E10
4.2566032353897266E11	7.399111964287813E10
4.0866335598672253E11	1.3211487798618187E11
3.831915978909334E11	1.874815313387051E11
3.4956221512550415E11	2.38839479590061E11
3.082677238827193E11	2.8494238438136017E11
2.599905145899189E11	3.245725271577022E11
2.0561568442384073E11	3.565711673488158E11
1.462397522908805E11	3.7987664087858765E11
8.31721965131675E10	3.9357028926317755E11
1.7926180328072323E10	3.969291095372173E11
-4.780536431734838E10	3.894824145865981E11
-1.121915909259116E11	3.7106785296087885E11
-1.7332527780406607E11	3.418801957707587E11
-2.2930307422800815E11	3.025047883152793E11
-2.7831993389925775E11	2.5392745675752124E11
-3.1876935855368134E11	1.9751454804594342E11
-3.4933810528554926E11	1.3496061201539539E11
-3.690832085515755E11	6.8206627758856415E10
-3.774811338634478E11	-6.627860118881652E8
-3.744432711721973E11	-6.953088199937033E10
-3.6029780541339276E11	-1.3635580188782079E11
-3.357434386215051E11	-1.9926180851305368E11
-3.017838974706565E11	-2.566075116153709E11
-2.596532693424303E11	-3.070285724659798E11
-2.1074119295542154E11	-3.4945644775929205E11
-1.565245613236781E11	-3.8311734877195404E11
-9.850958600973619E10	-4.075168268335221E11
-3.818579920146745E10	-4.2241544550109875E11
2.3008276541469395E10	-4.2780008688603735E11
8.370919679617513E10	-4.2385435693265204E11
1.4264430862222342E11	-4.109304627420805E11
1.9864110376816168E11	-3.8952397497627637E11
2.5063208013758255E11	-3.6025209592152686E11
2.9765675405729987E11	-3.238356022981614E11
3.3886214345145435E11	-2.8108427122010065E11
3.735027868195264E11	-2.328853742701623E11
4.0094111854839087E11	-1.8019470566505405E11
4.2064885989031335E11	-1.2402953372877957E11
4.322099141242112E11	-6.546282099222684E10
4.3532515105880664E11	-5.617998390329244E9
4.2981932198154974E11	5.4336479247424164E10
4.1565020838130145E11	1.1319368357750694E11
3.929199649393746E11	1.6971685843518616E11
3.6188840358092896E11	2.226512555637945E11
3.2298759792548303E11	2.7074034089736948E11
2.768367951210222E11	3.1274764427842755E11
2.2425610689843405E11	3.4748540088841266E11
