Mercury X	Mercury Y
-5.871754053801292E10	-7.1138939756995125E9
4.28346222611859E10	-4.44961963571988E10
-5.412798562976299E10	1.1792266610219517E10
3.061562952950796E10	-5.684336119983416E10
-4.27186806732117E10	2.9238470888732483E10
1.6026071910481407E10	-6.476904243945144E10
-2.4659426484210712E10	4.214313689113292E10
3.097963987961992E8	-6.813911150616849E10
-1.994992692455953E9	4.71196739952808E10
-1.5438378658560627E10	-6.699513605032987E10
2.1022129590759365E10	4.215398886569948E10
-3.0211530255139473E10	-6.1499800984503494E10
3.950273990687332E10	2.828517628895093E10
-4.3025053864030785E10	-5.1929389407851654E10
5.0418439678007576E10	9.09251397835808E9
-5.286942038857058E10	-3.8701902679443306E10
5.333726633418692E10	-1.1487889050041887E10
-5.868195049272313E10	-2.245748505318653E10
4.94219775486168E10	-3.057020953248527E10
-5.93516308193072E10	-4.1843731455362124E9
4.032693401725008E10	-4.645386461433336E10
-5.382255453496417E10	1.4570442774973948E10
2.7657944544227222E10	-5.826753213552661E10
-4.140802903022691E10	3.1463797456700764E10
1.2822987594667198E10	-6.5630265818876015E10
-2.2491685215932465E10	4.3308430956845566E10
-2.9605291337343316E9	-6.843445042625467E10
5.431349444489255E8	4.679313290199427E10
-1.86139890356785E10	-6.674152525915137E10
2.320099838904807E10	4.027645696541574E10
-3.313421160485589E10	-6.0729975951416214E10
4.073077897197042E10	2.527160519406681E10
-4.553721370127034E10	-5.069104374561564E10
5.049454025195008E10	5.550887130605601E9
-5.480834972478601E10	-3.706760888416076E10
5.237613044209339E10	-1.5051041993132574E10
-5.9874246070765305E10	-2.0538181400254974E10
4.766262909858136E10	-3.3831635350739864E10
-5.9625195903519455E10	-2.1598525745123296E9
3.80222852442385E10	-4.92368009050767E10
-5.303049217286511E10	1.6417106274787521E10
2.503841312362907E10	-6.0481493642625E10
-3.950966275798558E10	3.2722008811158295E10
1.0086434716389286E10	-6.723293823429504E10
-1.96822087619489E10	4.348254569505349E10
-5.642095131356636E9	-6.941418835573058E10
3.720196953322199E9	4.5496804361394165E10
-2.108516193269986E10	-6.710400381280206E10
2.600202340027585E10	3.753779300389292E10
-3.5247982941430725E10	-6.049724523083775E10
4.259877742114326E10	2.156750434406888E10
-4.714450384424351E10	-4.990448921220847E10
5.12760376958311E10	1.5003534789571679E9
-5.5754615611362724E10	-3.5795053046534805E10
5.219957628874627E10	-1.8957415676370533E10
-6.000181291419403E10	-1.88939365512058E10
4.6762276145787445E10	-3.728785921928152E10
-5.8775977000979225E10	-3.313088237701099E8
3.663823949323235E10	-5.207306912044653E10
-5.108521625168312E10	1.8137356539478405E10
2.3378554279822582E10	-6.261524320939383E10
-3.646930066048275E10	3.3906956162338665E10
8.328523874622966E9	-6.8629909745008804E10
-1.5809135092889706E10	4.363229652173601E10
-7.34699903319405E9	-7.006820935671135E10
7.820911611958323E9	4.426649678079714E10
-2.2597953608580006E10	-6.703099300051128E10
2.9574008290280952E10	3.502322117823774E10
-3.643446896481718E10	-5.972923165368851E10
4.513010152409258E10	1.828439791827044E10
-4.7871199070909836E10	-4.849351954689492E10
5.2651470136083496E10	-1.9487230191072938E9
-5.588241867232182E10	-3.3825198786871895E10
5.256498730415661E10	-2.2123179153838898E10
-5.9380136701627396E10	-1.649926790866796E10
4.634724284682015E10	-3.9904076088185005E10
-5.725854457598282E10	2.2753162641729307E9
3.5669695567037315E10	-5.400329764577932E10
-4.8567563761312706E10	2.0626616822621967E10
2.205717448460276E10	-6.379811954867273E10
-3.2985124020380966E10	3.582332710750041E10
6.822544242422162E9	-6.904939583566794E10
-1.167054108145837E10	4.4466080885220146E10
-8.888789744968147E9	-6.97379857531121E10
1.1969816604156029E10	4.370817660002903E10
-2.4038037558623688E10	-6.597976542400369E10
3.2991338049295296E10	3.322936629137404E10
-3.763749195180046E10	-5.800367863278009E10
4.736494590616991E10	1.5788757520639927E10
-4.869578784002719E10	-4.616265768824229E10
5.364507270681041E10	-4.5700989590460005E9
-5.6178656498877106E10	-3.099106107189797E10
5.2488534630177505E10	-2.445996809508444E10
-5.8990444514110435E10	-1.3314818786789593E10
4.5441569208652245E10	-4.17198397752153E10
-5.602873515535733E10	5.573575357500754E9
3.4166899551165257E10	-5.518042334729157E10
-4.6398764474840096E10	2.368623947958462E10
2.0157816520593597E10	-6.429125440894404E10
-2.993426683636626E10	3.815984603073619E10
4.703423079257848E9	-6.885472780111012E10
-8.0903332814221115E9	4.557232131055866E10
-1.1069361483931414E10	-6.887356207894843E10
1.5405383072153013E10	4.3327687586954124E10
-2.6131632145972206E10	-6.448263533205017E10
3.557117890209475E10	3.1586407388131855E10
-3.9497494115911835E10	-5.592535873779575E10
4.870519216866032E10	1.3448243592314016E10
-5.0173780232264E10	-4.357725159395192E10
5.3741566011187645E10	-7.0512168113337145E9
-5.711420415563826E10	-2.8009096502072853E10
5.154338878495373E10	-2.6695802704481697E10
-5.921448559595548E10	-1.009995418610274E10
4.370698666199541E10	-4.3495871734649925E10
-5.5384811211733536E10	8.77126482828158E9
3.1881715576078377E10	-5.639123357968157E10
-4.4793527206118515E10	2.6494643903911186E10
1.7531065564597023E10	-6.489765156836982E10
-2.745011042900528E10	4.008734732933576E10
1.9160194355883555E9	-6.885401881451532E10
-5.124232983341141E9	4.6132244252768005E10
-1.3854212353079288E10	-6.828597927797324E10
1.8157966641478172E10	4.233172004948243E10
-2.8760030390678986E10	-6.334034437127314E10
3.743829210019552E10	2.9333362651739273E10
-4.181741678151858E10	-5.427926060839557E10
4.937393862051515E10	1.0522101494985435E10
-5.202429820051162E10	-4.150166578283151E10
5.32608478055459E10	-1.0104457248208776E10
-5.8326953209994606E10	-2.5610570562180183E10
5.013490936583184E10	-2.9513206937617016E10
-5.961592681208604E10	-7.543360372575908E9
4.163012374883863E10	-4.587429916017532E10
-5.481524882538823E10	1.1230742583194134E10
2.937211219814542E10	-5.823069450170856E10
-4.317323641727847E10	2.847363967504219E10
1.479565607045251E10	-6.615631487409898E10
-2.4893323268839447E10	4.109011482483089E10
-8.618991743251524E8	-6.952183197287088E10
-2.0761225490383122E9	4.570757782371438E10
-1.6509902486963028E10	-6.836983242325564E10
2.098229910747713E10	4.037097202295104E10
-3.1140354358471703E10	-6.286427201046359E10
3.940380520496894E10	2.620835476051489E10
-4.376824336891557E10	-5.328250184173718E10
5.022784646006252E10	6.842742641755829E9
-5.3387329603475395E10	-4.004751643793899E10
5.308280280688146E10	-1.3806510946197153E10
-5.8933501810184906E10	-2.3802931762249886E10
4.915454997484167E10	-3.2887011014172108E10
-5.929653147632868E10	-5.546713854125288E9
4.0096202534423676E10	-4.872087182620509E10
-5.34266939106996E10	1.3154399270594023E10
2.7511710844074574E10	-6.044841043902034E10
-4.066097128716903E10	2.993297947937822E10
1.280346108483523E10	-6.7696912669893524E10
-2.1427354444589283E10	4.1592964334686584E10
-2.819991258531644E9	-7.036870169812372E10
1.8338213128509893E9	4.483924727729637E10
-1.828477407231491E10	-6.8527388201254196E10
2.458665456830267E10	3.810027541340679E10
-3.259198775725905E10	-6.235289834473723E10
4.210027781970127E10	2.296797266948099E10
-4.475755762575941E10	-5.214459100306283E10
5.180456904203076E10	3.2518026750132313E9
-5.376903679731289E10	-3.835095412552351E10
5.364054200868086E10	-1.7236715673333263E10
-5.85579969659062E10	-2.165695910013904E10
4.891377814317823E10	-3.583359186850473E10
-5.801439199487787E10	-3.132171158056675E9
3.9291897171356636E10	-5.101094187701649E10
-5.111527071525819E10	1.555130809927034E10
2.6350155484637177E10	-6.199851823895653E10
-3.7306043604933304E10	3.189452329385546E10
1.1461458199171516E10	-6.847607606465052E10
-1.7253402091405212E10	4.261190624518497E10
-4.188671003923181E9	-7.037496968783203E10
6.256422673746213E9	4.4530550363013794E10
-1.9545130888349064E10	-6.777991402637791E10
2.849741471080211E10	3.649123743768743E10
-3.3613764590442333E10	-6.0890536688090935E10
4.494126060685704E10	2.0529848098271957E10
-4.540702959024982E10	-5.002293014534749E10
5.342006696081747E10	5.821224223851323E8
-5.390484988508159E10	-3.565748127439745E10
5.415407902512838E10	-1.96725042647425E10
-5.8028547729264946E10	-1.8526503615627525E10
4.855353233420745E10	-3.775446123958018E10
-5.66691981982678E10	2.2656746695255327E8
3.8290013572220535E10	-5.227136754795953E10
-4.883874735960161E10	1.882349250313059E10
2.4912491539401646E10	-6.253909217067347E10
-3.4101997883839676E10	3.463011078089226E10
9.763891584005272E9	-6.828043459359414E10
-1.339029467768637E10	4.4293501817900276E10
-5.993215448526199E9	-6.945609559598218E10
1.016866666593354E10	4.4800597991894684E10
-2.1311223643479446E10	-6.617058382731834E10
3.1712594575953568E10	3.5442389301143974E10
-3.519989962471982E10	-5.863821668448403E10
4.696512683548294E10	1.8664208277495422E10
-4.6669261170302666E10	-4.719692150180019E10
5.4156380814952385E10	-1.514753907230013E9
-5.4689884025886444E10	-3.235538052666705E10
5.3760844434262825E10	-2.156583446515214E10
-5.817609765883256E10	-1.4896483144232368E10
4.727211338601236E10	-3.919193245212703E10
-5.601916786209302E10	3.9571900508070083E9
3.6361804121291046E10	-5.312692737003131E10
-4.7276243546397514E10	2.2313313335378853E10
2.2549357308468716E10	-6.276038549192771E10
-3.1651743003602455E10	3.7412808336324646E10
7.150099237364038E9	-6.785965751284875E10
-1.035997911920627E10	4.585239582143193E10
-8.693041380427614E9	-6.841064583430864E10
1.3139463650239264E10	4.483316060410566E10
-2.3945908762291435E10	-6.453492522178456E10
