1000	6.799157935554273E29
2000	2.911047738969733E29
3000	4.871534735160859E29
4000	7.822354619118225E28
5000	7.456807417260631E29
6000	2.05679875118477E29
7000	2.8603765816946496E29
8000	1.4341636468366226E29
9000	4.192976244253725E29
10000	1.4267417399227554E29
11000	-3.7936818098886364E28
12000	3.497285764801117E29
13000	-1.2930703955204847E28
14000	6.526193645027584E28
15000	-2.598564856535249E29
16000	3.4934170951872346E29
17000	-2.0057729497208463E29
18000	6.958002453274793E28
19000	-1.1521299721585835E29
20000	4.137482343275765E29
21000	-1.3330784489083135E29
22000	2.0673364533679416E29
23000	8.396525429505826E28
24000	3.5365855624599985E29
25000	-1.8912747342123732E29
26000	2.365595300847168E29
27000	2.16361603871566E29
28000	1.4836563563715848E29
29000	-3.8326862880876186E28
30000	1.0418285584233156E29
31000	2.8220907617125327E29
32000	-2.0182483252027017E29
33000	1.1660557900393828E29
34000	2.9148183357308777E28
35000	3.0616345193169036E29
36000	-1.8525150896862395E29
37000	4.603742917575397E29
38000	2.6459629275815298E29
39000	5.194492025310249E29
40000	4.02983097698821E28
41000	7.392014094222959E29
42000	3.609538292501736E29
43000	6.1910373577394234E29
44000	3.1582176672365782E29
45000	8.732580107910256E29
46000	5.436200753304431E29
47000	5.0522154441387035E29
48000	6.958721332852587E29
49000	6.542077507315483E29
50000	6.460821062497597E29
51000	2.6269726970484183E29
52000	9.138901909120159E29
53000	5.358529750481269E29
54000	8.483601505901774E29
55000	5.4147574832299E29
56000	1.18206406886455E30
57000	6.818825785463774E29
58000	9.925252973927123E29
59000	8.119658766425963E29
60000	1.2956247082033778E30
61000	7.550681095235909E29
62000	1.080425098461663E30
63000	1.0445466428127281E30
64000	1.2570272049129484E30
65000	8.982594860950814E29
66000	9.697116723071836E29
67000	1.1167261526366178E30
68000	7.671810443371167E29
69000	8.482299842396742E29
70000	7.914967344076902E29
71000	1.1816102859700995E30
72000	6.1585490693980985E29
73000	1.0007633815311384E30
74000	8.998323120894167E29
75000	1.2008789446116033E30
76000	6.2533943134029705E29
77000	1.1388597081016349E30
78000	8.599967146556019E29
79000	1.1092393705160917E30
80000	6.425755181829932E29
81000	1.2820769872960058E30
82000	9.222896870494595E29
83000	8.875279503951236E29
84000	6.79973790192582E29
85000	9.222033972389664E29
86000	7.8504964295428E29
87000	3.7662243891644605E29
88000	7.932218431442944E29
89000	5.600100555121491E29
90000	7.320948428837539E29
91000	2.898129245025111E29
92000	9.777856801464522E29
93000	4.6455686681141936E29
94000	6.218128326882812E29
95000	2.8396786969555374E29
96000	9.383985578516286E29
97000	3.8866578578603054E29
98000	6.522962733589758E29
99000	4.717882630574039E29
100000	8.260286783846799E29
101000	3.185277585344603E29
102000	4.408661330240884E29
103000	5.03744132063434E29
104000	3.314464700030884E29
105000	1.8327591248453866E29
106000	6.634421928439891E28
107000	5.5277868162361835E29
108000	3.5071323563971533E28
109000	2.558957463846157E29
110000	7.560233742392349E28
111000	4.377779528258101E29
112000	-1.373008916028438E29
113000	2.8981391162467996E29
114000	1.5071749755434541E29
115000	4.0194861517474636E29
116000	-1.2987005495221191E29
117000	4.5135365925172284E29
118000	1.9700340436539355E29
119000	3.1638952002246264E29
120000	-1.0439383542326673E29
121000	2.7711297618158657E29
122000	8.432645847813255E28
123000	-1.1637459049796076E29
124000	6.991313915764491E28
125000	3.760580496396775E28
126000	1.6179967505308183E29
127000	-3.489116645217363E29
128000	2.3268050981826716E29
129000	-6.166233967852876E28
130000	1.6954182928687832E29
131000	-3.0506666010616402E29
132000	4.19839341030361E29
133000	-9.47764531447421E27
134000	2.9309646686236335E29
135000	4.569402373214887E28
136000	6.162082899247578E29
137000	5.2188859306825E28
138000	2.4109135719657005E29
139000	2.620577056294348E29
140000	4.509355796614921E29
141000	2.09299941209105E29
142000	1.293987930298818E29
143000	5.6116484401172365E29
144000	1.8572773063013967E29
145000	3.8695915397237335E29
146000	1.9975370691566802E29
147000	7.123930663128482E29
148000	1.5735907775289116E29
149000	5.24634870723435E29
150000	4.952501975983441E29
151000	9.610128909919062E29
152000	4.3762356885181726E29
153000	8.76341894816396E29
154000	7.429720702674296E29
155000	1.0327962409012522E30
156000	5.669520998937293E29
157000	1.0714796039347834E30
158000	9.37803293890369E29
159000	8.666120407838991E29
160000	7.742410595946514E29
161000	9.970927670821038E29
162000	1.1111482740144636E30
163000	6.0630187520564915E29
164000	9.711996673702276E29
165000	8.264642251599805E29
166000	1.0944770569493256E30
167000	6.1396269929435115E29
168000	1.309174901896793E30
169000	9.727330896803754E29
170000	1.1846222444063326E30
171000	7.772282726829404E29
172000	1.4971553732260227E30
173000	9.956071449344305E29
174000	1.1714365533214061E30
175000	9.239724305140087E29
176000	1.366193813137562E30
177000	1.001900169328911E30
178000	9.770365941359177E29
179000	1.1824080520159073E30
180000	9.477682298351403E29
181000	9.184092846422634E29
182000	5.7705797209917026E29
183000	1.1837118554539316E30
184000	6.938532840931545E29
185000	9.120785218618634E29
186000	6.68390255572642E29
187000	1.2235648733656603E30
188000	6.774354633843162E29
189000	9.8013884503096E29
190000	8.186159536328233E29
191000	1.1329999367036165E30
192000	5.399434421884326E29
193000	9.466333754406141E29
194000	8.76334899110067E29
195000	9.723139221749662E29
196000	5.5703811713960994E29
197000	7.494730648041235E29
198000	7.855176799430242E29
199000	3.912860514450518E29
200000	5.27665113498607E29
201000	4.4108694899925946E29
202000	6.693445495099324E29
203000	1.2364764399306933E29
204000	6.579937302694696E29
205000	4.600967513064722E29
206000	6.813834265120669E29
207000	1.2401868051209584E29
208000	7.187008238635659E29
209000	3.271153225850428E29
210000	5.7888464820281594E29
