Time-step	Difference in L
3600.0	1.2389131443382528E29
5400.0	1.5385234641339397E29
8100.0	4.061722985280752E29
12150.0	1.0411951525091392E29
18225.0	1.4384071731634114E29
27337.5	1.2387908911080785E29
41006.25	8.419081118873803E28
61509.375	4.954642606275882E28
92264.0625	2.476946725842534E28
138396.09375	4.95360342594248E28
207594.140625	2.9715094068849E28
311391.2109375	4.457040823338098E28
467086.81640625	2.4778649436155704E28
700630.224609375	2.971459042233314E28
1050945.3369140625	9.928950664216241E27
1576418.0053710938	1.3840590399554353E27
2364627.0080566406	4.45878820695893E28
3546940.512084961	1.019070744043268E28
5320410.768127441	4.350026223285306E27
7980616.152191162	1.2885331356218655E29
1.1970924228286743E7	3.3772774149450825E29
1.7956386342430115E7	6.40079265404535E29
2.6934579513645172E7	4.5358993094720096E29
