Time-step	Difference in E
1000.0	2.115370889123231E29
1500.0	3.5312768990519504E29
2250.0	5.1738486986614094E29
3375.0	7.018529709966743E29
5062.5	1.6129228843648902E30
7593.75	1.8107418511986497E30
11390.625	5.744679929981668E30
17085.9375	8.151176263685411E30
25628.90625	2.0529434368844696E31
38443.359375	4.744519225911046E31
57665.0390625	1.194562383070779E32
86497.55859375	2.415201588719755E32
129746.337890625	4.776315079000854E32
194619.5068359375	1.0796239432478814E33
291929.26025390625	2.3155195050272644E33
437893.8903808594	5.1598196865145965E33
656840.8355712891	1.1522379759762032E34
985261.2533569336	2.5654168948597962E34
1477891.8800354004	5.773945454167033E34
2216837.8200531006	1.3006333171225726E35
3325256.730079651	2.9497063216651764E35
4987885.095119476	6.652876709043146E35
7481827.6426792145	1.4979533176784285E36
1.1222741464018822E7	3.366503027723544E36
1.6834112196028233E7	7.563607887379916E36
2.525116829404235E7	1.7003209065557935E37
