Time-step	Difference in E
500.0	1.005768346599194E29
750.0	1.501243583259617E29
1125.0	2.369988629804516E29
1687.5	3.75209380762829E29
2531.25	5.566942001382769E29
3796.875	7.999430266882219E29
5695.3125	1.959987435450754E30
8542.96875	2.666534402834037E30
12814.453125	3.8365548923631335E30
19221.6796875	2.2151600080806055E31
28832.51953125	5.531563467458541E31
43248.779296875	7.003140275623746E31
64873.1689453125	1.350429895108124E32
97309.75341796875	3.060817473186873E32
145964.63012695312	3.0727214463799655E33
218946.9451904297	1.3286941789152153E33
328420.41778564453	2.966601041143701E33
492630.6266784668	7.38270829343882E33
738945.9400177002	1.4380042314632096E34
1108418.9100265503	3.3430307784150424E34
1662628.3650398254	7.391334694650446E34
2493942.547559738	1.6500247028701146E35
3740913.8213396072	3.7163335884335266E35
5611370.732009411	8.435975728346912E35
8417056.098014116	1.8957459157459623E36
1.2625584147021174E7	4.2588566358111644E36
1.893837622053176E7	9.569640915911342E36
2.8407564330797642E7	2.151583536198828E37
