Time-step	Difference in L
10000.0	1.5327516552817096E28
15000.0	1.0906701385884848E29
22500.0	2.7234995457930363E29
33750.0	5.460130454535683E28
50625.0	1.8817662075379578E29
75937.5	6.93767036075162E28
113906.25	2.97251652071304E28
170859.375	4.459061750652141E28
256289.0625	5.059393696978478E27
384433.59375	6.933026563575933E28
576650.390625	2.4567657132571808E27
864975.5859375	9.292606305088413E26
1297463.37890625	9.923522948012113E27
1946195.068359375	1.0049033550947721E28
2919292.6025390625	2.524924021254731E28
4378938.903808594	4.975717513909301E28
6568408.355712891	2.0816111072991497E29
9852612.533569336	3.704057298965693E28
1.4778918800354004E7	6.2914138016746195E29
2.2168378200531006E7	2.026645956978532E30
