Time-step	Difference in E
10000.0	3.6209301432039765E30
15000.0	7.445961076256683E30
22500.0	2.2325653825383405E31
33750.0	3.7612052289800414E31
50625.0	8.839160859191258E31
75937.5	1.8235878079519657E32
113906.25	4.0775438699209084E32
170859.375	8.365401673585063E32
256289.0625	1.8370361153925735E33
384433.59375	4.026645790156714E33
576650.390625	2.5585247914517265E34
864975.5859375	1.9867269223799482E34
1297463.37890625	4.471793915793266E34
1946195.068359375	1.0080855898753813E35
2919292.6025390625	2.2735304901440574E35
4378938.903808594	5.110197359889824E35
6568408.355712891	1.1540205084712356E36
9852612.533569336	2.5961111344608202E36
1.4778918800354004E7	5.831760829122226E36
2.2168378200531006E7	1.3107443926532696E37
